bigram,count,codepoints,unicode_names
ူမ,38,U+1030 U+1019,MYANMAR VOWEL SIGN UU | MYANMAR LETTER MA
ခ်,38,U+1001 U+103A,MYANMAR LETTER KHA | MYANMAR SIGN ASAT
ပု,37,U+1015 U+102F,MYANMAR LETTER PA | MYANMAR VOWEL SIGN U
ဲရ,37,U+1032 U+101B,MYANMAR VOWEL SIGN AI | MYANMAR LETTER RA
ၟတ,37,U+105F U+1010,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER TA
ိန,37,U+102D U+1014,MYANMAR VOWEL SIGN I | MYANMAR LETTER NA
ၚဲ,36,U+105A U+1032,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN AI
ဲစ,36,U+1032 U+1005,MYANMAR VOWEL SIGN AI | MYANMAR LETTER CA
၀၀,36,U+1040 U+1040,MYANMAR DIGIT ZERO | MYANMAR DIGIT ZERO
ရ်,36,U+101B U+103A,MYANMAR LETTER RA | MYANMAR SIGN ASAT
ဒု,36,U+1012 U+102F,MYANMAR LETTER DA | MYANMAR VOWEL SIGN U
ဟီ,36,U+101F U+102E,MYANMAR LETTER HA | MYANMAR VOWEL SIGN II
ေု,35,U+1031 U+102F,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN U
ုာ,35,U+102F U+102C,MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AA
ဂိ,35,U+1002 U+102D,MYANMAR LETTER GA | MYANMAR VOWEL SIGN I
ဲဏ,35,U+1032 U+100F,MYANMAR VOWEL SIGN AI | MYANMAR LETTER NNA
ဒိ,34,U+1012 U+102D,MYANMAR LETTER DA | MYANMAR VOWEL SIGN I
ဟိ,34,U+101F U+102D,MYANMAR LETTER HA | MYANMAR VOWEL SIGN I
ြက,34,U+103C U+1000,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER KA
ဝၚ,33,U+101D U+105A,MYANMAR LETTER WA | MYANMAR LETTER MON NGA
ယ်,33,U+101A U+103A,MYANMAR LETTER YA | MYANMAR SIGN ASAT
ဏေ,33,U+100F U+1031,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN E
စ္,33,U+1005 U+1039,MYANMAR LETTER CA | MYANMAR SIGN VIRAMA
ခေ,33,U+1001 U+1031,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN E
ကတ,33,U+1000 U+1010,MYANMAR LETTER KA | MYANMAR LETTER TA
ုဗ,33,U+102F U+1017,MYANMAR VOWEL SIGN U | MYANMAR LETTER BA
။လ,33,U+104B U+101C,MYANMAR SIGN SECTION | MYANMAR LETTER LA
။အ,33,U+104B U+1021,MYANMAR SIGN SECTION | MYANMAR LETTER A
ာဗ,32,U+102C U+1017,MYANMAR VOWEL SIGN AA | MYANMAR LETTER BA
လဵ,32,U+101C U+1035,MYANMAR LETTER LA | MYANMAR VOWEL SIGN E ABOVE
ပလ,32,U+1015 U+101C,MYANMAR LETTER PA | MYANMAR LETTER LA
္ဒ,32,U+1039 U+1012,MYANMAR SIGN VIRAMA | MYANMAR LETTER DA
ပွ,32,U+1015 U+103D,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL WA
ၚဵ,31,U+105A U+1035,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN E ABOVE
သြ,31,U+101E U+103C,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL RA
ံစ,31,U+1036 U+1005,MYANMAR SIGN ANUSVARA | MYANMAR LETTER CA
ၜိ,31,U+105C U+102D,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN I
ဲဒ,31,U+1032 U+1012,MYANMAR VOWEL SIGN AI | MYANMAR LETTER DA
္ၜ,31,U+1039 U+105C,MYANMAR SIGN VIRAMA | MYANMAR LETTER MON BBA
ိအ,31,U+102D U+1021,MYANMAR VOWEL SIGN I | MYANMAR LETTER A
ရဲ,31,U+101B U+1032,MYANMAR LETTER RA | MYANMAR VOWEL SIGN AI
ၚတ,31,U+105A U+1010,MYANMAR LETTER MON NGA | MYANMAR LETTER TA
ေဟ,30,U+1031 U+101F,MYANMAR VOWEL SIGN E | MYANMAR LETTER HA
ိမ,30,U+102D U+1019,MYANMAR VOWEL SIGN I | MYANMAR LETTER MA
ထာ,30,U+1011 U+102C,MYANMAR LETTER THA | MYANMAR VOWEL SIGN AA
်ု,30,U+103A U+102F,MYANMAR SIGN ASAT | MYANMAR VOWEL SIGN U
ွိ,30,U+103D U+102D,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN I
ထ္,30,U+1011 U+1039,MYANMAR LETTER THA | MYANMAR SIGN VIRAMA
စရ,30,U+1005 U+101B,MYANMAR LETTER CA | MYANMAR LETTER RA
ျေ,30,U+103B U+1031,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN E
ိခ,30,U+102D U+1001,MYANMAR VOWEL SIGN I | MYANMAR LETTER KHA
ဝိ,30,U+101D U+102D,MYANMAR LETTER WA | MYANMAR VOWEL SIGN I
အတ,30,U+1021 U+1010,MYANMAR LETTER A | MYANMAR LETTER TA
လာ,30,U+101C U+102C,MYANMAR LETTER LA | MYANMAR VOWEL SIGN AA
နိ,29,U+1014 U+102D,MYANMAR LETTER NA | MYANMAR VOWEL SIGN I
ုဇ,29,U+102F U+1007,MYANMAR VOWEL SIGN U | MYANMAR LETTER JA
ဒက,29,U+1012 U+1000,MYANMAR LETTER DA | MYANMAR LETTER KA
ပၠ,29,U+1015 U+1060,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ဝတ,29,U+101D U+1010,MYANMAR LETTER WA | MYANMAR LETTER TA
ာအ,29,U+102C U+1021,MYANMAR VOWEL SIGN AA | MYANMAR LETTER A
ၞပ,29,U+105E U+1015,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER PA
်၁,29,U+103A U+1041,MYANMAR SIGN ASAT | MYANMAR DIGIT ONE
။တ,29,U+104B U+1010,MYANMAR SIGN SECTION | MYANMAR LETTER TA
တက,29,U+1010 U+1000,MYANMAR LETTER TA | MYANMAR LETTER KA
။မ,29,U+104B U+1019,MYANMAR SIGN SECTION | MYANMAR LETTER MA
ာဏ,28,U+102C U+100F,MYANMAR VOWEL SIGN AA | MYANMAR LETTER NNA
ဓရ,28,U+1013 U+101B,MYANMAR LETTER DHA | MYANMAR LETTER RA
ဗၠ,28,U+1017 U+1060,MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ှေ,28,U+103E U+1031,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN E
ယျ,28,U+101A U+103B,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL YA
တာ,28,U+1010 U+102C,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AA
ာယ,27,U+102C U+101A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER YA
ၠး,27,U+1060 U+1038,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR SIGN VISARGA
ဲဍ,27,U+1032 U+100D,MYANMAR VOWEL SIGN AI | MYANMAR LETTER DDA
ိဗ,27,U+102D U+1017,MYANMAR VOWEL SIGN I | MYANMAR LETTER BA
ၚု,27,U+105A U+102F,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN U
ဲဟ,27,U+1032 U+101F,MYANMAR VOWEL SIGN AI | MYANMAR LETTER HA
န္,27,U+1014 U+1039,MYANMAR LETTER NA | MYANMAR SIGN VIRAMA
ြန,27,U+103C U+1014,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER NA
သမ,27,U+101E U+1019,MYANMAR LETTER SA | MYANMAR LETTER MA
လီ,27,U+101C U+102E,MYANMAR LETTER LA | MYANMAR VOWEL SIGN II
ဂတ,27,U+1002 U+1010,MYANMAR LETTER GA | MYANMAR LETTER TA
နက,27,U+1014 U+1000,MYANMAR LETTER NA | MYANMAR LETTER KA
ဂါ,26,U+1002 U+102B,MYANMAR LETTER GA | MYANMAR VOWEL SIGN TALL AA
းဒ,26,U+1038 U+1012,MYANMAR SIGN VISARGA | MYANMAR LETTER DA
ါည,26,U+102B U+100A,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER NNYA
ိယ,26,U+102D U+101A,MYANMAR VOWEL SIGN I | MYANMAR LETTER YA
ဘိ,26,U+1018 U+102D,MYANMAR LETTER BHA | MYANMAR VOWEL SIGN I
ဏီ,26,U+100F U+102E,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN II
ၠန,26,U+1060 U+1014,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER NA
်း,26,U+103A U+1038,MYANMAR SIGN ASAT | MYANMAR SIGN VISARGA
ဍာ,25,U+100D U+102C,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN AA
သၚ,25,U+101E U+105A,MYANMAR LETTER SA | MYANMAR LETTER MON NGA
စၟ,25,U+1005 U+105F,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ဖအ,25,U+1016 U+1021,MYANMAR LETTER PHA | MYANMAR LETTER A
ံထ,25,U+1036 U+1011,MYANMAR SIGN ANUSVARA | MYANMAR LETTER THA
းဗ,25,U+1038 U+1017,MYANMAR SIGN VISARGA | MYANMAR LETTER BA
ံခ,25,U+1036 U+1001,MYANMAR SIGN ANUSVARA | MYANMAR LETTER KHA
ုခ,24,U+102F U+1001,MYANMAR VOWEL SIGN U | MYANMAR LETTER KHA
ူလ,24,U+1030 U+101C,MYANMAR VOWEL SIGN UU | MYANMAR LETTER LA
။ည,24,U+104B U+100A,MYANMAR SIGN SECTION | MYANMAR LETTER NNYA
ြိ,24,U+103C U+102D,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN I
ဗ္,24,U+1017 U+1039,MYANMAR LETTER BA | MYANMAR SIGN VIRAMA
ူဂ,24,U+1030 U+1002,MYANMAR VOWEL SIGN UU | MYANMAR LETTER GA
စပ,24,U+1005 U+1015,MYANMAR LETTER CA | MYANMAR LETTER PA
ဲဗ,24,U+1032 U+1017,MYANMAR VOWEL SIGN AI | MYANMAR LETTER BA
္မ,24,U+1039 U+1019,MYANMAR SIGN VIRAMA | MYANMAR LETTER MA
ဖဵ,24,U+1016 U+1035,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN E ABOVE
်ၜ,23,U+103A U+105C,MYANMAR SIGN ASAT | MYANMAR LETTER MON BBA
ရဴ,23,U+101B U+1034,MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON O
ဗု,23,U+1017 U+102F,MYANMAR LETTER BA | MYANMAR VOWEL SIGN U
ီရ,23,U+102E U+101B,MYANMAR VOWEL SIGN II | MYANMAR LETTER RA
နဲ,23,U+1014 U+1032,MYANMAR LETTER NA | MYANMAR VOWEL SIGN AI
ဟေ,23,U+101F U+1031,MYANMAR LETTER HA | MYANMAR VOWEL SIGN E
ိစ,23,U+102D U+1005,MYANMAR VOWEL SIGN I | MYANMAR LETTER CA
ွေ,23,U+103D U+1031,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN E
ရတ,23,U+101B U+1010,MYANMAR LETTER RA | MYANMAR LETTER TA
ရမ,23,U+101B U+1019,MYANMAR LETTER RA | MYANMAR LETTER MA
ဓဝ,22,U+1013 U+101D,MYANMAR LETTER DHA | MYANMAR LETTER WA
မြ,22,U+1019 U+103C,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL RA
်ၚ,22,U+103A U+105A,MYANMAR SIGN ASAT | MYANMAR LETTER MON NGA
ေက,22,U+1031 U+1000,MYANMAR VOWEL SIGN E | MYANMAR LETTER KA
်၂,22,U+103A U+1042,MYANMAR SIGN ASAT | MYANMAR DIGIT TWO
မၚ,22,U+1019 U+105A,MYANMAR LETTER MA | MYANMAR LETTER MON NGA
စွ,22,U+1005 U+103D,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MEDIAL WA
ုဖ,22,U+102F U+1016,MYANMAR VOWEL SIGN U | MYANMAR LETTER PHA
ုယ,22,U+102F U+101A,MYANMAR VOWEL SIGN U | MYANMAR LETTER YA
ယွ,22,U+101A U+103D,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL WA
ထပ,22,U+1011 U+1015,MYANMAR LETTER THA | MYANMAR LETTER PA
ဲည,22,U+1032 U+100A,MYANMAR VOWEL SIGN AI | MYANMAR LETTER NNYA
ကြ,22,U+1000 U+103C,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL RA
စမ,21,U+1005 U+1019,MYANMAR LETTER CA | MYANMAR LETTER MA
ၞု,21,U+105E U+102F,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN U
တရ,21,U+1010 U+101B,MYANMAR LETTER TA | MYANMAR LETTER RA
္ဓ,21,U+1039 U+1013,MYANMAR SIGN VIRAMA | MYANMAR LETTER DHA
မဒ,21,U+1019 U+1012,MYANMAR LETTER MA | MYANMAR LETTER DA
ၟေ,21,U+105F U+1031,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN E
ဂြ,21,U+1002 U+103C,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL RA
သန,21,U+101E U+1014,MYANMAR LETTER SA | MYANMAR LETTER NA
ထဝ,21,U+1011 U+101D,MYANMAR LETTER THA | MYANMAR LETTER WA
ရၚ,21,U+101B U+105A,MYANMAR LETTER RA | MYANMAR LETTER MON NGA
ဲန,21,U+1032 U+1014,MYANMAR VOWEL SIGN AI | MYANMAR LETTER NA
လက,21,U+101C U+1000,MYANMAR LETTER LA | MYANMAR LETTER KA
ဂေ,21,U+1002 U+1031,MYANMAR LETTER GA | MYANMAR VOWEL SIGN E
းရ,21,U+1038 U+101B,MYANMAR SIGN VISARGA | MYANMAR LETTER RA
ွန,21,U+103D U+1014,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER NA
ြာ,20,U+103C U+102C,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN AA
ိဂ,20,U+102D U+1002,MYANMAR VOWEL SIGN I | MYANMAR LETTER GA
ျိ,20,U+103B U+102D,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN I
ဂ္,20,U+1002 U+1039,MYANMAR LETTER GA | MYANMAR SIGN VIRAMA
ပက,20,U+1015 U+1000,MYANMAR LETTER PA | MYANMAR LETTER KA
ဗက,20,U+1017 U+1000,MYANMAR LETTER BA | MYANMAR LETTER KA
စှ,20,U+1005 U+103E,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MEDIAL HA
ွဟ,20,U+103D U+101F,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER HA
မပ,20,U+1019 U+1015,MYANMAR LETTER MA | MYANMAR LETTER PA
သၠ,20,U+101E U+1060,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL LA
မေ,20,U+1019 U+1031,MYANMAR LETTER MA | MYANMAR VOWEL SIGN E
ကရ,20,U+1000 U+101B,MYANMAR LETTER KA | MYANMAR LETTER RA
ၠဒ,20,U+1060 U+1012,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER DA
ူက,20,U+1030 U+1000,MYANMAR VOWEL SIGN UU | MYANMAR LETTER KA
ါတ,19,U+102B U+1010,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER TA
ဲထ,19,U+1032 U+1011,MYANMAR VOWEL SIGN AI | MYANMAR LETTER THA
ၠဂ,19,U+1060 U+1002,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER GA
။က,19,U+104B U+1000,MYANMAR SIGN SECTION | MYANMAR LETTER KA
ဝေ,19,U+101D U+1031,MYANMAR LETTER WA | MYANMAR VOWEL SIGN E
ကသ,19,U+1000 U+101E,MYANMAR LETTER KA | MYANMAR LETTER SA
ခမ,19,U+1001 U+1019,MYANMAR LETTER KHA | MYANMAR LETTER MA
ဟံ,19,U+101F U+1036,MYANMAR LETTER HA | MYANMAR SIGN ANUSVARA
ဓမ,19,U+1013 U+1019,MYANMAR LETTER DHA | MYANMAR LETTER MA
ာဟ,19,U+102C U+101F,MYANMAR VOWEL SIGN AA | MYANMAR LETTER HA
တဲ,19,U+1010 U+1032,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AI
ရပ,19,U+101B U+1015,MYANMAR LETTER RA | MYANMAR LETTER PA
ဇန,19,U+1007 U+1014,MYANMAR LETTER JA | MYANMAR LETTER NA
ဗိ,19,U+1017 U+102D,MYANMAR LETTER BA | MYANMAR VOWEL SIGN I
ံည,19,U+1036 U+100A,MYANMAR SIGN ANUSVARA | MYANMAR LETTER NNYA
ဗတ,19,U+1017 U+1010,MYANMAR LETTER BA | MYANMAR LETTER TA
လ်,18,U+101C U+103A,MYANMAR LETTER LA | MYANMAR SIGN ASAT
ာည,18,U+102C U+100A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER NNYA
ဇၟ,18,U+1007 U+105F,MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ါထ,18,U+102B U+1011,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER THA
ေမ,18,U+1031 U+1019,MYANMAR VOWEL SIGN E | MYANMAR LETTER MA
ၞး,18,U+105E U+1038,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR SIGN VISARGA
္ခ,18,U+1039 U+1001,MYANMAR SIGN VIRAMA | MYANMAR LETTER KHA
ါၚ,18,U+102B U+105A,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER MON NGA
သရ,18,U+101E U+101B,MYANMAR LETTER SA | MYANMAR LETTER RA
ၜါ,18,U+105C U+102B,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN TALL AA
ုဝ,18,U+102F U+101D,MYANMAR VOWEL SIGN U | MYANMAR LETTER WA
တူ,18,U+1010 U+1030,MYANMAR LETTER TA | MYANMAR VOWEL SIGN UU
။သ,18,U+104B U+101E,MYANMAR SIGN SECTION | MYANMAR LETTER SA
ာဇ,18,U+102C U+1007,MYANMAR VOWEL SIGN AA | MYANMAR LETTER JA
တဴ,18,U+1010 U+1034,MYANMAR LETTER TA | MYANMAR VOWEL SIGN MON O
မှ,18,U+1019 U+103E,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL HA
ထံ,18,U+1011 U+1036,MYANMAR LETTER THA | MYANMAR SIGN ANUSVARA
ူရ,18,U+1030 U+101B,MYANMAR VOWEL SIGN UU | MYANMAR LETTER RA
ိရ,18,U+102D U+101B,MYANMAR VOWEL SIGN I | MYANMAR LETTER RA
ံယ,18,U+1036 U+101A,MYANMAR SIGN ANUSVARA | MYANMAR LETTER YA
၁၀,18,U+1041 U+1040,MYANMAR DIGIT ONE | MYANMAR DIGIT ZERO
သတ,17,U+101E U+1010,MYANMAR LETTER SA | MYANMAR LETTER TA
ရု,17,U+101B U+102F,MYANMAR LETTER RA | MYANMAR VOWEL SIGN U
ဲခ,17,U+1032 U+1001,MYANMAR VOWEL SIGN AI | MYANMAR LETTER KHA
လည,17,U+101C U+100A,MYANMAR LETTER LA | MYANMAR LETTER NNYA
ပဂ,17,U+1015 U+1002,MYANMAR LETTER PA | MYANMAR LETTER GA
နေ,17,U+1014 U+1031,MYANMAR LETTER NA | MYANMAR VOWEL SIGN E
ံဆ,17,U+1036 U+1006,MYANMAR SIGN ANUSVARA | MYANMAR LETTER CHA
ရး,17,U+101B U+1038,MYANMAR LETTER RA | MYANMAR SIGN VISARGA
လျ,17,U+101C U+103B,MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MEDIAL YA
းည,17,U+1038 U+100A,MYANMAR SIGN VISARGA | MYANMAR LETTER NNYA
ဂလ,17,U+1002 U+101C,MYANMAR LETTER GA | MYANMAR LETTER LA
ဌာ,17,U+100C U+102C,MYANMAR LETTER TTHA | MYANMAR VOWEL SIGN AA
ဆဵ,17,U+1006 U+1035,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN E ABOVE
ၞံ,17,U+105E U+1036,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR SIGN ANUSVARA
နယ,16,U+1014 U+101A,MYANMAR LETTER NA | MYANMAR LETTER YA
ထု,16,U+1011 U+102F,MYANMAR LETTER THA | MYANMAR VOWEL SIGN U
အက,16,U+1021 U+1000,MYANMAR LETTER A | MYANMAR LETTER KA
။ဟ,16,U+104B U+101F,MYANMAR SIGN SECTION | MYANMAR LETTER HA
ၠပ,16,U+1060 U+1015,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER PA
ိသ,16,U+102D U+101E,MYANMAR VOWEL SIGN I | MYANMAR LETTER SA
၀သ,16,U+1040 U+101E,MYANMAR DIGIT ZERO | MYANMAR LETTER SA
ကဝ,16,U+1000 U+101D,MYANMAR LETTER KA | MYANMAR LETTER WA
အန,16,U+1021 U+1014,MYANMAR LETTER A | MYANMAR LETTER NA
ဗျ,16,U+1017 U+103B,MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL YA
ခု,16,U+1001 U+102F,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN U
တွ,16,U+1010 U+103D,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL WA
မူ,16,U+1019 U+1030,MYANMAR LETTER MA | MYANMAR VOWEL SIGN UU
မး,16,U+1019 U+1038,MYANMAR LETTER MA | MYANMAR SIGN VISARGA
။ပ,16,U+104B U+1015,MYANMAR SIGN SECTION | MYANMAR LETTER PA
ှာ,16,U+103E U+102C,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN AA
၊က,16,U+104A U+1000,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER KA
အဘ,16,U+1021 U+1018,MYANMAR LETTER A | MYANMAR LETTER BHA
ိဓ,16,U+102D U+1013,MYANMAR VOWEL SIGN I | MYANMAR LETTER DHA
းခ,16,U+1038 U+1001,MYANMAR SIGN VISARGA | MYANMAR LETTER KHA
စဳ,16,U+1005 U+1033,MYANMAR LETTER CA | MYANMAR VOWEL SIGN MON II
ရ၊,16,U+101B U+104A,MYANMAR LETTER RA | MYANMAR SIGN LITTLE SECTION
ဴတ,15,U+1034 U+1010,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER TA
ၞဟ,15,U+105E U+101F,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER HA
ဟတ,15,U+101F U+1010,MYANMAR LETTER HA | MYANMAR LETTER TA
သဳ,15,U+101E U+1033,MYANMAR LETTER SA | MYANMAR VOWEL SIGN MON II
၃၀,15,U+1043 U+1040,MYANMAR DIGIT THREE | MYANMAR DIGIT ZERO
္ဇ,15,U+1039 U+1007,MYANMAR SIGN VIRAMA | MYANMAR LETTER JA
ရှ,15,U+101B U+103E,MYANMAR LETTER RA | MYANMAR CONSONANT SIGN MEDIAL HA
္ဆ,15,U+1039 U+1006,MYANMAR SIGN VIRAMA | MYANMAR LETTER CHA
ီက,15,U+102E U+1000,MYANMAR VOWEL SIGN II | MYANMAR LETTER KA
းစ,15,U+1038 U+1005,MYANMAR SIGN VISARGA | MYANMAR LETTER CA
လန,15,U+101C U+1014,MYANMAR LETTER LA | MYANMAR LETTER NA
ာဒ,15,U+102C U+1012,MYANMAR VOWEL SIGN AA | MYANMAR LETTER DA
ာဍ,15,U+102C U+100D,MYANMAR VOWEL SIGN AA | MYANMAR LETTER DDA
တသ,15,U+1010 U+101E,MYANMAR LETTER TA | MYANMAR LETTER SA
ဲါ,15,U+1032 U+102B,MYANMAR VOWEL SIGN AI | MYANMAR VOWEL SIGN TALL AA
ဟၟ,15,U+101F U+105F,MYANMAR LETTER HA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ၟဲ,15,U+105F U+1032,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN AI
ခၞ,15,U+1001 U+105E,MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ဍေ,15,U+100D U+1031,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN E
၊သ,15,U+104A U+101E,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER SA
ဗ်,14,U+1017 U+103A,MYANMAR LETTER BA | MYANMAR SIGN ASAT
ဳက,14,U+1033 U+1000,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KA
ယာ,14,U+101A U+102C,MYANMAR LETTER YA | MYANMAR VOWEL SIGN AA
္ထ,14,U+1039 U+1011,MYANMAR SIGN VIRAMA | MYANMAR LETTER THA
။စ,14,U+104B U+1005,MYANMAR SIGN SECTION | MYANMAR LETTER CA
သံ,14,U+101E U+1036,MYANMAR LETTER SA | MYANMAR SIGN ANUSVARA
ဏက,14,U+100F U+1000,MYANMAR LETTER NNA | MYANMAR LETTER KA
တဳ,14,U+1010 U+1033,MYANMAR LETTER TA | MYANMAR VOWEL SIGN MON II
ပၟ,14,U+1015 U+105F,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL MA
အေ,14,U+1021 U+1031,MYANMAR LETTER A | MYANMAR VOWEL SIGN E
ဒၞ,14,U+1012 U+105E,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ျး,14,U+103B U+1038,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR SIGN VISARGA
ဂျ,14,U+1002 U+103B,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL YA
ဲယ,14,U+1032 U+101A,MYANMAR VOWEL SIGN AI | MYANMAR LETTER YA
ဗၚ,14,U+1017 U+105A,MYANMAR LETTER BA | MYANMAR LETTER MON NGA
ါက,14,U+102B U+1000,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER KA
းန,14,U+1038 U+1014,MYANMAR SIGN VISARGA | MYANMAR LETTER NA
ြဲ,14,U+103C U+1032,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN AI
ါလ,13,U+102B U+101C,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER LA
ဲဆ,13,U+1032 U+1006,MYANMAR VOWEL SIGN AI | MYANMAR LETTER CHA
ၚ္,13,U+105A U+1039,MYANMAR LETTER MON NGA | MYANMAR SIGN VIRAMA
ပၚ,13,U+1015 U+105A,MYANMAR LETTER PA | MYANMAR LETTER MON NGA
ဴသ,13,U+1034 U+101E,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER SA
းဘ,13,U+1038 U+1018,MYANMAR SIGN VISARGA | MYANMAR LETTER BHA
ဓိ,13,U+1013 U+102D,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN I
ီမ,13,U+102E U+1019,MYANMAR VOWEL SIGN II | MYANMAR LETTER MA
ပူ,13,U+1015 U+1030,MYANMAR LETTER PA | MYANMAR VOWEL SIGN UU
ာဓ,13,U+102C U+1013,MYANMAR VOWEL SIGN AA | MYANMAR LETTER DHA
ၚေ,13,U+105A U+1031,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN E
အစ,13,U+1021 U+1005,MYANMAR LETTER A | MYANMAR LETTER CA
ဒတ,13,U+1012 U+1010,MYANMAR LETTER DA | MYANMAR LETTER TA
ဗဟ,13,U+1017 U+101F,MYANMAR LETTER BA | MYANMAR LETTER HA
မျ,13,U+1019 U+103B,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL YA
ဥပ,13,U+1025 U+1015,MYANMAR LETTER U | MYANMAR LETTER PA
ဗၟ,13,U+1017 U+105F,MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MON MEDIAL MA
