bigram,count,codepoints,unicode_names
ုဍ,13,U+102F U+100D,MYANMAR VOWEL SIGN U | MYANMAR LETTER DDA
ု၊,13,U+102F U+104A,MYANMAR VOWEL SIGN U | MYANMAR SIGN LITTLE SECTION
်ဥ,13,U+103A U+1025,MYANMAR SIGN ASAT | MYANMAR LETTER U
ပံ,13,U+1015 U+1036,MYANMAR LETTER PA | MYANMAR SIGN ANUSVARA
ွး,13,U+103D U+1038,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN VISARGA
ဗဵ,12,U+1017 U+1035,MYANMAR LETTER BA | MYANMAR VOWEL SIGN E ABOVE
ဖိ,12,U+1016 U+102D,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN I
ဒူ,12,U+1012 U+1030,MYANMAR LETTER DA | MYANMAR VOWEL SIGN UU
်၃,12,U+103A U+1043,MYANMAR SIGN ASAT | MYANMAR DIGIT THREE
ဴလ,12,U+1034 U+101C,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER LA
ဒွ,12,U+1012 U+103D,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL WA
လၚ,12,U+101C U+105A,MYANMAR LETTER LA | MYANMAR LETTER MON NGA
ြု,12,U+103C U+102F,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN U
ဓု,12,U+1013 U+102F,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN U
ျပ,12,U+103B U+1015,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER PA
ယတ,12,U+101A U+1010,MYANMAR LETTER YA | MYANMAR LETTER TA
ရီ,12,U+101B U+102E,MYANMAR LETTER RA | MYANMAR VOWEL SIGN II
ၠံ,12,U+1060 U+1036,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR SIGN ANUSVARA
တမ,12,U+1010 U+1019,MYANMAR LETTER TA | MYANMAR LETTER MA
ဴက,12,U+1034 U+1000,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER KA
ကပ,12,U+1000 U+1015,MYANMAR LETTER KA | MYANMAR LETTER PA
အပ,12,U+1021 U+1015,MYANMAR LETTER A | MYANMAR LETTER PA
ဿန,12,U+103F U+1014,MYANMAR LETTER GREAT SA | MYANMAR LETTER NA
ူတ,12,U+1030 U+1010,MYANMAR VOWEL SIGN UU | MYANMAR LETTER TA
ျု,12,U+103B U+102F,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN U
လံ,12,U+101C U+1036,MYANMAR LETTER LA | MYANMAR SIGN ANUSVARA
ံဏ,12,U+1036 U+100F,MYANMAR SIGN ANUSVARA | MYANMAR LETTER NNA
ာထ,12,U+102C U+1011,MYANMAR VOWEL SIGN AA | MYANMAR LETTER THA
ေရ,12,U+1031 U+101B,MYANMAR VOWEL SIGN E | MYANMAR LETTER RA
ကအ,12,U+1000 U+1021,MYANMAR LETTER KA | MYANMAR LETTER A
အံ,12,U+1021 U+1036,MYANMAR LETTER A | MYANMAR SIGN ANUSVARA
၂၀,12,U+1042 U+1040,MYANMAR DIGIT TWO | MYANMAR DIGIT ZERO
အဆ,12,U+1021 U+1006,MYANMAR LETTER A | MYANMAR LETTER CHA
ပၞ,12,U+1015 U+105E,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ညန,11,U+100A U+1014,MYANMAR LETTER NNYA | MYANMAR LETTER NA
ဇ္,11,U+1007 U+1039,MYANMAR LETTER JA | MYANMAR SIGN VIRAMA
ကံ,11,U+1000 U+1036,MYANMAR LETTER KA | MYANMAR SIGN ANUSVARA
ါဲ,11,U+102B U+1032,MYANMAR VOWEL SIGN TALL AA | MYANMAR VOWEL SIGN AI
ါဠ,11,U+102B U+1020,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER LLA
ဠိ,11,U+1020 U+102D,MYANMAR LETTER LLA | MYANMAR VOWEL SIGN I
ဘဝ,11,U+1018 U+101D,MYANMAR LETTER BHA | MYANMAR LETTER WA
ဏ္,11,U+100F U+1039,MYANMAR LETTER NNA | MYANMAR SIGN VIRAMA
မီ,11,U+1019 U+102E,MYANMAR LETTER MA | MYANMAR VOWEL SIGN II
ဂဇ,11,U+1002 U+1007,MYANMAR LETTER GA | MYANMAR LETTER JA
ဳရ,11,U+1033 U+101B,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER RA
ီတ,11,U+102E U+1010,MYANMAR VOWEL SIGN II | MYANMAR LETTER TA
ပဒ,11,U+1015 U+1012,MYANMAR LETTER PA | MYANMAR LETTER DA
ါယ,11,U+102B U+101A,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER YA
ရသ,11,U+101B U+101E,MYANMAR LETTER RA | MYANMAR LETTER SA
ဖု,11,U+1016 U+102F,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN U
ထိ,11,U+1011 U+102D,MYANMAR LETTER THA | MYANMAR VOWEL SIGN I
ဇိ,11,U+1007 U+102D,MYANMAR LETTER JA | MYANMAR VOWEL SIGN I
ူဘ,11,U+1030 U+1018,MYANMAR VOWEL SIGN UU | MYANMAR LETTER BHA
။ဂ,11,U+104B U+1002,MYANMAR SIGN SECTION | MYANMAR LETTER GA
ဟု,11,U+101F U+102F,MYANMAR LETTER HA | MYANMAR VOWEL SIGN U
ဒဂ,11,U+1012 U+1002,MYANMAR LETTER DA | MYANMAR LETTER GA
ပန,11,U+1015 U+1014,MYANMAR LETTER PA | MYANMAR LETTER NA
ပဲ,11,U+1015 U+1032,MYANMAR LETTER PA | MYANMAR VOWEL SIGN AI
သဟ,11,U+101E U+101F,MYANMAR LETTER SA | MYANMAR LETTER HA
ဒဵ,11,U+1012 U+1035,MYANMAR LETTER DA | MYANMAR VOWEL SIGN E ABOVE
ပထ,11,U+1015 U+1011,MYANMAR LETTER PA | MYANMAR LETTER THA
ေအ,11,U+1031 U+1021,MYANMAR VOWEL SIGN E | MYANMAR LETTER A
ေး,11,U+1031 U+1038,MYANMAR VOWEL SIGN E | MYANMAR SIGN VISARGA
ဳဇ,11,U+1033 U+1007,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER JA
ဳမ,10,U+1033 U+1019,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER MA
်္,10,U+103A U+1039,MYANMAR SIGN ASAT | MYANMAR SIGN VIRAMA
ာ။,10,U+102C U+104B,MYANMAR VOWEL SIGN AA | MYANMAR SIGN SECTION
ြံ,10,U+103C U+1036,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR SIGN ANUSVARA
်၅,10,U+103A U+1045,MYANMAR SIGN ASAT | MYANMAR DIGIT FIVE
ဘၚ,10,U+1018 U+105A,MYANMAR LETTER BHA | MYANMAR LETTER MON NGA
ွဳ,10,U+103D U+1033,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN MON II
ု။,10,U+102F U+104B,MYANMAR VOWEL SIGN U | MYANMAR SIGN SECTION
မရ,10,U+1019 U+101B,MYANMAR LETTER MA | MYANMAR LETTER RA
နု,10,U+1014 U+102F,MYANMAR LETTER NA | MYANMAR VOWEL SIGN U
ွု,10,U+103D U+102F,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN U
နန,10,U+1014 U+1014,MYANMAR LETTER NA | MYANMAR LETTER NA
။ရ,10,U+104B U+101B,MYANMAR SIGN SECTION | MYANMAR LETTER RA
ိည,10,U+102D U+100A,MYANMAR VOWEL SIGN I | MYANMAR LETTER NNYA
ယက,10,U+101A U+1000,MYANMAR LETTER YA | MYANMAR LETTER KA
ညပ,10,U+100A U+1015,MYANMAR LETTER NNYA | MYANMAR LETTER PA
လအ,10,U+101C U+1021,MYANMAR LETTER LA | MYANMAR LETTER A
ဃေ,10,U+1003 U+1031,MYANMAR LETTER GHA | MYANMAR VOWEL SIGN E
းၜ,10,U+1038 U+105C,MYANMAR SIGN VISARGA | MYANMAR LETTER MON BBA
ဓာ,10,U+1013 U+102C,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN AA
သပ,10,U+101E U+1015,MYANMAR LETTER SA | MYANMAR LETTER PA
ဆေ,10,U+1006 U+1031,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN E
ဲဇ,10,U+1032 U+1007,MYANMAR VOWEL SIGN AI | MYANMAR LETTER JA
ါမ,10,U+102B U+1019,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER MA
စသ,10,U+1005 U+101E,MYANMAR LETTER CA | MYANMAR LETTER SA
၊ဗ,10,U+104A U+1017,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER BA
၊တ,10,U+104A U+1010,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER TA
ား,10,U+102C U+1038,MYANMAR VOWEL SIGN AA | MYANMAR SIGN VISARGA
ါရ,9,U+102B U+101B,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER RA
ူန,9,U+1030 U+1014,MYANMAR VOWEL SIGN UU | MYANMAR LETTER NA
နၚ,9,U+1014 U+105A,MYANMAR LETTER NA | MYANMAR LETTER MON NGA
်ှ,9,U+103A U+103E,MYANMAR SIGN ASAT | MYANMAR CONSONANT SIGN MEDIAL HA
လွ,9,U+101C U+103D,MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MEDIAL WA
ဲဘ,9,U+1032 U+1018,MYANMAR VOWEL SIGN AI | MYANMAR LETTER BHA
ူဆ,9,U+1030 U+1006,MYANMAR VOWEL SIGN UU | MYANMAR LETTER CHA
ဍီ,9,U+100D U+102E,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN II
သှ,9,U+101E U+103E,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL HA
ြဴ,9,U+103C U+1034,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN MON O
ညရ,9,U+100A U+101B,MYANMAR LETTER NNYA | MYANMAR LETTER RA
ါပ,9,U+102B U+1015,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER PA
ံဇ,9,U+1036 U+1007,MYANMAR SIGN ANUSVARA | MYANMAR LETTER JA
၊ဂ,9,U+104A U+1002,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER GA
ခရ,9,U+1001 U+101B,MYANMAR LETTER KHA | MYANMAR LETTER RA
မအ,9,U+1019 U+1021,MYANMAR LETTER MA | MYANMAR LETTER A
ူပ,9,U+1030 U+1015,MYANMAR VOWEL SIGN UU | MYANMAR LETTER PA
ုဘ,9,U+102F U+1018,MYANMAR VOWEL SIGN U | MYANMAR LETTER BHA
ေဒ,9,U+1031 U+1012,MYANMAR VOWEL SIGN E | MYANMAR LETTER DA
ဴပ,9,U+1034 U+1015,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER PA
ါဟ,9,U+102B U+101F,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER HA
မသ,9,U+1019 U+101E,MYANMAR LETTER MA | MYANMAR LETTER SA
ီပ,9,U+102E U+1015,MYANMAR VOWEL SIGN II | MYANMAR LETTER PA
ိဋ,9,U+102D U+100B,MYANMAR VOWEL SIGN I | MYANMAR LETTER TTA
။ဆ,9,U+104B U+1006,MYANMAR SIGN SECTION | MYANMAR LETTER CHA
ဘ၀,9,U+1018 U+1040,MYANMAR LETTER BHA | MYANMAR DIGIT ZERO
ိလ,9,U+102D U+101C,MYANMAR VOWEL SIGN I | MYANMAR LETTER LA
သအ,9,U+101E U+1021,MYANMAR LETTER SA | MYANMAR LETTER A
ိ၊,9,U+102D U+104A,MYANMAR VOWEL SIGN I | MYANMAR SIGN LITTLE SECTION
ု့,9,U+102F U+1037,MYANMAR VOWEL SIGN U | MYANMAR SIGN DOT BELOW
ရလ,9,U+101B U+101C,MYANMAR LETTER RA | MYANMAR LETTER LA
ခြ,8,U+1001 U+103C,MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MEDIAL RA
စဇ,8,U+1005 U+1007,MYANMAR LETTER CA | MYANMAR LETTER JA
ဲဓ,8,U+1032 U+1013,MYANMAR VOWEL SIGN AI | MYANMAR LETTER DHA
ဗဒ,8,U+1017 U+1012,MYANMAR LETTER BA | MYANMAR LETTER DA
၅၀,8,U+1045 U+1040,MYANMAR DIGIT FIVE | MYANMAR DIGIT ZERO
္ဗ,8,U+1039 U+1017,MYANMAR SIGN VIRAMA | MYANMAR LETTER BA
အဓ,8,U+1021 U+1013,MYANMAR LETTER A | MYANMAR LETTER DHA
ြး,8,U+103C U+1038,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR SIGN VISARGA
ဋ္,8,U+100B U+1039,MYANMAR LETTER TTA | MYANMAR SIGN VIRAMA
္ဌ,8,U+1039 U+100C,MYANMAR SIGN VIRAMA | MYANMAR LETTER TTHA
ဌက,8,U+100C U+1000,MYANMAR LETTER TTHA | MYANMAR LETTER KA
လဴ,8,U+101C U+1034,MYANMAR LETTER LA | MYANMAR VOWEL SIGN MON O
ဂစ,8,U+1002 U+1005,MYANMAR LETTER GA | MYANMAR LETTER CA
နပ,8,U+1014 U+1015,MYANMAR LETTER NA | MYANMAR LETTER PA
ံဝ,8,U+1036 U+101D,MYANMAR SIGN ANUSVARA | MYANMAR LETTER WA
ဒဝ,8,U+1012 U+101D,MYANMAR LETTER DA | MYANMAR LETTER WA
၀မ,8,U+1040 U+1019,MYANMAR DIGIT ZERO | MYANMAR LETTER MA
ူသ,8,U+1030 U+101E,MYANMAR VOWEL SIGN UU | MYANMAR LETTER SA
သဇ,8,U+101E U+1007,MYANMAR LETTER SA | MYANMAR LETTER JA
းး,8,U+1038 U+1038,MYANMAR SIGN VISARGA | MYANMAR SIGN VISARGA
ၠရ,8,U+1060 U+101B,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER RA
ဳပ,8,U+1033 U+1015,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER PA
။ဗ,8,U+104B U+1017,MYANMAR SIGN SECTION | MYANMAR LETTER BA
။ခ,8,U+104B U+1001,MYANMAR SIGN SECTION | MYANMAR LETTER KHA
ျက,8,U+103B U+1000,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER KA
ဋက,8,U+100B U+1000,MYANMAR LETTER TTA | MYANMAR LETTER KA
ၚိ,8,U+105A U+102D,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN I
းဟ,8,U+1038 U+101F,MYANMAR SIGN VISARGA | MYANMAR LETTER HA
ဗပ,8,U+1017 U+1015,MYANMAR LETTER BA | MYANMAR LETTER PA
၊မ,8,U+104A U+1019,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER MA
ံၜ,8,U+1036 U+105C,MYANMAR SIGN ANUSVARA | MYANMAR LETTER MON BBA
နီ,8,U+1014 U+102E,MYANMAR LETTER NA | MYANMAR VOWEL SIGN II
ၠဘ,8,U+1060 U+1018,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER BHA
ၚာ,8,U+105A U+102C,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN AA
လှ,8,U+101C U+103E,MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MEDIAL HA
စည,8,U+1005 U+100A,MYANMAR LETTER CA | MYANMAR LETTER NNYA
အသ,8,U+1021 U+101E,MYANMAR LETTER A | MYANMAR LETTER SA
လဂ,7,U+101C U+1002,MYANMAR LETTER LA | MYANMAR LETTER GA
ဆဂ,7,U+1006 U+1002,MYANMAR LETTER CHA | MYANMAR LETTER GA
ရဒ,7,U+101B U+1012,MYANMAR LETTER RA | MYANMAR LETTER DA
လၞ,7,U+101C U+105E,MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MON MEDIAL NA
းထ,7,U+1038 U+1011,MYANMAR SIGN VISARGA | MYANMAR LETTER THA
ဝက,7,U+101D U+1000,MYANMAR LETTER WA | MYANMAR LETTER KA
ာဖ,7,U+102C U+1016,MYANMAR VOWEL SIGN AA | MYANMAR LETTER PHA
ဖျ,7,U+1016 U+103B,MYANMAR LETTER PHA | MYANMAR CONSONANT SIGN MEDIAL YA
ကဗ,7,U+1000 U+1017,MYANMAR LETTER KA | MYANMAR LETTER BA
ိဏ,7,U+102D U+100F,MYANMAR VOWEL SIGN I | MYANMAR LETTER NNA
ိဒ,7,U+102D U+1012,MYANMAR VOWEL SIGN I | MYANMAR LETTER DA
ါသ,7,U+102B U+101E,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER SA
ပဳ,7,U+1015 U+1033,MYANMAR LETTER PA | MYANMAR VOWEL SIGN MON II
ၠက,7,U+1060 U+1000,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER KA
ညတ,7,U+100A U+1010,MYANMAR LETTER NNYA | MYANMAR LETTER TA
ပျ,7,U+1015 U+103B,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL YA
ရစ,7,U+101B U+1005,MYANMAR LETTER RA | MYANMAR LETTER CA
ူဒ,7,U+1030 U+1012,MYANMAR VOWEL SIGN UU | MYANMAR LETTER DA
ဂၞ,7,U+1002 U+105E,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MON MEDIAL NA
စန,7,U+1005 U+1014,MYANMAR LETTER CA | MYANMAR LETTER NA
ယေ,7,U+101A U+1031,MYANMAR LETTER YA | MYANMAR VOWEL SIGN E
အဃ,7,U+1021 U+1003,MYANMAR LETTER A | MYANMAR LETTER GHA
ရဌ,7,U+101B U+100C,MYANMAR LETTER RA | MYANMAR LETTER TTHA
ံဍ,7,U+1036 U+100D,MYANMAR SIGN ANUSVARA | MYANMAR LETTER DDA
းဇ,7,U+1038 U+1007,MYANMAR SIGN VISARGA | MYANMAR LETTER JA
မဳ,7,U+1019 U+1033,MYANMAR LETTER MA | MYANMAR VOWEL SIGN MON II
မယ,7,U+1019 U+101A,MYANMAR LETTER MA | MYANMAR LETTER YA
ဳခ,7,U+1033 U+1001,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KHA
။န,7,U+104B U+1014,MYANMAR SIGN SECTION | MYANMAR LETTER NA
ဴမ,7,U+1034 U+1019,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER MA
ူဏ,7,U+1030 U+100F,MYANMAR VOWEL SIGN UU | MYANMAR LETTER NNA
မက,7,U+1019 U+1000,MYANMAR LETTER MA | MYANMAR LETTER KA
းဆ,7,U+1038 U+1006,MYANMAR SIGN VISARGA | MYANMAR LETTER CHA
ခန,7,U+1001 U+1014,MYANMAR LETTER KHA | MYANMAR LETTER NA
ဗည,7,U+1017 U+100A,MYANMAR LETTER BA | MYANMAR LETTER NNYA
၊ပ,7,U+104A U+1015,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER PA
ဂႅ,7,U+1002 U+1085,MYANMAR LETTER GA | MYANMAR VOWEL SIGN SHAN E ABOVE
၊အ,7,U+104A U+1021,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER A
ူခ,7,U+1030 U+1001,MYANMAR VOWEL SIGN UU | MYANMAR LETTER KHA
။ဇ,7,U+104B U+1007,MYANMAR SIGN SECTION | MYANMAR LETTER JA
ထမ,7,U+1011 U+1019,MYANMAR LETTER THA | MYANMAR LETTER MA
ညု,7,U+100A U+102F,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN U
တတ,7,U+1010 U+1010,MYANMAR LETTER TA | MYANMAR LETTER TA
ဝရ,7,U+101D U+101B,MYANMAR LETTER WA | MYANMAR LETTER RA
ၟဝ,7,U+105F U+101D,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER WA
ရဂ,7,U+101B U+1002,MYANMAR LETTER RA | MYANMAR LETTER GA
ဲဖ,7,U+1032 U+1016,MYANMAR VOWEL SIGN AI | MYANMAR LETTER PHA
နှ,7,U+1014 U+103E,MYANMAR LETTER NA | MYANMAR CONSONANT SIGN MEDIAL HA
ေခ,7,U+1031 U+1001,MYANMAR VOWEL SIGN E | MYANMAR LETTER KHA
၊လ,7,U+104A U+101C,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER LA
ရွ,7,U+101B U+103D,MYANMAR LETTER RA | MYANMAR CONSONANT SIGN MEDIAL WA
ွှ,7,U+103D U+103E,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR CONSONANT SIGN MEDIAL HA
ဂ်,6,U+1002 U+103A,MYANMAR LETTER GA | MYANMAR SIGN ASAT
ွတ,6,U+103D U+1010,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER TA
းဏ,6,U+1038 U+100F,MYANMAR SIGN VISARGA | MYANMAR LETTER NNA
္ရ,6,U+1039 U+101B,MYANMAR SIGN VIRAMA | MYANMAR LETTER RA
ဂဥ,6,U+1002 U+1025,MYANMAR LETTER GA | MYANMAR LETTER U
ဥု,6,U+1025 U+102F,MYANMAR LETTER U | MYANMAR VOWEL SIGN U
ဲ။,6,U+1032 U+104B,MYANMAR VOWEL SIGN AI | MYANMAR SIGN SECTION
္ဘ,6,U+1039 U+1018,MYANMAR SIGN VIRAMA | MYANMAR LETTER BHA
ဗာ,6,U+1017 U+102C,MYANMAR LETTER BA | MYANMAR VOWEL SIGN AA
ံ၁,6,U+1036 U+1041,MYANMAR SIGN ANUSVARA | MYANMAR DIGIT ONE
္ဏ,6,U+1039 U+100F,MYANMAR SIGN VIRAMA | MYANMAR LETTER NNA
ါအ,6,U+102B U+1021,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER A
အဂ,6,U+1021 U+1002,MYANMAR LETTER A | MYANMAR LETTER GA
။ဒ,6,U+104B U+1012,MYANMAR SIGN SECTION | MYANMAR LETTER DA
ၠမ,6,U+1060 U+1019,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER MA
ၞန,6,U+105E U+1014,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER NA
ဗစ,6,U+1017 U+1005,MYANMAR LETTER BA | MYANMAR LETTER CA
ံ၊,6,U+1036 U+104A,MYANMAR SIGN ANUSVARA | MYANMAR SIGN LITTLE SECTION
ျမ,6,U+103B U+1019,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER MA
ာခ,6,U+102C U+1001,MYANMAR VOWEL SIGN AA | MYANMAR LETTER KHA
ွဵ,6,U+103D U+1035,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN E ABOVE
ရဟ,6,U+101B U+101F,MYANMAR LETTER RA | MYANMAR LETTER HA
ူဗ,6,U+1030 U+1017,MYANMAR VOWEL SIGN UU | MYANMAR LETTER BA
စ်,6,U+1005 U+103A,MYANMAR LETTER CA | MYANMAR SIGN ASAT
ကဴ,6,U+1000 U+1034,MYANMAR LETTER KA | MYANMAR VOWEL SIGN MON O
သဘ,6,U+101E U+1018,MYANMAR LETTER SA | MYANMAR LETTER BHA
ံဘ,6,U+1036 U+1018,MYANMAR SIGN ANUSVARA | MYANMAR LETTER BHA
ီလ,6,U+102E U+101C,MYANMAR VOWEL SIGN II | MYANMAR LETTER LA
ရည,6,U+101B U+100A,MYANMAR LETTER RA | MYANMAR LETTER NNYA
ြပ,6,U+103C U+1015,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER PA
ဉ်,6,U+1009 U+103A,MYANMAR LETTER NYA | MYANMAR SIGN ASAT
ယှ,6,U+101A U+103E,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL HA
ဗေ,6,U+1017 U+1031,MYANMAR LETTER BA | MYANMAR VOWEL SIGN E
လပ,6,U+101C U+1015,MYANMAR LETTER LA | MYANMAR LETTER PA
ၚဳ,6,U+105A U+1033,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN MON II
ဒန,6,U+1012 U+1014,MYANMAR LETTER DA | MYANMAR LETTER NA
ူဍ,6,U+1030 U+100D,MYANMAR VOWEL SIGN UU | MYANMAR LETTER DDA
၊ဍ,6,U+104A U+100D,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER DDA
ဳတ,6,U+1033 U+1010,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER TA
ဴအ,6,U+1034 U+1021,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER A
ဒ်,6,U+1012 U+103A,MYANMAR LETTER DA | MYANMAR SIGN ASAT
တပ,6,U+1010 U+1015,MYANMAR LETTER TA | MYANMAR LETTER PA
ညှ,6,U+100A U+103E,MYANMAR LETTER NNYA | MYANMAR CONSONANT SIGN MEDIAL HA
၁၉,6,U+1041 U+1049,MYANMAR DIGIT ONE | MYANMAR DIGIT NINE
ေလ,6,U+1031 U+101C,MYANMAR VOWEL SIGN E | MYANMAR LETTER LA
ၟး,6,U+105F U+1038,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR SIGN VISARGA
း၊,6,U+1038 U+104A,MYANMAR SIGN VISARGA | MYANMAR SIGN LITTLE SECTION
ဆု,6,U+1006 U+102F,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN U
ိဇ,6,U+102D U+1007,MYANMAR VOWEL SIGN I | MYANMAR LETTER JA
၊ဒ,6,U+104A U+1012,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER DA
ကၟ,6,U+1000 U+105F,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL MA
။ယ,6,U+104B U+101A,MYANMAR SIGN SECTION | MYANMAR LETTER YA
ဒြ,6,U+1012 U+103C,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL RA
ဟန,6,U+101F U+1014,MYANMAR LETTER HA | MYANMAR LETTER NA
တဏ,6,U+1010 U+100F,MYANMAR LETTER TA | MYANMAR LETTER NNA
ြဝ,5,U+103C U+101D,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER WA
္လ,5,U+1039 U+101C,MYANMAR SIGN VIRAMA | MYANMAR LETTER LA
ၠဳ,5,U+1060 U+1033,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN MON II
ၠတ,5,U+1060 U+1010,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER TA
ဓဂ,5,U+1013 U+1002,MYANMAR LETTER DHA | MYANMAR LETTER GA
ါဝ,5,U+102B U+101D,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER WA
၂၅,5,U+1042 U+1045,MYANMAR DIGIT TWO | MYANMAR DIGIT FIVE
၅သ,5,U+1045 U+101E,MYANMAR DIGIT FIVE | MYANMAR LETTER SA
်ဩ,5,U+103A U+1029,MYANMAR SIGN ASAT | MYANMAR LETTER O
ဩန,5,U+1029 U+1014,MYANMAR LETTER O | MYANMAR LETTER NA
ရထ,5,U+101B U+1011,MYANMAR LETTER RA | MYANMAR LETTER THA
ကက,5,U+1000 U+1000,MYANMAR LETTER KA | MYANMAR LETTER KA
ဴစ,5,U+1034 U+1005,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER CA
ကႅ,5,U+1000 U+1085,MYANMAR LETTER KA | MYANMAR VOWEL SIGN SHAN E ABOVE
ႅာ,5,U+1085 U+102C,MYANMAR VOWEL SIGN SHAN E ABOVE | MYANMAR VOWEL SIGN AA
၀န,5,U+1040 U+1014,MYANMAR DIGIT ZERO | MYANMAR LETTER NA
ိဿ,5,U+102D U+103F,MYANMAR VOWEL SIGN I | MYANMAR LETTER GREAT SA
ရယ,5,U+101B U+101A,MYANMAR LETTER RA | MYANMAR LETTER YA
ီဂ,5,U+102E U+1002,MYANMAR VOWEL SIGN II | MYANMAR LETTER GA
သလ,5,U+101E U+101C,MYANMAR LETTER SA | MYANMAR LETTER LA
ူည,5,U+1030 U+100A,MYANMAR VOWEL SIGN UU | MYANMAR LETTER NNYA
မခ,5,U+1019 U+1001,MYANMAR LETTER MA | MYANMAR LETTER KHA
