bigram,count,codepoints,unicode_names
ၝေ,2584,U+105D U+1031,MYANMAR LETTER MON BBE | MYANMAR VOWEL SIGN E
မဝ,2581,U+1019 U+101D,MYANMAR LETTER MA | MYANMAR LETTER WA
မထ,2574,U+1019 U+1011,MYANMAR LETTER MA | MYANMAR LETTER THA
ၚး,2565,U+105A U+1038,MYANMAR LETTER MON NGA | MYANMAR SIGN VISARGA
ကဲ,2555,U+1000 U+1032,MYANMAR LETTER KA | MYANMAR VOWEL SIGN AI
းယ,2551,U+1038 U+101A,MYANMAR SIGN VISARGA | MYANMAR LETTER YA
။ည,2547,U+104B U+100A,MYANMAR SIGN SECTION | MYANMAR LETTER NNYA
ဲဖ,2539,U+1032 U+1016,MYANMAR VOWEL SIGN AI | MYANMAR LETTER PHA
ဳစ,2539,U+1033 U+1005,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER CA
ူဍ,2538,U+1030 U+100D,MYANMAR VOWEL SIGN UU | MYANMAR LETTER DDA
ရအ,2535,U+101B U+1021,MYANMAR LETTER RA | MYANMAR LETTER A
ဆိ,2519,U+1006 U+102D,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN I
ဇွ,2518,U+1007 U+103D,MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL WA
ါစ,2518,U+102B U+1005,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER CA
ရဟ,2493,U+101B U+101F,MYANMAR LETTER RA | MYANMAR LETTER HA
ါဟ,2485,U+102B U+101F,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER HA
ယတ,2484,U+101A U+1010,MYANMAR LETTER YA | MYANMAR LETTER TA
၊ဝ,2482,U+104A U+101D,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER WA
ိဏ,2479,U+102D U+100F,MYANMAR VOWEL SIGN I | MYANMAR LETTER NNA
ူဗ,2470,U+1030 U+1017,MYANMAR VOWEL SIGN UU | MYANMAR LETTER BA
ံဖ,2470,U+1036 U+1016,MYANMAR SIGN ANUSVARA | MYANMAR LETTER PHA
းဝ,2462,U+1038 U+101D,MYANMAR SIGN VISARGA | MYANMAR LETTER WA
းဆ,2455,U+1038 U+1006,MYANMAR SIGN VISARGA | MYANMAR LETTER CHA
ဗဳ,2449,U+1017 U+1033,MYANMAR LETTER BA | MYANMAR VOWEL SIGN MON II
လဳ,2447,U+101C U+1033,MYANMAR LETTER LA | MYANMAR VOWEL SIGN MON II
ဥု,2446,U+1025 U+102F,MYANMAR LETTER U | MYANMAR VOWEL SIGN U
ခၟ,2438,U+1001 U+105F,MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MON MEDIAL MA
၊ဘ,2422,U+104A U+1018,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER BHA
ရဂ,2408,U+101B U+1002,MYANMAR LETTER RA | MYANMAR LETTER GA
ဗမ,2399,U+1017 U+1019,MYANMAR LETTER BA | MYANMAR LETTER MA
ိဇ,2395,U+102D U+1007,MYANMAR VOWEL SIGN I | MYANMAR LETTER JA
၁၁,2393,U+1041 U+1041,MYANMAR DIGIT ONE | MYANMAR DIGIT ONE
့်,2390,U+1037 U+103A,MYANMAR SIGN DOT BELOW | MYANMAR SIGN ASAT
။၂,2365,U+104B U+1042,MYANMAR SIGN SECTION | MYANMAR DIGIT TWO
်၃,2340,U+103A U+1043,MYANMAR SIGN ASAT | MYANMAR DIGIT THREE
ဂဇ,2340,U+1002 U+1007,MYANMAR LETTER GA | MYANMAR LETTER JA
နယ,2314,U+1014 U+101A,MYANMAR LETTER NA | MYANMAR LETTER YA
ဂဥ,2312,U+1002 U+1025,MYANMAR LETTER GA | MYANMAR LETTER U
၂၁,2308,U+1042 U+1041,MYANMAR DIGIT TWO | MYANMAR DIGIT ONE
ဴလ,2306,U+1034 U+101C,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER LA
စတ,2305,U+1005 U+1010,MYANMAR LETTER CA | MYANMAR LETTER TA
ီလ,2300,U+102E U+101C,MYANMAR VOWEL SIGN II | MYANMAR LETTER LA
ဳ၊,2290,U+1033 U+104A,MYANMAR VOWEL SIGN MON II | MYANMAR SIGN LITTLE SECTION
ဟု,2289,U+101F U+102F,MYANMAR LETTER HA | MYANMAR VOWEL SIGN U
ဂံ,2279,U+1002 U+1036,MYANMAR LETTER GA | MYANMAR SIGN ANUSVARA
ံ။,2267,U+1036 U+104B,MYANMAR SIGN ANUSVARA | MYANMAR SIGN SECTION
တတ,2261,U+1010 U+1010,MYANMAR LETTER TA | MYANMAR LETTER TA
ၠဂ,2251,U+1060 U+1002,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER GA
အဴ,2250,U+1021 U+1034,MYANMAR LETTER A | MYANMAR VOWEL SIGN MON O
္ဆ,2249,U+1039 U+1006,MYANMAR SIGN VIRAMA | MYANMAR LETTER CHA
ေလ,2244,U+1031 U+101C,MYANMAR VOWEL SIGN E | MYANMAR LETTER LA
ခု,2243,U+1001 U+102F,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN U
ဂန,2238,U+1002 U+1014,MYANMAR LETTER GA | MYANMAR LETTER NA
စသ,2232,U+1005 U+101E,MYANMAR LETTER CA | MYANMAR LETTER SA
ဃေ,2230,U+1003 U+1031,MYANMAR LETTER GHA | MYANMAR VOWEL SIGN E
ါဇ,2220,U+102B U+1007,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER JA
ဓီ,2216,U+1013 U+102E,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN II
ဥက,2215,U+1025 U+1000,MYANMAR LETTER U | MYANMAR LETTER KA
နသ,2210,U+1014 U+101E,MYANMAR LETTER NA | MYANMAR LETTER SA
ြး,2204,U+103C U+1038,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR SIGN VISARGA
ေဲ,2204,U+1031 U+1032,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AI
ဳခ,2200,U+1033 U+1001,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KHA
ိည,2193,U+102D U+100A,MYANMAR VOWEL SIGN I | MYANMAR LETTER NNYA
သဵ,2185,U+101E U+1035,MYANMAR LETTER SA | MYANMAR VOWEL SIGN E ABOVE
ယြ,2150,U+101A U+103C,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL RA
ဴစ,2147,U+1034 U+1005,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER CA
ဝဲ,2140,U+101D U+1032,MYANMAR LETTER WA | MYANMAR VOWEL SIGN AI
ုး,2138,U+102F U+1038,MYANMAR VOWEL SIGN U | MYANMAR SIGN VISARGA
း။,2126,U+1038 U+104B,MYANMAR SIGN VISARGA | MYANMAR SIGN SECTION
၃၈,2112,U+1043 U+1048,MYANMAR DIGIT THREE | MYANMAR DIGIT EIGHT
ဲဆ,2111,U+1032 U+1006,MYANMAR VOWEL SIGN AI | MYANMAR LETTER CHA
၊ဇ,2107,U+104A U+1007,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER JA
ဴ၊,2103,U+1034 U+104A,MYANMAR VOWEL SIGN MON O | MYANMAR SIGN LITTLE SECTION
ကၚ,2099,U+1000 U+105A,MYANMAR LETTER KA | MYANMAR LETTER MON NGA
်ဩ,2096,U+103A U+1029,MYANMAR SIGN ASAT | MYANMAR LETTER O
ါအ,2088,U+102B U+1021,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER A
တး,2086,U+1010 U+1038,MYANMAR LETTER TA | MYANMAR SIGN VISARGA
၁၄,2085,U+1041 U+1044,MYANMAR DIGIT ONE | MYANMAR DIGIT FOUR
ၜတ,2078,U+105C U+1010,MYANMAR LETTER MON BBA | MYANMAR LETTER TA
ဨက,2076,U+1028 U+1000,MYANMAR LETTER MON E | MYANMAR LETTER KA
။ရ,2075,U+104B U+101B,MYANMAR SIGN SECTION | MYANMAR LETTER RA
သဇ,2074,U+101E U+1007,MYANMAR LETTER SA | MYANMAR LETTER JA
ဇအ,2071,U+1007 U+1021,MYANMAR LETTER JA | MYANMAR LETTER A
ဖြ,2070,U+1016 U+103C,MYANMAR LETTER PHA | MYANMAR CONSONANT SIGN MEDIAL RA
နဝ,2070,U+1014 U+101D,MYANMAR LETTER NA | MYANMAR LETTER WA
ဖန,2063,U+1016 U+1014,MYANMAR LETTER PHA | MYANMAR LETTER NA
ၟး,2061,U+105F U+1038,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR SIGN VISARGA
၁၈,2059,U+1041 U+1048,MYANMAR DIGIT ONE | MYANMAR DIGIT EIGHT
ီဂ,2051,U+102E U+1002,MYANMAR VOWEL SIGN II | MYANMAR LETTER GA
ဍး,2036,U+100D U+1038,MYANMAR LETTER DDA | MYANMAR SIGN VISARGA
ၞပ,2032,U+105E U+1015,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER PA
းထ,2030,U+1038 U+1011,MYANMAR SIGN VISARGA | MYANMAR LETTER THA
မဍ,2026,U+1019 U+100D,MYANMAR LETTER MA | MYANMAR LETTER DDA
ဘဴ,2023,U+1018 U+1034,MYANMAR LETTER BHA | MYANMAR VOWEL SIGN MON O
ဓာ,2017,U+1013 U+102C,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN AA
ဆဂ,2008,U+1006 U+1002,MYANMAR LETTER CHA | MYANMAR LETTER GA
ဘဲ,2006,U+1018 U+1032,MYANMAR LETTER BHA | MYANMAR VOWEL SIGN AI
ဒဴ,2005,U+1012 U+1034,MYANMAR LETTER DA | MYANMAR VOWEL SIGN MON O
လဟ,1998,U+101C U+101F,MYANMAR LETTER LA | MYANMAR LETTER HA
ပထ,1996,U+1015 U+1011,MYANMAR LETTER PA | MYANMAR LETTER THA
လစ,1983,U+101C U+1005,MYANMAR LETTER LA | MYANMAR LETTER CA
သည,1983,U+101E U+100A,MYANMAR LETTER SA | MYANMAR LETTER NNYA
နမ,1952,U+1014 U+1019,MYANMAR LETTER NA | MYANMAR LETTER MA
ခဏ,1950,U+1001 U+100F,MYANMAR LETTER KHA | MYANMAR LETTER NNA
းဘ,1935,U+1038 U+1018,MYANMAR SIGN VISARGA | MYANMAR LETTER BHA
ပအ,1924,U+1015 U+1021,MYANMAR LETTER PA | MYANMAR LETTER A
ဆန,1924,U+1006 U+1014,MYANMAR LETTER CHA | MYANMAR LETTER NA
ူန,1922,U+1030 U+1014,MYANMAR VOWEL SIGN UU | MYANMAR LETTER NA
ံၜ,1918,U+1036 U+105C,MYANMAR SIGN ANUSVARA | MYANMAR LETTER MON BBA
ှု,1918,U+103E U+102F,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN U
ဋိ,1916,U+100B U+102D,MYANMAR LETTER TTA | MYANMAR VOWEL SIGN I
နရ,1915,U+1014 U+101B,MYANMAR LETTER NA | MYANMAR LETTER RA
ုၜ,1908,U+102F U+105C,MYANMAR VOWEL SIGN U | MYANMAR LETTER MON BBA
ဂီ,1900,U+1002 U+102E,MYANMAR LETTER GA | MYANMAR VOWEL SIGN II
ျီ,1897,U+103B U+102E,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN II
။ဝ,1896,U+104B U+101D,MYANMAR SIGN SECTION | MYANMAR LETTER WA
ြမ,1883,U+103C U+1019,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER MA
ဒယ,1874,U+1012 U+101A,MYANMAR LETTER DA | MYANMAR LETTER YA
ၞန,1868,U+105E U+1014,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER NA
ၠၚ,1866,U+1060 U+105A,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER MON NGA
ၟဳ,1861,U+105F U+1033,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN MON II
်၅,1859,U+103A U+1045,MYANMAR SIGN ASAT | MYANMAR DIGIT FIVE
၁၅,1842,U+1041 U+1045,MYANMAR DIGIT ONE | MYANMAR DIGIT FIVE
လဴ,1840,U+101C U+1034,MYANMAR LETTER LA | MYANMAR VOWEL SIGN MON O
ဗည,1840,U+1017 U+100A,MYANMAR LETTER BA | MYANMAR LETTER NNYA
ါခ,1836,U+102B U+1001,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER KHA
်ၝ,1835,U+103A U+105D,MYANMAR SIGN ASAT | MYANMAR LETTER MON BBE
ဒလ,1819,U+1012 U+101C,MYANMAR LETTER DA | MYANMAR LETTER LA
္သ,1817,U+1039 U+101E,MYANMAR SIGN VIRAMA | MYANMAR LETTER SA
တလ,1816,U+1010 U+101C,MYANMAR LETTER TA | MYANMAR LETTER LA
ဏဳ,1815,U+100F U+1033,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN MON II
လသ,1814,U+101C U+101E,MYANMAR LETTER LA | MYANMAR LETTER SA
ီအ,1806,U+102E U+1021,MYANMAR VOWEL SIGN II | MYANMAR LETTER A
်၄,1805,U+103A U+1044,MYANMAR SIGN ASAT | MYANMAR DIGIT FOUR
၊ထ,1805,U+104A U+1011,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER THA
ယဍ,1788,U+101A U+100D,MYANMAR LETTER YA | MYANMAR LETTER DDA
်ဣ,1788,U+103A U+1023,MYANMAR SIGN ASAT | MYANMAR LETTER I
မဖ,1787,U+1019 U+1016,MYANMAR LETTER MA | MYANMAR LETTER PHA
ဂဝ,1781,U+1002 U+101D,MYANMAR LETTER GA | MYANMAR LETTER WA
ပဋ,1773,U+1015 U+100B,MYANMAR LETTER PA | MYANMAR LETTER TTA
စယ,1771,U+1005 U+101A,MYANMAR LETTER CA | MYANMAR LETTER YA
ဗဟ,1770,U+1017 U+101F,MYANMAR LETTER BA | MYANMAR LETTER HA
ံဘ,1766,U+1036 U+1018,MYANMAR SIGN ANUSVARA | MYANMAR LETTER BHA
ကဆ,1764,U+1000 U+1006,MYANMAR LETTER KA | MYANMAR LETTER CHA
ဓဇ,1764,U+1013 U+1007,MYANMAR LETTER DHA | MYANMAR LETTER JA
ယၚ,1759,U+101A U+105A,MYANMAR LETTER YA | MYANMAR LETTER MON NGA
ကဂ,1747,U+1000 U+1002,MYANMAR LETTER KA | MYANMAR LETTER GA
မယ,1744,U+1019 U+101A,MYANMAR LETTER MA | MYANMAR LETTER YA
ဂူ,1742,U+1002 U+1030,MYANMAR LETTER GA | MYANMAR VOWEL SIGN UU
မဲ,1739,U+1019 U+1032,MYANMAR LETTER MA | MYANMAR VOWEL SIGN AI
ဗၚ,1734,U+1017 U+105A,MYANMAR LETTER BA | MYANMAR LETTER MON NGA
ဇဴ,1733,U+1007 U+1034,MYANMAR LETTER JA | MYANMAR VOWEL SIGN MON O
။ဍ,1726,U+104B U+100D,MYANMAR SIGN SECTION | MYANMAR LETTER DDA
ဗစ,1726,U+1017 U+1005,MYANMAR LETTER BA | MYANMAR LETTER CA
သဒ,1724,U+101E U+1012,MYANMAR LETTER SA | MYANMAR LETTER DA
ီမ,1720,U+102E U+1019,MYANMAR VOWEL SIGN II | MYANMAR LETTER MA
ဖ္,1719,U+1016 U+1039,MYANMAR LETTER PHA | MYANMAR SIGN VIRAMA
ူဟ,1717,U+1030 U+101F,MYANMAR VOWEL SIGN UU | MYANMAR LETTER HA
ူစ,1715,U+1030 U+1005,MYANMAR VOWEL SIGN UU | MYANMAR LETTER CA
၁။,1709,U+1041 U+104B,MYANMAR DIGIT ONE | MYANMAR SIGN SECTION
သစ,1709,U+101E U+1005,MYANMAR LETTER SA | MYANMAR LETTER CA
နတ,1698,U+1014 U+1010,MYANMAR LETTER NA | MYANMAR LETTER TA
ရဒ,1694,U+101B U+1012,MYANMAR LETTER RA | MYANMAR LETTER DA
ၚ့,1694,U+105A U+1037,MYANMAR LETTER MON NGA | MYANMAR SIGN DOT BELOW
အး,1690,U+1021 U+1038,MYANMAR LETTER A | MYANMAR SIGN VISARGA
၂၂,1683,U+1042 U+1042,MYANMAR DIGIT TWO | MYANMAR DIGIT TWO
ီဟ,1683,U+102E U+101F,MYANMAR VOWEL SIGN II | MYANMAR LETTER HA
ခဍ,1674,U+1001 U+100D,MYANMAR LETTER KHA | MYANMAR LETTER DDA
သလ,1662,U+101E U+101C,MYANMAR LETTER SA | MYANMAR LETTER LA
အဆ,1656,U+1021 U+1006,MYANMAR LETTER A | MYANMAR LETTER CHA
ဟဵ,1656,U+101F U+1035,MYANMAR LETTER HA | MYANMAR VOWEL SIGN E ABOVE
၊ဆ,1655,U+104A U+1006,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER CHA
ဴည,1652,U+1034 U+100A,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER NNYA
္ဏ,1650,U+1039 U+100F,MYANMAR SIGN VIRAMA | MYANMAR LETTER NNA
ဴဇ,1646,U+1034 U+1007,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER JA
ါ၊,1634,U+102B U+104A,MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN LITTLE SECTION
ဝု,1632,U+101D U+102F,MYANMAR LETTER WA | MYANMAR VOWEL SIGN U
ၞဴ,1628,U+105E U+1034,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN MON O
၂။,1626,U+1042 U+104B,MYANMAR DIGIT TWO | MYANMAR SIGN SECTION
၂၅,1620,U+1042 U+1045,MYANMAR DIGIT TWO | MYANMAR DIGIT FIVE
ဗပ,1619,U+1017 U+1015,MYANMAR LETTER BA | MYANMAR LETTER PA
ၚီ,1608,U+105A U+102E,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN II
စး,1604,U+1005 U+1038,MYANMAR LETTER CA | MYANMAR SIGN VISARGA
ဒူ,1594,U+1012 U+1030,MYANMAR LETTER DA | MYANMAR VOWEL SIGN UU
ကထ,1594,U+1000 U+1011,MYANMAR LETTER KA | MYANMAR LETTER THA
အယ,1594,U+1021 U+101A,MYANMAR LETTER A | MYANMAR LETTER YA
ဲၜ,1585,U+1032 U+105C,MYANMAR VOWEL SIGN AI | MYANMAR LETTER MON BBA
ါံ,1583,U+102B U+1036,MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN ANUSVARA
ဳဟ,1582,U+1033 U+101F,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER HA
ယမ,1576,U+101A U+1019,MYANMAR LETTER YA | MYANMAR LETTER MA
ဒၠ,1576,U+1012 U+1060,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ိခ,1574,U+102D U+1001,MYANMAR VOWEL SIGN I | MYANMAR LETTER KHA
ဒံ,1570,U+1012 U+1036,MYANMAR LETTER DA | MYANMAR SIGN ANUSVARA
ပဲ,1570,U+1015 U+1032,MYANMAR LETTER PA | MYANMAR VOWEL SIGN AI
ျၚ,1552,U+103B U+105A,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER MON NGA
ၜေ,1552,U+105C U+1031,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN E
။၃,1549,U+104B U+1043,MYANMAR SIGN SECTION | MYANMAR DIGIT THREE
ဒၚ,1545,U+1012 U+105A,MYANMAR LETTER DA | MYANMAR LETTER MON NGA
မဏ,1543,U+1019 U+100F,MYANMAR LETTER MA | MYANMAR LETTER NNA
ဴခ,1538,U+1034 U+1001,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER KHA
ၠဳ,1534,U+1060 U+1033,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN MON II
ကဳ,1525,U+1000 U+1033,MYANMAR LETTER KA | MYANMAR VOWEL SIGN MON II
ဍပ,1522,U+100D U+1015,MYANMAR LETTER DDA | MYANMAR LETTER PA
သဂ,1520,U+101E U+1002,MYANMAR LETTER SA | MYANMAR LETTER GA
ကက,1520,U+1000 U+1000,MYANMAR LETTER KA | MYANMAR LETTER KA
။ဆ,1520,U+104B U+1006,MYANMAR SIGN SECTION | MYANMAR LETTER CHA
ံဃ,1519,U+1036 U+1003,MYANMAR SIGN ANUSVARA | MYANMAR LETTER GHA
သူ,1517,U+101E U+1030,MYANMAR LETTER SA | MYANMAR VOWEL SIGN UU
ွၚ,1515,U+103D U+105A,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER MON NGA
ဏေ,1513,U+100F U+1031,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN E
ဝဵ,1499,U+101D U+1035,MYANMAR LETTER WA | MYANMAR VOWEL SIGN E ABOVE
ာဖ,1497,U+102C U+1016,MYANMAR VOWEL SIGN AA | MYANMAR LETTER PHA
ဒသ,1496,U+1012 U+101E,MYANMAR LETTER DA | MYANMAR LETTER SA
ဓု,1494,U+1013 U+102F,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN U
ၜၚ,1492,U+105C U+105A,MYANMAR LETTER MON BBA | MYANMAR LETTER MON NGA
ေယ,1491,U+1031 U+101A,MYANMAR VOWEL SIGN E | MYANMAR LETTER YA
ရစ,1490,U+101B U+1005,MYANMAR LETTER RA | MYANMAR LETTER CA
်ဨ,1489,U+103A U+1028,MYANMAR SIGN ASAT | MYANMAR LETTER MON E
ကဏ,1481,U+1000 U+100F,MYANMAR LETTER KA | MYANMAR LETTER NNA
ှၚ,1481,U+103E U+105A,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER MON NGA
ယး,1477,U+101A U+1038,MYANMAR LETTER YA | MYANMAR SIGN VISARGA
ၠက,1477,U+1060 U+1000,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER KA
ထမ,1474,U+1011 U+1019,MYANMAR LETTER THA | MYANMAR LETTER MA
ေဂ,1473,U+1031 U+1002,MYANMAR VOWEL SIGN E | MYANMAR LETTER GA
စၠ,1473,U+1005 U+1060,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ခဝ,1467,U+1001 U+101D,MYANMAR LETTER KHA | MYANMAR LETTER WA
ု့,1463,U+102F U+1037,MYANMAR VOWEL SIGN U | MYANMAR SIGN DOT BELOW
ျဝ,1457,U+103B U+101D,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER WA
ပာ,1457,U+1015 U+102C,MYANMAR LETTER PA | MYANMAR VOWEL SIGN AA
ကယ,1457,U+1000 U+101A,MYANMAR LETTER KA | MYANMAR LETTER YA
ဉ္,1455,U+1009 U+1039,MYANMAR LETTER NYA | MYANMAR SIGN VIRAMA
ဝဏ,1443,U+101D U+100F,MYANMAR LETTER WA | MYANMAR LETTER NNA
ဖါ,1439,U+1016 U+102B,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN TALL AA
လဗ,1436,U+101C U+1017,MYANMAR LETTER LA | MYANMAR LETTER BA
ဒရ,1426,U+1012 U+101B,MYANMAR LETTER DA | MYANMAR LETTER RA
ဌဳ,1426,U+100C U+1033,MYANMAR LETTER TTHA | MYANMAR VOWEL SIGN MON II
ိဋ,1424,U+102D U+100B,MYANMAR VOWEL SIGN I | MYANMAR LETTER TTA
ထက,1409,U+1011 U+1000,MYANMAR LETTER THA | MYANMAR LETTER KA
၃။,1404,U+1043 U+104B,MYANMAR DIGIT THREE | MYANMAR SIGN SECTION
၁၇,1400,U+1041 U+1047,MYANMAR DIGIT ONE | MYANMAR DIGIT SEVEN
ဳန,1388,U+1033 U+1014,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER NA
ဝဂ,1387,U+101D U+1002,MYANMAR LETTER WA | MYANMAR LETTER GA
၁၆,1383,U+1041 U+1046,MYANMAR DIGIT ONE | MYANMAR DIGIT SIX
သဗ,1383,U+101E U+1017,MYANMAR LETTER SA | MYANMAR LETTER BA
ၠဲ,1382,U+1060 U+1032,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN AI
ဓဘ,1381,U+1013 U+1018,MYANMAR LETTER DHA | MYANMAR LETTER BHA
ဘေ,1380,U+1018 U+1031,MYANMAR LETTER BHA | MYANMAR VOWEL SIGN E
ဂအ,1378,U+1002 U+1021,MYANMAR LETTER GA | MYANMAR LETTER A
ါဗ,1354,U+102B U+1017,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER BA
၃၀,1354,U+1043 U+1040,MYANMAR DIGIT THREE | MYANMAR DIGIT ZERO
၅၀,1351,U+1045 U+1040,MYANMAR DIGIT FIVE | MYANMAR DIGIT ZERO
ုဥ,1351,U+102F U+1025,MYANMAR VOWEL SIGN U | MYANMAR LETTER U
ၠဴ,1349,U+1060 U+1034,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN MON O
ၟန,1339,U+105F U+1014,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER NA
ဆီ,1337,U+1006 U+102E,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN II
ူဘ,1325,U+1030 U+1018,MYANMAR VOWEL SIGN UU | MYANMAR LETTER BHA
ကး,1324,U+1000 U+1038,MYANMAR LETTER KA | MYANMAR SIGN VISARGA
ခ်,1323,U+1001 U+103A,MYANMAR LETTER KHA | MYANMAR SIGN ASAT
ရယ,1323,U+101B U+101A,MYANMAR LETTER RA | MYANMAR LETTER YA
ဥဒ,1321,U+1025 U+1012,MYANMAR LETTER U | MYANMAR LETTER DA
ူဝ,1318,U+1030 U+101D,MYANMAR VOWEL SIGN UU | MYANMAR LETTER WA
ုဋ,1315,U+102F U+100B,MYANMAR VOWEL SIGN U | MYANMAR LETTER TTA
အဒ,1314,U+1021 U+1012,MYANMAR LETTER A | MYANMAR LETTER DA
ီပ,1310,U+102E U+1015,MYANMAR VOWEL SIGN II | MYANMAR LETTER PA
ၚ္,1305,U+105A U+1039,MYANMAR LETTER MON NGA | MYANMAR SIGN VIRAMA
ဴဟ,1305,U+1034 U+101F,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER HA
ဂဳ,1298,U+1002 U+1033,MYANMAR LETTER GA | MYANMAR VOWEL SIGN MON II
ဝး,1297,U+101D U+1038,MYANMAR LETTER WA | MYANMAR SIGN VISARGA
ၛာ,1295,U+105B U+102C,MYANMAR LETTER MON JHA | MYANMAR VOWEL SIGN AA
။၄,1292,U+104B U+1044,MYANMAR SIGN SECTION | MYANMAR DIGIT FOUR
ၚံ,1284,U+105A U+1036,MYANMAR LETTER MON NGA | MYANMAR SIGN ANUSVARA
ဴထ,1280,U+1034 U+1011,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER THA
နဂ,1276,U+1014 U+1002,MYANMAR LETTER NA | MYANMAR LETTER GA
ဖဝ,1274,U+1016 U+101D,MYANMAR LETTER PHA | MYANMAR LETTER WA
ယူ,1274,U+101A U+1030,MYANMAR LETTER YA | MYANMAR VOWEL SIGN UU
၄။,1272,U+1044 U+104B,MYANMAR DIGIT FOUR | MYANMAR SIGN SECTION
ံဏ,1271,U+1036 U+100F,MYANMAR SIGN ANUSVARA | MYANMAR LETTER NNA
္န,1268,U+1039 U+1014,MYANMAR SIGN VIRAMA | MYANMAR LETTER NA
ခ္,1267,U+1001 U+1039,MYANMAR LETTER KHA | MYANMAR SIGN VIRAMA
ဣဝ,1267,U+1023 U+101D,MYANMAR LETTER I | MYANMAR LETTER WA
။ဘ,1265,U+104B U+1018,MYANMAR SIGN SECTION | MYANMAR LETTER BHA
ဂဗ,1265,U+1002 U+1017,MYANMAR LETTER GA | MYANMAR LETTER BA
ြရ,1262,U+103C U+101B,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER RA
ခပ,1260,U+1001 U+1015,MYANMAR LETTER KHA | MYANMAR LETTER PA
တဂ,1253,U+1010 U+1002,MYANMAR LETTER TA | MYANMAR LETTER GA
ဦး,1250,U+1026 U+1038,MYANMAR LETTER UU | MYANMAR SIGN VISARGA
