bigram,count,codepoints,unicode_names
ံါ,1537,U+1036 U+102B,MYANMAR SIGN ANUSVARA | MYANMAR VOWEL SIGN TALL AA
ြသ,1532,U+103C U+101E,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER SA
ယင,1530,U+101A U+1004,MYANMAR LETTER YA | MYANMAR LETTER NGA
ာဆ,1527,U+102C U+1006,MYANMAR VOWEL SIGN AA | MYANMAR LETTER CHA
ုဌ,1526,U+102F U+100C,MYANMAR VOWEL SIGN U | MYANMAR LETTER TTHA
ၟဲ,1521,U+105F U+1032,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN AI
အဒ,1520,U+1021 U+1012,MYANMAR LETTER A | MYANMAR LETTER DA
ွင,1514,U+103D U+1004,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER NGA
စလ,1512,U+1005 U+101C,MYANMAR LETTER CA | MYANMAR LETTER LA
ဗၚ,1503,U+1017 U+105A,MYANMAR LETTER BA | MYANMAR LETTER MON NGA
ဍဳ,1502,U+100D U+1033,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN MON II
ီ၊,1498,U+102E U+104A,MYANMAR VOWEL SIGN II | MYANMAR SIGN LITTLE SECTION
ဲ၁,1490,U+1032 U+1041,MYANMAR VOWEL SIGN AI | MYANMAR DIGIT ONE
သဗ,1490,U+101E U+1017,MYANMAR LETTER SA | MYANMAR LETTER BA
ဦး,1488,U+1026 U+1038,MYANMAR LETTER UU | MYANMAR SIGN VISARGA
၊ၜ,1485,U+104A U+105C,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER MON BBA
ံဃ,1484,U+1036 U+1003,MYANMAR SIGN ANUSVARA | MYANMAR LETTER GHA
ရယ,1482,U+101B U+101A,MYANMAR LETTER RA | MYANMAR LETTER YA
ၠဴ,1479,U+1060 U+1034,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN MON O
ဘေ,1477,U+1018 U+1031,MYANMAR LETTER BHA | MYANMAR VOWEL SIGN E
။ဘ,1476,U+104B U+1018,MYANMAR SIGN SECTION | MYANMAR LETTER BHA
ဉ္,1475,U+1009 U+1039,MYANMAR LETTER NYA | MYANMAR SIGN VIRAMA
ဳ၁,1474,U+1033 U+1041,MYANMAR VOWEL SIGN MON II | MYANMAR DIGIT ONE
ဇီ,1471,U+1007 U+102E,MYANMAR LETTER JA | MYANMAR VOWEL SIGN II
ၠၚ,1462,U+1060 U+105A,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER MON NGA
ပဟ,1461,U+1015 U+101F,MYANMAR LETTER PA | MYANMAR LETTER HA
ဲဌ,1455,U+1032 U+100C,MYANMAR VOWEL SIGN AI | MYANMAR LETTER TTHA
ုဿ,1455,U+102F U+103F,MYANMAR VOWEL SIGN U | MYANMAR LETTER GREAT SA
ြည,1453,U+103C U+100A,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER NNYA
ၞဲ,1437,U+105E U+1032,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AI
ခတ,1433,U+1001 U+1010,MYANMAR LETTER KHA | MYANMAR LETTER TA
ိဋ,1426,U+102D U+100B,MYANMAR VOWEL SIGN I | MYANMAR LETTER TTA
အဗ,1420,U+1021 U+1017,MYANMAR LETTER A | MYANMAR LETTER BA
ရခ,1419,U+101B U+1001,MYANMAR LETTER RA | MYANMAR LETTER KHA
၊ဖ,1417,U+104A U+1016,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER PHA
၃။,1416,U+1043 U+104B,MYANMAR DIGIT THREE | MYANMAR SIGN SECTION
ၠီ,1415,U+1060 U+102E,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN II
ၜူ,1415,U+105C U+1030,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN UU
နဂ,1412,U+1014 U+1002,MYANMAR LETTER NA | MYANMAR LETTER GA
ခၠ,1406,U+1001 U+1060,MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ှင,1406,U+103E U+1004,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER NGA
ခွ,1403,U+1001 U+103D,MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MEDIAL WA
ၠ၊,1401,U+1060 U+104A,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR SIGN LITTLE SECTION
ဳည,1399,U+1033 U+100A,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER NNYA
၀က,1396,U+1040 U+1000,MYANMAR DIGIT ZERO | MYANMAR LETTER KA
ဇံ,1396,U+1007 U+1036,MYANMAR LETTER JA | MYANMAR SIGN ANUSVARA
ံဥ,1393,U+1036 U+1025,MYANMAR SIGN ANUSVARA | MYANMAR LETTER U
ဗရ,1390,U+1017 U+101B,MYANMAR LETTER BA | MYANMAR LETTER RA
၅ဂ,1385,U+1045 U+1002,MYANMAR DIGIT FIVE | MYANMAR LETTER GA
ာဥ,1375,U+102C U+1025,MYANMAR VOWEL SIGN AA | MYANMAR LETTER U
အဂ,1371,U+1021 U+1002,MYANMAR LETTER A | MYANMAR LETTER GA
၃၁,1371,U+1043 U+1041,MYANMAR DIGIT THREE | MYANMAR DIGIT ONE
ဥဒ,1368,U+1025 U+1012,MYANMAR LETTER U | MYANMAR LETTER DA
ကဳ,1367,U+1000 U+1033,MYANMAR LETTER KA | MYANMAR VOWEL SIGN MON II
ဟၟ,1366,U+101F U+105F,MYANMAR LETTER HA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ဓဘ,1357,U+1013 U+1018,MYANMAR LETTER DHA | MYANMAR LETTER BHA
။၄,1350,U+104B U+1044,MYANMAR SIGN SECTION | MYANMAR DIGIT FOUR
ကၚ,1346,U+1000 U+105A,MYANMAR LETTER KA | MYANMAR LETTER MON NGA
ရည,1343,U+101B U+100A,MYANMAR LETTER RA | MYANMAR LETTER NNYA
အဟ,1341,U+1021 U+101F,MYANMAR LETTER A | MYANMAR LETTER HA
ၠည,1339,U+1060 U+100A,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER NNYA
ေဗ,1339,U+1031 U+1017,MYANMAR VOWEL SIGN E | MYANMAR LETTER BA
ဥတ,1337,U+1025 U+1010,MYANMAR LETTER U | MYANMAR LETTER TA
ဴ။,1337,U+1034 U+104B,MYANMAR VOWEL SIGN MON O | MYANMAR SIGN SECTION
ၛာ,1334,U+105B U+102C,MYANMAR LETTER MON JHA | MYANMAR VOWEL SIGN AA
ဳဓ,1331,U+1033 U+1013,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER DHA
၈၃,1329,U+1048 U+1043,MYANMAR DIGIT EIGHT | MYANMAR DIGIT THREE
ျှ,1327,U+103B U+103E,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR CONSONANT SIGN MEDIAL HA
ၠသ,1327,U+1060 U+101E,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER SA
်၉,1325,U+103A U+1049,MYANMAR SIGN ASAT | MYANMAR DIGIT NINE
၄၀,1325,U+1044 U+1040,MYANMAR DIGIT FOUR | MYANMAR DIGIT ZERO
ါထ,1319,U+102B U+1011,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER THA
၃က,1318,U+1043 U+1000,MYANMAR DIGIT THREE | MYANMAR LETTER KA
ရထ,1317,U+101B U+1011,MYANMAR LETTER RA | MYANMAR LETTER THA
ြရ,1313,U+103C U+101B,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER RA
၃တ,1309,U+1043 U+1010,MYANMAR DIGIT THREE | MYANMAR LETTER TA
၃ဂ,1307,U+1043 U+1002,MYANMAR DIGIT THREE | MYANMAR LETTER GA
၄။,1306,U+1044 U+104B,MYANMAR DIGIT FOUR | MYANMAR SIGN SECTION
င္,1303,U+1004 U+1039,MYANMAR LETTER NGA | MYANMAR SIGN VIRAMA
ဣဝ,1302,U+1023 U+101D,MYANMAR LETTER I | MYANMAR LETTER WA
ူ၊,1297,U+1030 U+104A,MYANMAR VOWEL SIGN UU | MYANMAR SIGN LITTLE SECTION
။ၜ,1296,U+104B U+105C,MYANMAR SIGN SECTION | MYANMAR LETTER MON BBA
ေ၊,1295,U+1031 U+104A,MYANMAR VOWEL SIGN E | MYANMAR SIGN LITTLE SECTION
ှန,1295,U+103E U+1014,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER NA
ယသ,1289,U+101A U+101E,MYANMAR LETTER YA | MYANMAR LETTER SA
၀၈,1287,U+1040 U+1048,MYANMAR DIGIT ZERO | MYANMAR DIGIT EIGHT
ၚံ,1287,U+105A U+1036,MYANMAR LETTER MON NGA | MYANMAR SIGN ANUSVARA
သး,1286,U+101E U+1038,MYANMAR LETTER SA | MYANMAR SIGN VISARGA
ယပ,1285,U+101A U+1015,MYANMAR LETTER YA | MYANMAR LETTER PA
ူဏ,1278,U+1030 U+100F,MYANMAR VOWEL SIGN UU | MYANMAR LETTER NNA
၀ပ,1278,U+1040 U+1015,MYANMAR DIGIT ZERO | MYANMAR LETTER PA
၉၅,1278,U+1049 U+1045,MYANMAR DIGIT NINE | MYANMAR DIGIT FIVE
၄ဂ,1276,U+1044 U+1002,MYANMAR DIGIT FOUR | MYANMAR LETTER GA
နအ,1272,U+1014 U+1021,MYANMAR LETTER NA | MYANMAR LETTER A
ဲ့,1272,U+1032 U+1037,MYANMAR VOWEL SIGN AI | MYANMAR SIGN DOT BELOW
၂၈,1264,U+1042 U+1048,MYANMAR DIGIT TWO | MYANMAR DIGIT EIGHT
ံး,1258,U+1036 U+1038,MYANMAR SIGN ANUSVARA | MYANMAR SIGN VISARGA
၂တ,1256,U+1042 U+1010,MYANMAR DIGIT TWO | MYANMAR LETTER TA
ဒာ,1256,U+1012 U+102C,MYANMAR LETTER DA | MYANMAR VOWEL SIGN AA
ပဳ,1249,U+1015 U+1033,MYANMAR LETTER PA | MYANMAR VOWEL SIGN MON II
ဝရ,1248,U+101D U+101B,MYANMAR LETTER WA | MYANMAR LETTER RA
ပဇ,1241,U+1015 U+1007,MYANMAR LETTER PA | MYANMAR LETTER JA
ဣသ,1240,U+1023 U+101E,MYANMAR LETTER I | MYANMAR LETTER SA
ဒင,1239,U+1012 U+1004,MYANMAR LETTER DA | MYANMAR LETTER NGA
ေဌ,1233,U+1031 U+100C,MYANMAR VOWEL SIGN E | MYANMAR LETTER TTHA
နင,1231,U+1014 U+1004,MYANMAR LETTER NA | MYANMAR LETTER NGA
ြဘ,1231,U+103C U+1018,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER BHA
ေဖ,1229,U+1031 U+1016,MYANMAR VOWEL SIGN E | MYANMAR LETTER PHA
တဆ,1227,U+1010 U+1006,MYANMAR LETTER TA | MYANMAR LETTER CHA
ၠမ,1225,U+1060 U+1019,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER MA
ျၚ,1222,U+103B U+105A,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER MON NGA
ဠိ,1221,U+1020 U+102D,MYANMAR LETTER LLA | MYANMAR VOWEL SIGN I
၅။,1217,U+1045 U+104B,MYANMAR DIGIT FIVE | MYANMAR SIGN SECTION
ိဘ,1207,U+102D U+1018,MYANMAR VOWEL SIGN I | MYANMAR LETTER BHA
နံ,1206,U+1014 U+1036,MYANMAR LETTER NA | MYANMAR SIGN ANUSVARA
ါဍ,1202,U+102B U+100D,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER DDA
ိဓ,1202,U+102D U+1013,MYANMAR VOWEL SIGN I | MYANMAR LETTER DHA
ဃာ,1201,U+1003 U+102C,MYANMAR LETTER GHA | MYANMAR VOWEL SIGN AA
ထအ,1188,U+1011 U+1021,MYANMAR LETTER THA | MYANMAR LETTER A
၆၀,1183,U+1046 U+1040,MYANMAR DIGIT SIX | MYANMAR DIGIT ZERO
ဝမ,1179,U+101D U+1019,MYANMAR LETTER WA | MYANMAR LETTER MA
၉ဂ,1177,U+1049 U+1002,MYANMAR DIGIT NINE | MYANMAR LETTER GA
်ဃ,1177,U+103A U+1003,MYANMAR SIGN ASAT | MYANMAR LETTER GHA
စဒ,1175,U+1005 U+1012,MYANMAR LETTER CA | MYANMAR LETTER DA
အဵ,1174,U+1021 U+1035,MYANMAR LETTER A | MYANMAR VOWEL SIGN E ABOVE
ကင,1172,U+1000 U+1004,MYANMAR LETTER KA | MYANMAR LETTER NGA
ပခ,1171,U+1015 U+1001,MYANMAR LETTER PA | MYANMAR LETTER KHA
စအ,1169,U+1005 U+1021,MYANMAR LETTER CA | MYANMAR LETTER A
ၠဵ,1164,U+1060 U+1035,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN E ABOVE
၂၆,1163,U+1042 U+1046,MYANMAR DIGIT TWO | MYANMAR DIGIT SIX
၄တ,1162,U+1044 U+1010,MYANMAR DIGIT FOUR | MYANMAR LETTER TA
ဖလ,1162,U+1016 U+101C,MYANMAR LETTER PHA | MYANMAR LETTER LA
လရ,1160,U+101C U+101B,MYANMAR LETTER LA | MYANMAR LETTER RA
ါဘ,1147,U+102B U+1018,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER BHA
၆ဂ,1143,U+1046 U+1002,MYANMAR DIGIT SIX | MYANMAR LETTER GA
သယ,1143,U+101E U+101A,MYANMAR LETTER SA | MYANMAR LETTER YA
ဝပ,1142,U+101D U+1015,MYANMAR LETTER WA | MYANMAR LETTER PA
။ဥ,1136,U+104B U+1025,MYANMAR SIGN SECTION | MYANMAR LETTER U
၂၇,1132,U+1042 U+1047,MYANMAR DIGIT TWO | MYANMAR DIGIT SEVEN
ယံ,1132,U+101A U+1036,MYANMAR LETTER YA | MYANMAR SIGN ANUSVARA
၂၉,1126,U+1042 U+1049,MYANMAR DIGIT TWO | MYANMAR DIGIT NINE
၁တ,1125,U+1041 U+1010,MYANMAR DIGIT ONE | MYANMAR LETTER TA
ူး,1122,U+1030 U+1038,MYANMAR VOWEL SIGN UU | MYANMAR SIGN VISARGA
။ဣ,1121,U+104B U+1023,MYANMAR SIGN SECTION | MYANMAR LETTER I
ပင,1121,U+1015 U+1004,MYANMAR LETTER PA | MYANMAR LETTER NGA
ယန,1119,U+101A U+1014,MYANMAR LETTER YA | MYANMAR LETTER NA
သဟ,1113,U+101E U+101F,MYANMAR LETTER SA | MYANMAR LETTER HA
ညု,1108,U+100A U+102F,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN U
ခလ,1106,U+1001 U+101C,MYANMAR LETTER KHA | MYANMAR LETTER LA
၃၂,1106,U+1043 U+1042,MYANMAR DIGIT THREE | MYANMAR DIGIT TWO
ဗင,1105,U+1017 U+1004,MYANMAR LETTER BA | MYANMAR LETTER NGA
၃၅,1100,U+1043 U+1045,MYANMAR DIGIT THREE | MYANMAR DIGIT FIVE
ှတ,1098,U+103E U+1010,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER TA
ဳထ,1096,U+1033 U+1011,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER THA
၉၀,1095,U+1049 U+1040,MYANMAR DIGIT NINE | MYANMAR DIGIT ZERO
ၜၚ,1093,U+105C U+105A,MYANMAR LETTER MON BBA | MYANMAR LETTER MON NGA
၆။,1093,U+1046 U+104B,MYANMAR DIGIT SIX | MYANMAR SIGN SECTION
််,1091,U+103A U+103A,MYANMAR SIGN ASAT | MYANMAR SIGN ASAT
ဇဵ,1090,U+1007 U+1035,MYANMAR LETTER JA | MYANMAR VOWEL SIGN E ABOVE
ျက,1086,U+103B U+1000,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER KA
ၜက,1086,U+105C U+1000,MYANMAR LETTER MON BBA | MYANMAR LETTER KA
ဌက,1083,U+100C U+1000,MYANMAR LETTER TTHA | MYANMAR LETTER KA
သဲ,1074,U+101E U+1032,MYANMAR LETTER SA | MYANMAR VOWEL SIGN AI
ှစ,1072,U+103E U+1005,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER CA
လဇ,1071,U+101C U+1007,MYANMAR LETTER LA | MYANMAR LETTER JA
ု၁,1069,U+102F U+1041,MYANMAR VOWEL SIGN U | MYANMAR DIGIT ONE
ဳ၂,1068,U+1033 U+1042,MYANMAR VOWEL SIGN MON II | MYANMAR DIGIT TWO
ပဂ,1066,U+1015 U+1002,MYANMAR LETTER PA | MYANMAR LETTER GA
နစ,1065,U+1014 U+1005,MYANMAR LETTER NA | MYANMAR LETTER CA
ာ့,1064,U+102C U+1037,MYANMAR VOWEL SIGN AA | MYANMAR SIGN DOT BELOW
၈တ,1060,U+1048 U+1010,MYANMAR DIGIT EIGHT | MYANMAR LETTER TA
လယ,1060,U+101C U+101A,MYANMAR LETTER LA | MYANMAR LETTER YA
ါဠ,1057,U+102B U+1020,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER LLA
ကည,1054,U+1000 U+100A,MYANMAR LETTER KA | MYANMAR LETTER NNYA
ဖု,1054,U+1016 U+102F,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN U
၊ဣ,1047,U+104A U+1023,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER I
ယဂ,1046,U+101A U+1002,MYANMAR LETTER YA | MYANMAR LETTER GA
၊၁,1044,U+104A U+1041,MYANMAR SIGN LITTLE SECTION | MYANMAR DIGIT ONE
ျတ,1039,U+103B U+1010,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER TA
ကခ,1037,U+1000 U+1001,MYANMAR LETTER KA | MYANMAR LETTER KHA
ိထ,1034,U+102D U+1011,MYANMAR VOWEL SIGN I | MYANMAR LETTER THA
ဒဏ,1033,U+1012 U+100F,MYANMAR LETTER DA | MYANMAR LETTER NNA
ၜင,1032,U+105C U+1004,MYANMAR LETTER MON BBA | MYANMAR LETTER NGA
ွူ,1029,U+103D U+1030,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN UU
ူယ,1029,U+1030 U+101A,MYANMAR VOWEL SIGN UU | MYANMAR LETTER YA
၃၆,1029,U+1043 U+1046,MYANMAR DIGIT THREE | MYANMAR DIGIT SIX
၁၊,1025,U+1041 U+104A,MYANMAR DIGIT ONE | MYANMAR SIGN LITTLE SECTION
ဆဝ,1024,U+1006 U+101D,MYANMAR LETTER CHA | MYANMAR LETTER WA
ဴဏ,1024,U+1034 U+100F,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER NNA
ူထ,1019,U+1030 U+1011,MYANMAR VOWEL SIGN UU | MYANMAR LETTER THA
ဏှ,1019,U+100F U+103E,MYANMAR LETTER NNA | MYANMAR CONSONANT SIGN MEDIAL HA
၇။,1019,U+1047 U+104B,MYANMAR DIGIT SEVEN | MYANMAR SIGN SECTION
ီဒ,1018,U+102E U+1012,MYANMAR VOWEL SIGN II | MYANMAR LETTER DA
ှဴ,1018,U+103E U+1034,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN MON O
လင,1018,U+101C U+1004,MYANMAR LETTER LA | MYANMAR LETTER NGA
၊ဥ,1016,U+104A U+1025,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER U
ဗဝ,1015,U+1017 U+101D,MYANMAR LETTER BA | MYANMAR LETTER WA
ရဗ,1014,U+101B U+1017,MYANMAR LETTER RA | MYANMAR LETTER BA
၇ဂ,1009,U+1047 U+1002,MYANMAR DIGIT SEVEN | MYANMAR LETTER GA
၉၄,1009,U+1049 U+1044,MYANMAR DIGIT NINE | MYANMAR DIGIT FOUR
ဍဵ,1008,U+100D U+1035,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN E ABOVE
ဝဒ,999,U+101D U+1012,MYANMAR LETTER WA | MYANMAR LETTER DA
၅သ,997,U+1045 U+101E,MYANMAR DIGIT FIVE | MYANMAR LETTER SA
ဟမ,997,U+101F U+1019,MYANMAR LETTER HA | MYANMAR LETTER MA
ီဗ,996,U+102E U+1017,MYANMAR VOWEL SIGN II | MYANMAR LETTER BA
ူဓ,995,U+1030 U+1013,MYANMAR VOWEL SIGN UU | MYANMAR LETTER DHA
၉၈,994,U+1049 U+1048,MYANMAR DIGIT NINE | MYANMAR DIGIT EIGHT
ဍၚ,986,U+100D U+105A,MYANMAR LETTER DDA | MYANMAR LETTER MON NGA
၈။,983,U+1048 U+104B,MYANMAR DIGIT EIGHT | MYANMAR SIGN SECTION
၀။,983,U+1040 U+104B,MYANMAR DIGIT ZERO | MYANMAR SIGN SECTION
စစ,982,U+1005 U+1005,MYANMAR LETTER CA | MYANMAR LETTER CA
ြစ,982,U+103C U+1005,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER CA
ၜု,978,U+105C U+102F,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN U
ဝသ,977,U+101D U+101E,MYANMAR LETTER WA | MYANMAR LETTER SA
၈၀,973,U+1048 U+1040,MYANMAR DIGIT EIGHT | MYANMAR DIGIT ZERO
တဏ,972,U+1010 U+100F,MYANMAR LETTER TA | MYANMAR LETTER NNA
ဇဲ,971,U+1007 U+1032,MYANMAR LETTER JA | MYANMAR VOWEL SIGN AI
ဂဒ,970,U+1002 U+1012,MYANMAR LETTER GA | MYANMAR LETTER DA
ဇှ,969,U+1007 U+103E,MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL HA
ဂဂ,969,U+1002 U+1002,MYANMAR LETTER GA | MYANMAR LETTER GA
ညေ,966,U+100A U+1031,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN E
ဌမ,963,U+100C U+1019,MYANMAR LETTER TTHA | MYANMAR LETTER MA
မ၊,963,U+1019 U+104A,MYANMAR LETTER MA | MYANMAR SIGN LITTLE SECTION
ၠဒ,962,U+1060 U+1012,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER DA
ဗန,962,U+1017 U+1014,MYANMAR LETTER BA | MYANMAR LETTER NA
ၟီ,951,U+105F U+102E,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN II
ဲဥ,949,U+1032 U+1025,MYANMAR VOWEL SIGN AI | MYANMAR LETTER U
ကဠ,949,U+1000 U+1020,MYANMAR LETTER KA | MYANMAR LETTER LLA
ကဗ,948,U+1000 U+1017,MYANMAR LETTER KA | MYANMAR LETTER BA
၃၇,947,U+1043 U+1047,MYANMAR DIGIT THREE | MYANMAR DIGIT SEVEN
ီည,944,U+102E U+100A,MYANMAR VOWEL SIGN II | MYANMAR LETTER NNYA
တဟ,938,U+1010 U+101F,MYANMAR LETTER TA | MYANMAR LETTER HA
၊ဓ,938,U+104A U+1013,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER DHA
ထၞ,931,U+1011 U+105E,MYANMAR LETTER THA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ဠာ,930,U+1020 U+102C,MYANMAR LETTER LLA | MYANMAR VOWEL SIGN AA
ွါ,929,U+103D U+102B,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN TALL AA
။၅,928,U+104B U+1045,MYANMAR SIGN SECTION | MYANMAR DIGIT FIVE
၂သ,927,U+1042 U+101E,MYANMAR DIGIT TWO | MYANMAR LETTER SA
လဲ,927,U+101C U+1032,MYANMAR LETTER LA | MYANMAR VOWEL SIGN AI
ဳဖ,926,U+1033 U+1016,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER PHA
ဝဝ,924,U+101D U+101D,MYANMAR LETTER WA | MYANMAR LETTER WA
လူ,924,U+101C U+1030,MYANMAR LETTER LA | MYANMAR VOWEL SIGN UU
ွယ,923,U+103D U+101A,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER YA
ဒီ,914,U+1012 U+102E,MYANMAR LETTER DA | MYANMAR VOWEL SIGN II
ထီ,911,U+1011 U+102E,MYANMAR LETTER THA | MYANMAR VOWEL SIGN II
၆တ,905,U+1046 U+1010,MYANMAR DIGIT SIX | MYANMAR LETTER TA
၂၊,905,U+1042 U+104A,MYANMAR DIGIT TWO | MYANMAR SIGN LITTLE SECTION
၉။,904,U+1049 U+104B,MYANMAR DIGIT NINE | MYANMAR SIGN SECTION
တဇ,903,U+1010 U+1007,MYANMAR LETTER TA | MYANMAR LETTER JA
ကဒ,903,U+1000 U+1012,MYANMAR LETTER KA | MYANMAR LETTER DA
ထၜ,902,U+1011 U+105C,MYANMAR LETTER THA | MYANMAR LETTER MON BBA
မၜ,902,U+1019 U+105C,MYANMAR LETTER MA | MYANMAR LETTER MON BBA
ဳဆ,902,U+1033 U+1006,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER CHA
အဖ,901,U+1021 U+1016,MYANMAR LETTER A | MYANMAR LETTER PHA
ေထ,899,U+1031 U+1011,MYANMAR VOWEL SIGN E | MYANMAR LETTER THA
ဿီ,898,U+103F U+102E,MYANMAR LETTER GREAT SA | MYANMAR VOWEL SIGN II
၀မ,897,U+1040 U+1019,MYANMAR DIGIT ZERO | MYANMAR LETTER MA
ဇျ,892,U+1007 U+103B,MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL YA
ဝံ,892,U+101D U+1036,MYANMAR LETTER WA | MYANMAR SIGN ANUSVARA
ပဗ,890,U+1015 U+1017,MYANMAR LETTER PA | MYANMAR LETTER BA
ဓက,890,U+1013 U+1000,MYANMAR LETTER DHA | MYANMAR LETTER KA
အဘ,889,U+1021 U+1018,MYANMAR LETTER A | MYANMAR LETTER BHA
၀၊,888,U+1040 U+104A,MYANMAR DIGIT ZERO | MYANMAR SIGN LITTLE SECTION
စဝ,888,U+1005 U+101D,MYANMAR LETTER CA | MYANMAR LETTER WA
၅၁,888,U+1045 U+1041,MYANMAR DIGIT FIVE | MYANMAR DIGIT ONE
နဟ,888,U+1014 U+101F,MYANMAR LETTER NA | MYANMAR LETTER HA
ူဌ,887,U+1030 U+100C,MYANMAR VOWEL SIGN UU | MYANMAR LETTER TTHA
၉၆,886,U+1049 U+1046,MYANMAR DIGIT NINE | MYANMAR DIGIT SIX
ဳ။,884,U+1033 U+104B,MYANMAR VOWEL SIGN MON II | MYANMAR SIGN SECTION
၉၇,883,U+1049 U+1047,MYANMAR DIGIT NINE | MYANMAR DIGIT SEVEN
ြအ,882,U+103C U+1021,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER A
ၞစ,881,U+105E U+1005,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER CA
ဍန,880,U+100D U+1014,MYANMAR LETTER DDA | MYANMAR LETTER NA
၄မ,878,U+1044 U+1019,MYANMAR DIGIT FOUR | MYANMAR LETTER MA
၃၄,878,U+1043 U+1044,MYANMAR DIGIT THREE | MYANMAR DIGIT FOUR
ၞူ,875,U+105E U+1030,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN UU
၇တ,867,U+1047 U+1010,MYANMAR DIGIT SEVEN | MYANMAR LETTER TA
ှမ,867,U+103E U+1019,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER MA
၃၃,865,U+1043 U+1043,MYANMAR DIGIT THREE | MYANMAR DIGIT THREE
လဆ,862,U+101C U+1006,MYANMAR LETTER LA | MYANMAR LETTER CHA
၇၀,856,U+1047 U+1040,MYANMAR DIGIT SEVEN | MYANMAR DIGIT ZERO
ခဴ,852,U+1001 U+1034,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN MON O
ဗါ,850,U+1017 U+102B,MYANMAR LETTER BA | MYANMAR VOWEL SIGN TALL AA
