file,characters_counted,all_text_length,status
monnews/monnews_20260120_223250_1041.txt,3428,3771,ok
monnews/monnews_20260120_223250_2309.txt,1820,1985,ok
monnews/monnews_20260120_223250_1252.txt,1693,1842,ok
monnews/monnews_20260120_223250_2967.txt,1913,2077,ok
monnews/monnews_20260120_223250_131.txt,1767,1946,ok
monnews/monnews_20260120_223250_113.txt,1490,1608,ok
monnews/monnews_20260120_223250_1372.txt,2160,2467,ok
monnews/monnews_20260120_223250_1855.txt,2546,2770,ok
monnews/monnews_20260120_223250_2953.txt,1874,2055,ok
monnews/monnews_20260120_223250_1769.txt,1958,2136,ok
monnews/monnews_20260120_223250_1400.txt,1627,1788,ok
monnews/monnews_20260120_223250_2659.txt,2763,3018,ok
monnews/monnews_20260120_223250_3047.txt,6409,6844,ok
monnews/monnews_20260120_223250_408.txt,8039,8876,ok
monnews/monnews_20260120_223250_2787.txt,1536,1738,ok
monnews/monnews_20260120_223250_2960.txt,3760,4129,ok
monnews/monnews_20260120_223250_1653.txt,1447,1576,ok
monnews/monnews_20260120_223250_247.txt,1583,1743,ok
monnews/monnews_20260120_223250_3315.txt,1350,1522,ok
monnews/monnews_20260120_223250_69.txt,1591,1733,ok
monnews/monnews_20260120_223250_553.txt,1522,1678,ok
monnews/monnews_20260120_223250_2499.txt,2272,2504,ok
monnews/monnews_20260120_223250_27.txt,4266,4529,ok
monnews/monnews_20260120_223250_3087.txt,1668,1852,ok
monnews/monnews_20260120_223250_2392.txt,1573,1727,ok
monnews/monnews_20260120_223250_2903.txt,7143,7780,ok
monnews/monnews_20260120_223250_658.txt,2648,2836,ok
monnews/monnews_20260120_223250_3280.txt,1547,1720,ok
monnews/monnews_20260120_223250_3027.txt,6441,7132,ok
monnews/monnews_20260120_223250_536.txt,10522,11410,ok
monnews/monnews_20260120_223250_2692.txt,2156,2517,ok
monnews/monnews_20260120_223250_1906.txt,2637,3148,ok
monnews/monnews_20260120_223250_2427.txt,1377,1674,ok
monnews/monnews_20260120_223250_375.txt,1918,2064,ok
monnews/monnews_20260120_223250_995.txt,1533,1733,ok
monnews/monnews_20260120_223250_3195.txt,8153,8718,ok
monnews/monnews_20260120_223250_620.txt,6222,6868,ok
monnews/monnews_20260120_223250_3372.txt,1868,2111,ok
monnews/monnews_20260120_223250_1970.txt,2041,2238,ok
monnews/monnews_20260120_223250_2882.txt,53,68,ok
monnews/monnews_20260120_223250_212.txt,2115,2351,ok
monnews/monnews_20260120_223250_1987.txt,1579,1738,ok
monnews/monnews_20260120_223250_2402.txt,1967,2135,ok
monnews/monnews_20260120_223250_1520.txt,2153,2506,ok
monnews/monnews_20260120_223250_140.txt,6014,7100,ok
monnews/monnews_20260120_223250_1574.txt,4315,4576,ok
monnews/monnews_20260120_223250_1549.txt,1333,1476,ok
monnews/monnews_20260120_223250_3462.txt,1527,1668,ok
monnews/monnews_20260120_223250_609.txt,1174,1282,ok
monnews/monnews_20260120_223250_1819.txt,3259,3665,ok
monnews/monnews_20260120_223250_3208.txt,2016,2180,ok
monnews/monnews_20260120_223250_2612.txt,2256,2469,ok
monnews/monnews_20260120_223250_3136.txt,1672,1832,ok
monnews/monnews_20260120_223250_2866.txt,2569,2823,ok
monnews/monnews_20260120_223250_2139.txt,2092,2356,ok
monnews/monnews_20260120_223250_229.txt,2107,2354,ok
monnews/monnews_20260120_223250_2174.txt,2059,2237,ok
monnews/monnews_20260120_223250_325.txt,5100,5524,ok
monnews/monnews_20260120_223250_1649.txt,5024,5741,ok
monnews/monnews_20260120_223250_2908.txt,5479,6043,ok
monnews/monnews_20260120_223250_1827.txt,2812,3069,ok
monnews/monnews_20260120_223250_2503.txt,2058,2233,ok
monnews/monnews_20260120_223250_3572.txt,7308,7922,ok
monnews/monnews_20260120_223250_1931.txt,2362,2578,ok
monnews/monnews_20260120_223250_2140.txt,2042,2295,ok
monnews/monnews_20260120_223250_2808.txt,1711,2034,ok
monnews/monnews_20260120_223250_2596.txt,1695,1913,ok
monnews/monnews_20260120_223250_924.txt,1613,1778,ok
monnews/monnews_20260120_223250_2880.txt,49,160,ok
monnews/monnews_20260120_223250_3534.txt,1737,1950,ok
monnews/monnews_20260120_223250_813.txt,1823,1969,ok
monnews/monnews_20260120_223250_576.txt,8805,9591,ok
monnews/monnews_20260120_223250_588.txt,2362,2543,ok
monnews/monnews_20260120_223250_353.txt,3483,3767,ok
monnews/monnews_20260120_223250_1994.txt,2177,2352,ok
monnews/monnews_20260120_223250_654.txt,1833,2087,ok
monnews/monnews_20260120_223250_3082.txt,1170,1332,ok
monnews/monnews_20260120_223250_119.txt,1981,2127,ok
monnews/monnews_20260120_223250_1952.txt,5645,6095,ok
monnews/monnews_20260120_223250_450.txt,1549,1732,ok
monnews/monnews_20260120_223250_1424.txt,2093,2299,ok
monnews/monnews_20260120_223250_3181.txt,3903,4338,ok
monnews/monnews_20260120_223250_3123.txt,1897,2067,ok
monnews/monnews_20260120_223250_1417.txt,2970,3199,ok
monnews/monnews_20260120_223250_2258.txt,1084,1174,ok
monnews/monnews_20260120_223250_2851.txt,2543,2860,ok
monnews/monnews_20260120_223250_1893.txt,1141,1290,ok
monnews/monnews_20260120_223250_669.txt,7130,7790,ok
monnews/monnews_20260120_223250_398.txt,1700,1832,ok
monnews/monnews_20260120_223250_2629.txt,3171,3440,ok
monnews/monnews_20260120_223250_1681.txt,1816,1999,ok
monnews/monnews_20260120_223250_1632.txt,2211,2571,ok
monnews/monnews_20260120_223250_2386.txt,2054,2271,ok
