bigram,count,codepoints,unicode_names
já,5,U+006A U+00E1,LATIN SMALL LETTER J | LATIN SMALL LETTER A WITH ACUTE
4K,5,U+0034 U+004B,DIGIT FOUR | LATIN CAPITAL LETTER K
x။,5,U+0078 U+104B,LATIN SMALL LETTER X | MYANMAR SIGN SECTION
(z,5,U+0028 U+007A,LEFT PARENTHESIS | LATIN SMALL LETTER Z
9$,5,U+0039 U+0024,DIGIT NINE | DOLLAR SIGN
4b,5,U+0034 U+0062,DIGIT FOUR | LATIN SMALL LETTER B
9w,5,U+0039 U+0077,DIGIT NINE | LATIN SMALL LETTER W
;V,5,U+003B U+0056,SEMICOLON | LATIN CAPITAL LETTER V
ณ์,5,U+0E13 U+0E4C,THAI CHARACTER NO NEN | THAI CHARACTER THANTHAKHAT
}ဉ,5,U+007D U+1009,RIGHT CURLY BRACKET | MYANMAR LETTER NYA
ā;,5,U+0101 U+003B,LATIN SMALL LETTER A WITH MACRON | SEMICOLON
ဇL,5,U+1007 U+004C,MYANMAR LETTER JA | LATIN CAPITAL LETTER L
>a,5,U+003E U+0061,GREATER-THAN SIGN | LATIN SMALL LETTER A
øg,5,U+00F8 U+0067,LATIN SMALL LETTER O WITH STROKE | LATIN SMALL LETTER G
k$,5,U+006B U+0024,LATIN SMALL LETTER K | DOLLAR SIGN
v$,5,U+0076 U+0024,LATIN SMALL LETTER V | DOLLAR SIGN
f$,5,U+0066 U+0024,LATIN SMALL LETTER F | DOLLAR SIGN
фи,5,U+0444 U+0438,CYRILLIC SMALL LETTER EF | CYRILLIC SMALL LETTER I
"""]",5,U+0022 U+005D,QUOTATION MARK | RIGHT SQUARE BRACKET
3U,5,U+0033 U+0055,DIGIT THREE | LATIN CAPITAL LETTER U
၂G,5,U+1042 U+0047,MYANMAR DIGIT TWO | LATIN CAPITAL LETTER G
กๆ,5,U+0E01 U+0E46,THAI CHARACTER KO KAI | THAI CHARACTER MAIYAMOK
พู,5,U+0E1E U+0E39,THAI CHARACTER PHO PHAN | THAI CHARACTER SARA UU
ทึ,5,U+0E17 U+0E36,THAI CHARACTER THO THAHAN | THAI CHARACTER SARA UE
่บ,5,U+0E48 U+0E1A,THAI CHARACTER MAI EK | THAI CHARACTER BO BAIMAI
ใจ,5,U+0E43 U+0E08,THAI CHARACTER SARA AI MAIMUAN | THAI CHARACTER CHO CHAN
ข็,5,U+0E02 U+0E47,THAI CHARACTER KHO KHAI | THAI CHARACTER MAITAIKHU
ๆใ,5,U+0E46 U+0E43,THAI CHARACTER MAIYAMOK | THAI CHARACTER SARA AI MAIMUAN
คา,5,U+0E04 U+0E32,THAI CHARACTER KHO KHWAI | THAI CHARACTER SARA AA
อต,5,U+0E2D U+0E15,THAI CHARACTER O ANG | THAI CHARACTER TO TAO
ดต,5,U+0E14 U+0E15,THAI CHARACTER DO DEK | THAI CHARACTER TO TAO
ุเ,5,U+0E38 U+0E40,THAI CHARACTER SARA U | THAI CHARACTER SARA E
ะช,5,U+0E30 U+0E0A,THAI CHARACTER SARA A | THAI CHARACTER CHO CHANG
สะ,5,U+0E2A U+0E30,THAI CHARACTER SO SUA | THAI CHARACTER SARA A
ะง,5,U+0E30 U+0E07,THAI CHARACTER SARA A | THAI CHARACTER NGO NGU
กภ,5,U+0E01 U+0E20,THAI CHARACTER KO KAI | THAI CHARACTER PHO SAMPHAO
)น,5,U+0029 U+0E19,RIGHT PARENTHESIS | THAI CHARACTER NO NU
หภ,5,U+0E2B U+0E20,THAI CHARACTER HO HIP | THAI CHARACTER PHO SAMPHAO
บต,5,U+0E1A U+0E15,THAI CHARACTER BO BAIMAI | THAI CHARACTER TO TAO
่จ,5,U+0E48 U+0E08,THAI CHARACTER MAI EK | THAI CHARACTER CHO CHAN
(ใ,5,U+0028 U+0E43,LEFT PARENTHESIS | THAI CHARACTER SARA AI MAIMUAN
ลห,5,U+0E25 U+0E2B,THAI CHARACTER LO LING | THAI CHARACTER HO HIP
ย(,5,U+0E22 U+0028,THAI CHARACTER YO YAK | LEFT PARENTHESIS
ม(,5,U+0E21 U+0028,THAI CHARACTER MO MA | LEFT PARENTHESIS
ก(,5,U+0E01 U+0028,THAI CHARACTER KO KAI | LEFT PARENTHESIS
ูเ,5,U+0E39 U+0E40,THAI CHARACTER SARA UU | THAI CHARACTER SARA E
า1,5,U+0E32 U+0031,THAI CHARACTER SARA AA | DIGIT ONE
อพ,5,U+0E2D U+0E1E,THAI CHARACTER O ANG | THAI CHARACTER PHO PHAN
ำบ,5,U+0E33 U+0E1A,THAI CHARACTER SARA AM | THAI CHARACTER BO BAIMAI
ွ:,5,U+103D U+003A,MYANMAR CONSONANT SIGN MEDIAL WA | COLON
G\,5,U+0047 U+005C,LATIN CAPITAL LETTER G | REVERSE SOLIDUS
$h,5,U+0024 U+0068,DOLLAR SIGN | LATIN SMALL LETTER H
h$,5,U+0068 U+0024,LATIN SMALL LETTER H | DOLLAR SIGN
$လ,5,U+0024 U+101C,DOLLAR SIGN | MYANMAR LETTER LA
x9,5,U+0078 U+0039,LATIN SMALL LETTER X | DIGIT NINE
ဏ၅,5,U+100F U+1045,MYANMAR LETTER NNA | MYANMAR DIGIT FIVE
ံb,5,U+1036 U+0062,MYANMAR SIGN ANUSVARA | LATIN SMALL LETTER B
i=,5,U+0069 U+003D,LATIN SMALL LETTER I | EQUALS SIGN
ūt,5,U+016B U+0074,LATIN SMALL LETTER U WITH MACRON | LATIN SMALL LETTER T
"Q""",5,U+0051 U+0022,LATIN CAPITAL LETTER Q | QUOTATION MARK
>ဂ,5,U+003E U+1002,GREATER-THAN SIGN | MYANMAR LETTER GA
Hအ,5,U+0048 U+1021,LATIN CAPITAL LETTER H | MYANMAR LETTER A
({,5,U+0028 U+007B,LEFT PARENTHESIS | LEFT CURLY BRACKET
E0,5,U+0045 U+0030,LATIN CAPITAL LETTER E | DIGIT ZERO
{R,5,U+007B U+0052,LEFT CURLY BRACKET | LATIN CAPITAL LETTER R
T},5,U+0054 U+007D,LATIN CAPITAL LETTER T | RIGHT CURLY BRACKET
|P,5,U+007C U+0050,VERTICAL LINE | LATIN CAPITAL LETTER P
/z,5,U+002F U+007A,SOLIDUS | LATIN SMALL LETTER Z
^-,5,U+005E U+002D,CIRCUMFLEX ACCENT | HYPHEN-MINUS
f0,5,U+0066 U+0030,LATIN SMALL LETTER F | DIGIT ZERO
>H,5,U+003E U+0048,GREATER-THAN SIGN | LATIN CAPITAL LETTER H
3n,5,U+0033 U+006E,DIGIT THREE | LATIN SMALL LETTER N
5L,5,U+0035 U+004C,DIGIT FIVE | LATIN CAPITAL LETTER L
ös,5,U+00F6 U+0073,LATIN SMALL LETTER O WITH DIAERESIS | LATIN SMALL LETTER S
tä,5,U+0074 U+00E4,LATIN SMALL LETTER T | LATIN SMALL LETTER A WITH DIAERESIS
၇ဥ,5,U+1047 U+1025,MYANMAR DIGIT SEVEN | MYANMAR LETTER U
1[,5,U+0031 U+005B,DIGIT ONE | LEFT SQUARE BRACKET
Q.,5,U+0051 U+002E,LATIN CAPITAL LETTER Q | FULL STOP
ါ|,5,U+102B U+007C,MYANMAR VOWEL SIGN TALL AA | VERTICAL LINE
ေ!,5,U+1031 U+0021,MYANMAR VOWEL SIGN E | EXCLAMATION MARK
!။,5,U+0021 U+104B,EXCLAMATION MARK | MYANMAR SIGN SECTION
ဲ!,5,U+1032 U+0021,MYANMAR VOWEL SIGN AI | EXCLAMATION MARK
Nī,5,U+004E U+012B,LATIN CAPITAL LETTER N | LATIN SMALL LETTER I WITH MACRON
ရ၍,5,U+101B U+104D,MYANMAR LETTER RA | MYANMAR SYMBOL COMPLETED
"""ၛ",5,U+0022 U+105B,QUOTATION MARK | MYANMAR LETTER MON JHA
ၛ),5,U+105B U+0029,MYANMAR LETTER MON JHA | RIGHT PARENTHESIS
ခ+,5,U+1001 U+002B,MYANMAR LETTER KHA | PLUS SIGN
`:,5,U+0060 U+003A,GRAVE ACCENT | COLON
`န,5,U+0060 U+1014,GRAVE ACCENT | MYANMAR LETTER NA
Tü,5,U+0054 U+00FC,LATIN CAPITAL LETTER T | LATIN SMALL LETTER U WITH DIAERESIS
"၇""",5,U+1047 U+0022,MYANMAR DIGIT SEVEN | QUOTATION MARK
၁G,5,U+1041 U+0047,MYANMAR DIGIT ONE | LATIN CAPITAL LETTER G
โพ,5,U+0E42 U+0E1E,THAI CHARACTER SARA O | THAI CHARACTER PHO PHAN
ท์,5,U+0E17 U+0E4C,THAI CHARACTER THO THAHAN | THAI CHARACTER THANTHAKHAT
ိL,5,U+102D U+004C,MYANMAR VOWEL SIGN I | LATIN CAPITAL LETTER L
T1,5,U+0054 U+0031,LATIN CAPITAL LETTER T | DIGIT ONE
Z$,5,U+005A U+0024,LATIN CAPITAL LETTER Z | DOLLAR SIGN
$O,5,U+0024 U+004F,DOLLAR SIGN | LATIN CAPITAL LETTER O
$S,5,U+0024 U+0053,DOLLAR SIGN | LATIN CAPITAL LETTER S
zw,5,U+007A U+0077,LATIN SMALL LETTER Z | LATIN SMALL LETTER W
:Р,5,U+003A U+0420,COLON | CYRILLIC CAPITAL LETTER ER
ка,5,U+043A U+0430,CYRILLIC SMALL LETTER KA | CYRILLIC SMALL LETTER A
;တ,5,U+003B U+1010,SEMICOLON | MYANMAR LETTER TA
:Т,5,U+003A U+0422,COLON | CYRILLIC CAPITAL LETTER TE
əy,5,U+0259 U+0079,LATIN SMALL LETTER SCHWA | LATIN SMALL LETTER Y
$စ,5,U+0024 U+1005,DOLLAR SIGN | MYANMAR LETTER CA
'$,5,U+0027 U+0024,APOSTROPHE | DOLLAR SIGN
8|,5,U+0038 U+007C,DIGIT EIGHT | VERTICAL LINE
vB,5,U+0076 U+0042,LATIN SMALL LETTER V | LATIN CAPITAL LETTER B
့.,5,U+1037 U+002E,MYANMAR SIGN DOT BELOW | FULL STOP
၂{,5,U+1042 U+007B,MYANMAR DIGIT TWO | LEFT CURLY BRACKET
၂|,5,U+1042 U+007C,MYANMAR DIGIT TWO | VERTICAL LINE
3g,5,U+0033 U+0067,DIGIT THREE | LATIN SMALL LETTER G
iç,5,U+0069 U+00E7,LATIN SMALL LETTER I | LATIN SMALL LETTER C WITH CEDILLA
má,5,U+006D U+00E1,LATIN SMALL LETTER M | LATIN SMALL LETTER A WITH ACUTE
zA,5,U+007A U+0041,LATIN SMALL LETTER Z | LATIN CAPITAL LETTER A
Fé,5,U+0046 U+00E9,LATIN CAPITAL LETTER F | LATIN SMALL LETTER E WITH ACUTE
၂P,5,U+1042 U+0050,MYANMAR DIGIT TWO | LATIN CAPITAL LETTER P
*s,5,U+002A U+0073,ASTERISK | LATIN SMALL LETTER S
ုX,5,U+102F U+0058,MYANMAR VOWEL SIGN U | LATIN CAPITAL LETTER X
C=,5,U+0043 U+003D,LATIN CAPITAL LETTER C | EQUALS SIGN
Jø,5,U+004A U+00F8,LATIN CAPITAL LETTER J | LATIN SMALL LETTER O WITH STROKE
ေ၍,5,U+1031 U+104D,MYANMAR VOWEL SIGN E | MYANMAR SYMBOL COMPLETED
၆B,5,U+1046 U+0042,MYANMAR DIGIT SIX | LATIN CAPITAL LETTER B
:ว,5,U+003A U+0E27,COLON | THAI CHARACTER WO WAEN
အၐ,5,U+1021 U+1050,MYANMAR LETTER A | MYANMAR LETTER SHA
2L,5,U+0032 U+004C,DIGIT TWO | LATIN CAPITAL LETTER L
Nb,5,U+004E U+0062,LATIN CAPITAL LETTER N | LATIN SMALL LETTER B
c[,5,U+0063 U+005B,LATIN SMALL LETTER C | LEFT SQUARE BRACKET
7I,5,U+0037 U+0049,DIGIT SEVEN | LATIN CAPITAL LETTER I
Hg,5,U+0048 U+0067,LATIN CAPITAL LETTER H | LATIN SMALL LETTER G
Rg,5,U+0052 U+0067,LATIN CAPITAL LETTER R | LATIN SMALL LETTER G
Lv,5,U+004C U+0076,LATIN CAPITAL LETTER L | LATIN SMALL LETTER V
7T,5,U+0037 U+0054,DIGIT SEVEN | LATIN CAPITAL LETTER T
Nd,5,U+004E U+0064,LATIN CAPITAL LETTER N | LATIN SMALL LETTER D
hí,5,U+0068 U+00ED,LATIN SMALL LETTER H | LATIN SMALL LETTER I WITH ACUTE
uရ,5,U+0075 U+101B,LATIN SMALL LETTER U | MYANMAR LETTER RA
ăn,5,U+0103 U+006E,LATIN SMALL LETTER A WITH BREVE | LATIN SMALL LETTER N
iè,5,U+0069 U+00E8,LATIN SMALL LETTER I | LATIN SMALL LETTER E WITH GRAVE
èr,5,U+00E8 U+0072,LATIN SMALL LETTER E WITH GRAVE | LATIN SMALL LETTER R
zə,5,U+007A U+0259,LATIN SMALL LETTER Z | LATIN SMALL LETTER SCHWA
+၅,5,U+002B U+1045,PLUS SIGN | MYANMAR DIGIT FIVE
ɪd,5,U+026A U+0064,LATIN LETTER SMALL CAPITAL I | LATIN SMALL LETTER D
ိ·,5,U+102D U+00B7,MYANMAR VOWEL SIGN I | MIDDLE DOT
ဥ),5,U+1025 U+0029,MYANMAR LETTER U | RIGHT PARENTHESIS
^4,5,U+005E U+0034,CIRCUMFLEX ACCENT | DIGIT FOUR
T_,5,U+0054 U+005F,LATIN CAPITAL LETTER T | LOW LINE
FG,5,U+0046 U+0047,LATIN CAPITAL LETTER F | LATIN CAPITAL LETTER G
သ|,5,U+101E U+007C,MYANMAR LETTER SA | VERTICAL LINE
×၃,5,U+00D7 U+1043,MULTIPLICATION SIGN | MYANMAR DIGIT THREE
၄်,5,U+1044 U+103A,MYANMAR DIGIT FOUR | MYANMAR SIGN ASAT
၍ဆ,5,U+104D U+1006,MYANMAR SYMBOL COMPLETED | MYANMAR LETTER CHA
၍၊,5,U+104D U+104A,MYANMAR SYMBOL COMPLETED | MYANMAR SIGN LITTLE SECTION
၊ဤ,5,U+104A U+1024,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER II
(ၟ,5,U+0028 U+105F,LEFT PARENTHESIS | MYANMAR CONSONANT SIGN MON MEDIAL MA
'w,5,U+0027 U+0077,APOSTROPHE | LATIN SMALL LETTER W
f4,5,U+0066 U+0034,LATIN SMALL LETTER F | DIGIT FOUR
kz,5,U+006B U+007A,LATIN SMALL LETTER K | LATIN SMALL LETTER Z
2r,5,U+0032 U+0072,DIGIT TWO | LATIN SMALL LETTER R
8;,5,U+0038 U+003B,DIGIT EIGHT | SEMICOLON
zj,5,U+007A U+006A,LATIN SMALL LETTER Z | LATIN SMALL LETTER J
Kö,5,U+004B U+00F6,LATIN CAPITAL LETTER K | LATIN SMALL LETTER O WITH DIAERESIS
L2,5,U+004C U+0032,LATIN CAPITAL LETTER L | DIGIT TWO
%S,5,U+0025 U+0053,PERCENT SIGN | LATIN CAPITAL LETTER S
7w,5,U+0037 U+0077,DIGIT SEVEN | LATIN SMALL LETTER W
%f,5,U+0025 U+0066,PERCENT SIGN | LATIN SMALL LETTER F
pQ,5,U+0070 U+0051,LATIN SMALL LETTER P | LATIN CAPITAL LETTER Q
*F,5,U+002A U+0046,ASTERISK | LATIN CAPITAL LETTER F
ဳ{,5,U+1033 U+007B,MYANMAR VOWEL SIGN MON II | LEFT CURLY BRACKET
ဳ],5,U+1033 U+005D,MYANMAR VOWEL SIGN MON II | RIGHT SQUARE BRACKET
၎်,5,U+104E U+103A,MYANMAR SYMBOL AFOREMENTIONED | MYANMAR SIGN ASAT
ဇP,5,U+1007 U+0050,MYANMAR LETTER JA | LATIN CAPITAL LETTER P
Q4,5,U+0051 U+0034,LATIN CAPITAL LETTER Q | DIGIT FOUR
sɪ,5,U+0073 U+026A,LATIN SMALL LETTER S | LATIN LETTER SMALL CAPITAL I
;ထ,5,U+003B U+1011,SEMICOLON | MYANMAR LETTER THA
၆ဆ,5,U+1046 U+1006,MYANMAR DIGIT SIX | MYANMAR LETTER CHA
Éc,5,U+00C9 U+0063,LATIN CAPITAL LETTER E WITH ACUTE | LATIN SMALL LETTER C
Gö,5,U+0047 U+00F6,LATIN CAPITAL LETTER G | LATIN SMALL LETTER O WITH DIAERESIS
Dé,5,U+0044 U+00E9,LATIN CAPITAL LETTER D | LATIN SMALL LETTER E WITH ACUTE
n>,5,U+006E U+003E,LATIN SMALL LETTER N | GREATER-THAN SIGN
ံw,5,U+1036 U+0077,MYANMAR SIGN ANUSVARA | LATIN SMALL LETTER W
။Z,5,U+104B U+005A,MYANMAR SIGN SECTION | LATIN CAPITAL LETTER Z
်ร,5,U+103A U+0E23,MYANMAR SIGN ASAT | THAI CHARACTER RO RUA
ีศ,5,U+0E35 U+0E28,THAI CHARACTER SARA II | THAI CHARACTER SO SALA
ีว,5,U+0E35 U+0E27,THAI CHARACTER SARA II | THAI CHARACTER WO WAEN
R5,5,U+0052 U+0035,LATIN CAPITAL LETTER R | DIGIT FIVE
n၂,5,U+006E U+1042,LATIN SMALL LETTER N | MYANMAR DIGIT TWO
ိE,5,U+102D U+0045,MYANMAR VOWEL SIGN I | LATIN CAPITAL LETTER E
Mä,5,U+004D U+00E4,LATIN CAPITAL LETTER M | LATIN SMALL LETTER A WITH DIAERESIS
%c,5,U+0025 U+0063,PERCENT SIGN | LATIN SMALL LETTER C
ัช,5,U+0E31 U+0E0A,THAI CHARACTER MAI HAN-AKAT | THAI CHARACTER CHO CHANG
ชธ,5,U+0E0A U+0E18,THAI CHARACTER CHO CHANG | THAI CHARACTER THO THONG
၊k,5,U+104A U+006B,MYANMAR SIGN LITTLE SECTION | LATIN SMALL LETTER K
̪ʋ,5,U+032A U+028B,COMBINING BRIDGE BELOW | LATIN SMALL LETTER V WITH HOOK
"ɪ,",5,U+026A U+002C,LATIN LETTER SMALL CAPITAL I | COMMA
bə,5,U+0062 U+0259,LATIN SMALL LETTER B | LATIN SMALL LETTER SCHWA
ʋɪ,5,U+028B U+026A,LATIN SMALL LETTER V WITH HOOK | LATIN LETTER SMALL CAPITAL I
ːj,5,U+02D0 U+006A,MODIFIER LETTER TRIANGULAR COLON | LATIN SMALL LETTER J
əɳ,5,U+0259 U+0273,LATIN SMALL LETTER SCHWA | LATIN SMALL LETTER N WITH RETROFLEX HOOK
lɑ,5,U+006C U+0251,LATIN SMALL LETTER L | LATIN SMALL LETTER ALPHA
mɑ,5,U+006D U+0251,LATIN SMALL LETTER M | LATIN SMALL LETTER ALPHA
ʒə,5,U+0292 U+0259,LATIN SMALL LETTER EZH | LATIN SMALL LETTER SCHWA
ान,5,U+093E U+0928,DEVANAGARI VOWEL SIGN AA | DEVANAGARI LETTER NA
ခဉ,5,U+1001 U+1009,MYANMAR LETTER KHA | MYANMAR LETTER NYA
öd,5,U+00F6 U+0064,LATIN SMALL LETTER O WITH DIAERESIS | LATIN SMALL LETTER D
él,5,U+00E9 U+006C,LATIN SMALL LETTER E WITH ACUTE | LATIN SMALL LETTER L
भी,5,U+092D U+0940,DEVANAGARI LETTER BHA | DEVANAGARI VOWEL SIGN II
D6,5,U+0044 U+0036,LATIN CAPITAL LETTER D | DIGIT SIX
IQ,5,U+0049 U+0051,LATIN CAPITAL LETTER I | LATIN CAPITAL LETTER Q
tə,5,U+0074 U+0259,LATIN SMALL LETTER T | LATIN SMALL LETTER SCHWA
;Z,5,U+003B U+005A,SEMICOLON | LATIN CAPITAL LETTER Z
'Y,5,U+0027 U+0059,APOSTROPHE | LATIN CAPITAL LETTER Y
"""q",5,U+0022 U+0071,QUOTATION MARK | LATIN SMALL LETTER Q
Uf,5,U+0055 U+0066,LATIN CAPITAL LETTER U | LATIN SMALL LETTER F
ာဤ,5,U+102C U+1024,MYANMAR VOWEL SIGN AA | MYANMAR LETTER II
hန,5,U+0068 U+1014,LATIN SMALL LETTER H | MYANMAR LETTER NA
´´,5,U+00B4 U+00B4,ACUTE ACCENT | ACUTE ACCENT
`ပ,5,U+0060 U+1015,GRAVE ACCENT | MYANMAR LETTER PA
ဒ*,5,U+1012 U+002A,MYANMAR LETTER DA | ASTERISK
ск,5,U+0441 U+043A,CYRILLIC SMALL LETTER ES | CYRILLIC SMALL LETTER KA
éC,5,U+00E9 U+0043,LATIN SMALL LETTER E WITH ACUTE | LATIN CAPITAL LETTER C
ić,5,U+0069 U+0107,LATIN SMALL LETTER I | LATIN SMALL LETTER C WITH ACUTE
E$,5,U+0045 U+0024,LATIN CAPITAL LETTER E | DOLLAR SIGN
:X,5,U+003A U+0058,COLON | LATIN CAPITAL LETTER X
ေT,5,U+1031 U+0054,MYANMAR VOWEL SIGN E | LATIN CAPITAL LETTER T
โบ,5,U+0E42 U+0E1A,THAI CHARACTER SARA O | THAI CHARACTER BO BAIMAI
หะ,5,U+0E2B U+0E30,THAI CHARACTER HO HIP | THAI CHARACTER SARA A
ผ้,5,U+0E1C U+0E49,THAI CHARACTER PHO PHUNG | THAI CHARACTER MAI THO
คง,5,U+0E04 U+0E07,THAI CHARACTER KHO KHWAI | THAI CHARACTER NGO NGU
ตี,5,U+0E15 U+0E35,THAI CHARACTER TO TAO | THAI CHARACTER SARA II
ษฐ,5,U+0E29 U+0E10,THAI CHARACTER SO RUSI | THAI CHARACTER THO THAN
ษแ,5,U+0E29 U+0E41,THAI CHARACTER SO RUSI | THAI CHARACTER SARA AE
ๆม,5,U+0E46 U+0E21,THAI CHARACTER MAIYAMOK | THAI CHARACTER MO MA
ถู,5,U+0E16 U+0E39,THAI CHARACTER THO THUNG | THAI CHARACTER SARA UU
พจ,5,U+0E1E U+0E08,THAI CHARACTER PHO PHAN | THAI CHARACTER CHO CHAN
ยศ,5,U+0E22 U+0E28,THAI CHARACTER YO YAK | THAI CHARACTER SO SALA
น2,5,U+0E19 U+0032,THAI CHARACTER NO NU | DIGIT TWO
ศิ,5,U+0E28 U+0E34,THAI CHARACTER SO SALA | THAI CHARACTER SARA I
ลป,5,U+0E25 U+0E1B,THAI CHARACTER LO LING | THAI CHARACTER PO PLA
ิค,5,U+0E34 U+0E04,THAI CHARACTER SARA I | THAI CHARACTER KHO KHWAI
บบ,5,U+0E1A U+0E1A,THAI CHARACTER BO BAIMAI | THAI CHARACTER BO BAIMAI
กซ,5,U+0E01 U+0E0B,THAI CHARACTER KO KAI | THAI CHARACTER SO SO
วี,5,U+0E27 U+0E35,THAI CHARACTER WO WAEN | THAI CHARACTER SARA II
แอ,5,U+0E41 U+0E2D,THAI CHARACTER SARA AE | THAI CHARACTER O ANG
ิอ,5,U+0E34 U+0E2D,THAI CHARACTER SARA I | THAI CHARACTER O ANG
ะซ,5,U+0E30 U+0E0B,THAI CHARACTER SARA A | THAI CHARACTER SO SO
ศต,5,U+0E28 U+0E15,THAI CHARACTER SO SALA | THAI CHARACTER TO TAO
ตว,5,U+0E15 U+0E27,THAI CHARACTER TO TAO | THAI CHARACTER WO WAEN
ุธ,5,U+0E38 U+0E18,THAI CHARACTER SARA U | THAI CHARACTER THO THONG
์ศ,5,U+0E4C U+0E28,THAI CHARACTER THANTHAKHAT | THAI CHARACTER SO SALA
พ์,5,U+0E1E U+0E4C,THAI CHARACTER PHO PHAN | THAI CHARACTER THANTHAKHAT
มด,5,U+0E21 U+0E14,THAI CHARACTER MO MA | THAI CHARACTER DO DEK
ษอ,5,U+0E29 U+0E2D,THAI CHARACTER SO RUSI | THAI CHARACTER O ANG
"b""",5,U+0062 U+0022,LATIN SMALL LETTER B | QUOTATION MARK
ญั,5,U+0E0D U+0E31,THAI CHARACTER YO YING | THAI CHARACTER MAI HAN-AKAT
5e,5,U+0035 U+0065,DIGIT FIVE | LATIN SMALL LETTER E
ชพ,5,U+0E0A U+0E1E,THAI CHARACTER CHO CHANG | THAI CHARACTER PHO PHAN
)ห,5,U+0029 U+0E2B,RIGHT PARENTHESIS | THAI CHARACTER HO HIP
วต,5,U+0E27 U+0E15,THAI CHARACTER WO WAEN | THAI CHARACTER TO TAO
ซล,5,U+0E0B U+0E25,THAI CHARACTER SO SO | THAI CHARACTER LO LING
รจ,5,U+0E23 U+0E08,THAI CHARACTER RO RUA | THAI CHARACTER CHO CHAN
์ท,5,U+0E4C U+0E17,THAI CHARACTER THANTHAKHAT | THAI CHARACTER THO THAHAN
eห,5,U+0065 U+0E2B,LATIN SMALL LETTER E | THAI CHARACTER HO HIP
ญน,5,U+0E0D U+0E19,THAI CHARACTER YO YING | THAI CHARACTER NO NU
ถิ,5,U+0E16 U+0E34,THAI CHARACTER THO THUNG | THAI CHARACTER SARA I
งผ,5,U+0E07 U+0E1C,THAI CHARACTER NGO NGU | THAI CHARACTER PHO PHUNG
จื,5,U+0E08 U+0E37,THAI CHARACTER CHO CHAN | THAI CHARACTER SARA UEE
"ี,",5,U+0E35 U+002C,THAI CHARACTER SARA II | COMMA
ฟอ,5,U+0E1F U+0E2D,THAI CHARACTER FO FAN | THAI CHARACTER O ANG
พเ,5,U+0E1E U+0E40,THAI CHARACTER PHO PHAN | THAI CHARACTER SARA E
တ$,5,U+1010 U+0024,MYANMAR LETTER TA | DOLLAR SIGN
စe,5,U+1005 U+0065,MYANMAR LETTER CA | LATIN SMALL LETTER E
xB,5,U+0078 U+0042,LATIN SMALL LETTER X | LATIN CAPITAL LETTER B
န[,5,U+1014 U+005B,MYANMAR LETTER NA | LEFT SQUARE BRACKET
ün,5,U+00FC U+006E,LATIN SMALL LETTER U WITH DIAERESIS | LATIN SMALL LETTER N
5;,5,U+0035 U+003B,DIGIT FIVE | SEMICOLON
:ဩ,5,U+003A U+1029,COLON | MYANMAR LETTER O
ယဨ,5,U+101A U+1028,MYANMAR LETTER YA | MYANMAR LETTER MON E
+ေ,5,U+002B U+1031,PLUS SIGN | MYANMAR VOWEL SIGN E
ေ+,5,U+1031 U+002B,MYANMAR VOWEL SIGN E | PLUS SIGN
ဟဴ,5,U+101F U+1034,MYANMAR LETTER HA | MYANMAR VOWEL SIGN MON O
$ဇ,5,U+0024 U+1007,DOLLAR SIGN | MYANMAR LETTER JA
၌သ,5,U+104C U+101E,MYANMAR SYMBOL LOCATIVE | MYANMAR LETTER SA
"""ဧ",5,U+0022 U+1027,QUOTATION MARK | MYANMAR LETTER E
ōn,5,U+014D U+006E,LATIN SMALL LETTER O WITH MACRON | LATIN SMALL LETTER N
ˈl,5,U+02C8 U+006C,MODIFIER LETTER VERTICAL LINE | LATIN SMALL LETTER L
Nr,5,U+004E U+0072,LATIN CAPITAL LETTER N | LATIN SMALL LETTER R
6s,5,U+0036 U+0073,DIGIT SIX | LATIN SMALL LETTER S
%C,5,U+0025 U+0043,PERCENT SIGN | LATIN CAPITAL LETTER C
'ဇ,5,U+0027 U+1007,APOSTROPHE | MYANMAR LETTER JA
y`,5,U+0079 U+0060,LATIN SMALL LETTER Y | GRAVE ACCENT
းv,5,U+1038 U+0076,MYANMAR SIGN VISARGA | LATIN SMALL LETTER V
!တ,5,U+0021 U+1010,EXCLAMATION MARK | MYANMAR LETTER TA
၀ဦ,5,U+1040 U+1026,MYANMAR DIGIT ZERO | MYANMAR LETTER UU
"""၇",5,U+0022 U+1047,QUOTATION MARK | MYANMAR DIGIT SEVEN
'U,5,U+0027 U+0055,APOSTROPHE | LATIN CAPITAL LETTER U
x2,5,U+0078 U+0032,LATIN SMALL LETTER X | DIGIT TWO
+*,5,U+002B U+002A,PLUS SIGN | ASTERISK
1`,5,U+0031 U+0060,DIGIT ONE | GRAVE ACCENT
ဲ?,5,U+1032 U+003F,MYANMAR VOWEL SIGN AI | QUESTION MARK
`1,5,U+0060 U+0031,GRAVE ACCENT | DIGIT ONE
2`,5,U+0032 U+0060,DIGIT TWO | GRAVE ACCENT
:ၚ,5,U+003A U+105A,COLON | MYANMAR LETTER MON NGA
ญ-,5,U+0E0D U+002D,THAI CHARACTER YO YING | HYPHEN-MINUS
ဃဥ,5,U+1003 U+1025,MYANMAR LETTER GHA | MYANMAR LETTER U
रि,5,U+0930 U+093F,DEVANAGARI LETTER RA | DEVANAGARI VOWEL SIGN I
