bigram,count,codepoints,unicode_names
ရလ,648,U+101B U+101C,MYANMAR LETTER RA | MYANMAR LETTER LA
ာၜ,646,U+102C U+105C,MYANMAR VOWEL SIGN AA | MYANMAR LETTER MON BBA
လဂ,645,U+101C U+1002,MYANMAR LETTER LA | MYANMAR LETTER GA
ဓဇ,642,U+1013 U+1007,MYANMAR LETTER DHA | MYANMAR LETTER JA
၁၇,640,U+1041 U+1047,MYANMAR DIGIT ONE | MYANMAR DIGIT SEVEN
၄၀,639,U+1044 U+1040,MYANMAR DIGIT FOUR | MYANMAR DIGIT ZERO
ဗည,638,U+1017 U+100A,MYANMAR LETTER BA | MYANMAR LETTER NNYA
စဂ,637,U+1005 U+1002,MYANMAR LETTER CA | MYANMAR LETTER GA
ဇု,636,U+1007 U+102F,MYANMAR LETTER JA | MYANMAR VOWEL SIGN U
ရဏ,633,U+101B U+100F,MYANMAR LETTER RA | MYANMAR LETTER NNA
ဂူ,631,U+1002 U+1030,MYANMAR LETTER GA | MYANMAR VOWEL SIGN UU
ာဆ,630,U+102C U+1006,MYANMAR VOWEL SIGN AA | MYANMAR LETTER CHA
မမ,630,U+1019 U+1019,MYANMAR LETTER MA | MYANMAR LETTER MA
မစ,629,U+1019 U+1005,MYANMAR LETTER MA | MYANMAR LETTER CA
ၟဲ,628,U+105F U+1032,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN AI
ၠရ,625,U+1060 U+101B,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER RA
ဟၟ,625,U+101F U+105F,MYANMAR LETTER HA | MYANMAR CONSONANT SIGN MON MEDIAL MA
းဝ,624,U+1038 U+101D,MYANMAR SIGN VISARGA | MYANMAR LETTER WA
ေလ,622,U+1031 U+101C,MYANMAR VOWEL SIGN E | MYANMAR LETTER LA
ူဌ,621,U+1030 U+100C,MYANMAR VOWEL SIGN UU | MYANMAR LETTER TTHA
ာဖ,620,U+102C U+1016,MYANMAR VOWEL SIGN AA | MYANMAR LETTER PHA
ျဝ,619,U+103B U+101D,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER WA
ထၜ,617,U+1011 U+105C,MYANMAR LETTER THA | MYANMAR LETTER MON BBA
ကယ,617,U+1000 U+101A,MYANMAR LETTER KA | MYANMAR LETTER YA
မခ,616,U+1019 U+1001,MYANMAR LETTER MA | MYANMAR LETTER KHA
၉၉,616,U+1049 U+1049,MYANMAR DIGIT NINE | MYANMAR DIGIT NINE
ဗသ,615,U+1017 U+101E,MYANMAR LETTER BA | MYANMAR LETTER SA
ဌက,614,U+100C U+1000,MYANMAR LETTER TTHA | MYANMAR LETTER KA
ခ်,611,U+1001 U+103A,MYANMAR LETTER KHA | MYANMAR SIGN ASAT
ဗစ,608,U+1017 U+1005,MYANMAR LETTER BA | MYANMAR LETTER CA
ဂပ,606,U+1002 U+1015,MYANMAR LETTER GA | MYANMAR LETTER PA
၊၂,604,U+104A U+1042,MYANMAR SIGN LITTLE SECTION | MYANMAR DIGIT TWO
ဳန,604,U+1033 U+1014,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER NA
ြသ,604,U+103C U+101E,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER SA
၃ဂ,602,U+1043 U+1002,MYANMAR DIGIT THREE | MYANMAR LETTER GA
ယက,598,U+101A U+1000,MYANMAR LETTER YA | MYANMAR LETTER KA
ဍၚ,591,U+100D U+105A,MYANMAR LETTER DDA | MYANMAR LETTER MON NGA
ဂယ,590,U+1002 U+101A,MYANMAR LETTER GA | MYANMAR LETTER YA
ဗဂ,590,U+1017 U+1002,MYANMAR LETTER BA | MYANMAR LETTER GA
ဒဏ,590,U+1012 U+100F,MYANMAR LETTER DA | MYANMAR LETTER NNA
အဟ,589,U+1021 U+101F,MYANMAR LETTER A | MYANMAR LETTER HA
ဒဴ,584,U+1012 U+1034,MYANMAR LETTER DA | MYANMAR VOWEL SIGN MON O
ဗဳ,584,U+1017 U+1033,MYANMAR LETTER BA | MYANMAR VOWEL SIGN MON II
ဳဏ,582,U+1033 U+100F,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER NNA
်၉,579,U+103A U+1049,MYANMAR SIGN ASAT | MYANMAR DIGIT NINE
၆တ,578,U+1046 U+1010,MYANMAR DIGIT SIX | MYANMAR LETTER TA
ဠာ,577,U+1020 U+102C,MYANMAR LETTER LLA | MYANMAR VOWEL SIGN AA
ွူ,577,U+103D U+1030,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN UU
၆ဂ,572,U+1046 U+1002,MYANMAR DIGIT SIX | MYANMAR LETTER GA
ဓလ,571,U+1013 U+101C,MYANMAR LETTER DHA | MYANMAR LETTER LA
ဆ္,566,U+1006 U+1039,MYANMAR LETTER CHA | MYANMAR SIGN VIRAMA
ာဓ,564,U+102C U+1013,MYANMAR VOWEL SIGN AA | MYANMAR LETTER DHA
သဂ,561,U+101E U+1002,MYANMAR LETTER SA | MYANMAR LETTER GA
လဟ,560,U+101C U+101F,MYANMAR LETTER LA | MYANMAR LETTER HA
ဩန,559,U+1029 U+1014,MYANMAR LETTER O | MYANMAR LETTER NA
ယး,559,U+101A U+1038,MYANMAR LETTER YA | MYANMAR SIGN VISARGA
သံ,558,U+101E U+1036,MYANMAR LETTER SA | MYANMAR SIGN ANUSVARA
ဂရ,558,U+1002 U+101B,MYANMAR LETTER GA | MYANMAR LETTER RA
ထု,556,U+1011 U+102F,MYANMAR LETTER THA | MYANMAR VOWEL SIGN U
ျီ,555,U+103B U+102E,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN II
ဴစ,554,U+1034 U+1005,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER CA
ဴဏ,551,U+1034 U+100F,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER NNA
တဆ,548,U+1010 U+1006,MYANMAR LETTER TA | MYANMAR LETTER CHA
ဌဗ,546,U+100C U+1017,MYANMAR LETTER TTHA | MYANMAR LETTER BA
ခတ,542,U+1001 U+1010,MYANMAR LETTER KHA | MYANMAR LETTER TA
လဒ,542,U+101C U+1012,MYANMAR LETTER LA | MYANMAR LETTER DA
ပဋ,540,U+1015 U+100B,MYANMAR LETTER PA | MYANMAR LETTER TTA
ူ၊,537,U+1030 U+104A,MYANMAR VOWEL SIGN UU | MYANMAR SIGN LITTLE SECTION
ကန,537,U+1000 U+1014,MYANMAR LETTER KA | MYANMAR LETTER NA
ဗဗ,537,U+1017 U+1017,MYANMAR LETTER BA | MYANMAR LETTER BA
တဟ,534,U+1010 U+101F,MYANMAR LETTER TA | MYANMAR LETTER HA
ဆီ,534,U+1006 U+102E,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN II
အထ,533,U+1021 U+1011,MYANMAR LETTER A | MYANMAR LETTER THA
၊ဘ,531,U+104A U+1018,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER BHA
ဗရ,529,U+1017 U+101B,MYANMAR LETTER BA | MYANMAR LETTER RA
ဖံ,529,U+1016 U+1036,MYANMAR LETTER PHA | MYANMAR SIGN ANUSVARA
ဒူ,528,U+1012 U+1030,MYANMAR LETTER DA | MYANMAR VOWEL SIGN UU
းယ,528,U+1038 U+101A,MYANMAR SIGN VISARGA | MYANMAR LETTER YA
ဳဓ,527,U+1033 U+1013,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER DHA
ဂဳ,527,U+1002 U+1033,MYANMAR LETTER GA | MYANMAR VOWEL SIGN MON II
်ဣ,526,U+103A U+1023,MYANMAR SIGN ASAT | MYANMAR LETTER I
ဝဏ,525,U+101D U+100F,MYANMAR LETTER WA | MYANMAR LETTER NNA
ဇဳ,522,U+1007 U+1033,MYANMAR LETTER JA | MYANMAR VOWEL SIGN MON II
စ်,519,U+1005 U+103A,MYANMAR LETTER CA | MYANMAR SIGN ASAT
ဴထ,516,U+1034 U+1011,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER THA
ဳဝ,515,U+1033 U+101D,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER WA
ၞက,507,U+105E U+1000,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER KA
ဇွ,507,U+1007 U+103D,MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL WA
ၠဒ,505,U+1060 U+1012,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER DA
ိဝ,505,U+102D U+101D,MYANMAR VOWEL SIGN I | MYANMAR LETTER WA
၉တ,504,U+1049 U+1010,MYANMAR DIGIT NINE | MYANMAR LETTER TA
ဝး,504,U+101D U+1038,MYANMAR LETTER WA | MYANMAR SIGN VISARGA
ၞပ,503,U+105E U+1015,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER PA
၊ၜ,502,U+104A U+105C,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER MON BBA
ကက,502,U+1000 U+1000,MYANMAR LETTER KA | MYANMAR LETTER KA
ဣရ,502,U+1023 U+101B,MYANMAR LETTER I | MYANMAR LETTER RA
ဲဌ,501,U+1032 U+100C,MYANMAR VOWEL SIGN AI | MYANMAR LETTER TTHA
ု၁,501,U+102F U+1041,MYANMAR VOWEL SIGN U | MYANMAR DIGIT ONE
ကဂ,501,U+1000 U+1002,MYANMAR LETTER KA | MYANMAR LETTER GA
ဖု,499,U+1016 U+102F,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN U
စဒ,497,U+1005 U+1012,MYANMAR LETTER CA | MYANMAR LETTER DA
၇တ,497,U+1047 U+1010,MYANMAR DIGIT SEVEN | MYANMAR LETTER TA
၂၈,493,U+1042 U+1048,MYANMAR DIGIT TWO | MYANMAR DIGIT EIGHT
ြီ,491,U+103C U+102E,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN II
၄ဂ,490,U+1044 U+1002,MYANMAR DIGIT FOUR | MYANMAR LETTER GA
။ဇ,490,U+104B U+1007,MYANMAR SIGN SECTION | MYANMAR LETTER JA
ဳဖ,488,U+1033 U+1016,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER PHA
ၜံ,488,U+105C U+1036,MYANMAR LETTER MON BBA | MYANMAR SIGN ANUSVARA
ဓီ,487,U+1013 U+102E,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN II
စလ,485,U+1005 U+101C,MYANMAR LETTER CA | MYANMAR LETTER LA
ကၚ,482,U+1000 U+105A,MYANMAR LETTER KA | MYANMAR LETTER MON NGA
ူထ,482,U+1030 U+1011,MYANMAR VOWEL SIGN UU | MYANMAR LETTER THA
ၜဵ,481,U+105C U+1035,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN E ABOVE
ပဵ,478,U+1015 U+1035,MYANMAR LETTER PA | MYANMAR VOWEL SIGN E ABOVE
ဝပ,477,U+101D U+1015,MYANMAR LETTER WA | MYANMAR LETTER PA
ၠမ,476,U+1060 U+1019,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER MA
ၜေ,474,U+105C U+1031,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN E
့်,473,U+1037 U+103A,MYANMAR SIGN DOT BELOW | MYANMAR SIGN ASAT
လၚ,473,U+101C U+105A,MYANMAR LETTER LA | MYANMAR LETTER MON NGA
ြည,472,U+103C U+100A,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER NNYA
ူဘ,471,U+1030 U+1018,MYANMAR VOWEL SIGN UU | MYANMAR LETTER BHA
ပဝ,470,U+1015 U+101D,MYANMAR LETTER PA | MYANMAR LETTER WA
၂၄,468,U+1042 U+1044,MYANMAR DIGIT TWO | MYANMAR DIGIT FOUR
သဓ,468,U+101E U+1013,MYANMAR LETTER SA | MYANMAR LETTER DHA
ဆဝ,466,U+1006 U+101D,MYANMAR LETTER CHA | MYANMAR LETTER WA
ၞဲ,465,U+105E U+1032,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AI
၂၆,463,U+1042 U+1046,MYANMAR DIGIT TWO | MYANMAR DIGIT SIX
။ခ,463,U+104B U+1001,MYANMAR SIGN SECTION | MYANMAR LETTER KHA
နဳ,463,U+1014 U+1033,MYANMAR LETTER NA | MYANMAR VOWEL SIGN MON II
်ဠ,462,U+103A U+1020,MYANMAR SIGN ASAT | MYANMAR LETTER LLA
ၚံ,460,U+105A U+1036,MYANMAR LETTER MON NGA | MYANMAR SIGN ANUSVARA
၆၀,460,U+1046 U+1040,MYANMAR DIGIT SIX | MYANMAR DIGIT ZERO
ီသ,459,U+102E U+101E,MYANMAR VOWEL SIGN II | MYANMAR LETTER SA
ဠက,459,U+1020 U+1000,MYANMAR LETTER LLA | MYANMAR LETTER KA
ဥတ,458,U+1025 U+1010,MYANMAR LETTER U | MYANMAR LETTER TA
္ဏ,456,U+1039 U+100F,MYANMAR SIGN VIRAMA | MYANMAR LETTER NNA
ခ္,455,U+1001 U+1039,MYANMAR LETTER KHA | MYANMAR SIGN VIRAMA
ဇရ,448,U+1007 U+101B,MYANMAR LETTER JA | MYANMAR LETTER RA
ေယ,446,U+1031 U+101A,MYANMAR VOWEL SIGN E | MYANMAR LETTER YA
ေစ,445,U+1031 U+1005,MYANMAR VOWEL SIGN E | MYANMAR LETTER CA
၁ဗ,445,U+1041 U+1017,MYANMAR DIGIT ONE | MYANMAR LETTER BA
ၞန,444,U+105E U+1014,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER NA
ု၂,443,U+102F U+1042,MYANMAR VOWEL SIGN U | MYANMAR DIGIT TWO
တဏ,440,U+1010 U+100F,MYANMAR LETTER TA | MYANMAR LETTER NNA
ဝှ,438,U+101D U+103E,MYANMAR LETTER WA | MYANMAR CONSONANT SIGN MEDIAL HA
မဗ,438,U+1019 U+1017,MYANMAR LETTER MA | MYANMAR LETTER BA
၂၃,437,U+1042 U+1043,MYANMAR DIGIT TWO | MYANMAR DIGIT THREE
ဖၟ,436,U+1016 U+105F,MYANMAR LETTER PHA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ဳ၁,433,U+1033 U+1041,MYANMAR VOWEL SIGN MON II | MYANMAR DIGIT ONE
လသ,432,U+101C U+101E,MYANMAR LETTER LA | MYANMAR LETTER SA
၅သ,431,U+1045 U+101E,MYANMAR DIGIT FIVE | MYANMAR LETTER SA
၀မ,430,U+1040 U+1019,MYANMAR DIGIT ZERO | MYANMAR LETTER MA
၉၀,428,U+1049 U+1040,MYANMAR DIGIT NINE | MYANMAR DIGIT ZERO
ီး,428,U+102E U+1038,MYANMAR VOWEL SIGN II | MYANMAR SIGN VISARGA
၊ဝ,425,U+104A U+101D,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER WA
၇ဂ,425,U+1047 U+1002,MYANMAR DIGIT SEVEN | MYANMAR LETTER GA
ဟလ,425,U+101F U+101C,MYANMAR LETTER HA | MYANMAR LETTER LA
ဳဍ,424,U+1033 U+100D,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER DDA
ဴဍ,423,U+1034 U+100D,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER DDA
ကည,421,U+1000 U+100A,MYANMAR LETTER KA | MYANMAR LETTER NNYA
၊ဥ,419,U+104A U+1025,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER U
ရဗ,417,U+101B U+1017,MYANMAR LETTER RA | MYANMAR LETTER BA
္ဆ,416,U+1039 U+1006,MYANMAR SIGN VIRAMA | MYANMAR LETTER CHA
ဝဳ,415,U+101D U+1033,MYANMAR LETTER WA | MYANMAR VOWEL SIGN MON II
ွန,412,U+103D U+1014,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER NA
သလ,411,U+101E U+101C,MYANMAR LETTER SA | MYANMAR LETTER LA
နအ,411,U+1014 U+1021,MYANMAR LETTER NA | MYANMAR LETTER A
ၜက,410,U+105C U+1000,MYANMAR LETTER MON BBA | MYANMAR LETTER KA
၉ဂ,409,U+1049 U+1002,MYANMAR DIGIT NINE | MYANMAR LETTER GA
ညၚ,407,U+100A U+105A,MYANMAR LETTER NNYA | MYANMAR LETTER MON NGA
္န,403,U+1039 U+1014,MYANMAR SIGN VIRAMA | MYANMAR LETTER NA
ၚီ,398,U+105A U+102E,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN II
၂၇,398,U+1042 U+1047,MYANMAR DIGIT TWO | MYANMAR DIGIT SEVEN
နတ,398,U+1014 U+1010,MYANMAR LETTER NA | MYANMAR LETTER TA
ါယ,398,U+102B U+101A,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER YA
ဲၚ,395,U+1032 U+105A,MYANMAR VOWEL SIGN AI | MYANMAR LETTER MON NGA
လဇ,394,U+101C U+1007,MYANMAR LETTER LA | MYANMAR LETTER JA
ိဇ,393,U+102D U+1007,MYANMAR VOWEL SIGN I | MYANMAR LETTER JA
တဂ,390,U+1010 U+1002,MYANMAR LETTER TA | MYANMAR LETTER GA
ထ်,388,U+1011 U+103A,MYANMAR LETTER THA | MYANMAR SIGN ASAT
ကဋ,388,U+1000 U+100B,MYANMAR LETTER KA | MYANMAR LETTER TTA
်ဩ,387,U+103A U+1029,MYANMAR SIGN ASAT | MYANMAR LETTER O
ရစ,387,U+101B U+1005,MYANMAR LETTER RA | MYANMAR LETTER CA
ါဏ,387,U+102B U+100F,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER NNA
၈၀,386,U+1048 U+1040,MYANMAR DIGIT EIGHT | MYANMAR DIGIT ZERO
ၚ္,386,U+105A U+1039,MYANMAR LETTER MON NGA | MYANMAR SIGN VIRAMA
ဘဏ,381,U+1018 U+100F,MYANMAR LETTER BHA | MYANMAR LETTER NNA
ဴည,381,U+1034 U+100A,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER NNYA
ံ။,380,U+1036 U+104B,MYANMAR SIGN ANUSVARA | MYANMAR SIGN SECTION
ဗါ,380,U+1017 U+102B,MYANMAR LETTER BA | MYANMAR VOWEL SIGN TALL AA
၅က,377,U+1045 U+1000,MYANMAR DIGIT FIVE | MYANMAR LETTER KA
ၠၚ,377,U+1060 U+105A,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER MON NGA
ဣဏ,376,U+1023 U+100F,MYANMAR LETTER I | MYANMAR LETTER NNA
ှၚ,376,U+103E U+105A,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER MON NGA
ူယ,374,U+1030 U+101A,MYANMAR VOWEL SIGN UU | MYANMAR LETTER YA
ျတ,373,U+103B U+1010,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER TA
၃၁,373,U+1043 U+1041,MYANMAR DIGIT THREE | MYANMAR DIGIT ONE
်ၝ,373,U+103A U+105D,MYANMAR SIGN ASAT | MYANMAR LETTER MON BBE
အး,369,U+1021 U+1038,MYANMAR LETTER A | MYANMAR SIGN VISARGA
ဍဵ,368,U+100D U+1035,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN E ABOVE
ထာ,367,U+1011 U+102C,MYANMAR LETTER THA | MYANMAR VOWEL SIGN AA
နယ,366,U+1014 U+101A,MYANMAR LETTER NA | MYANMAR LETTER YA
ယံ,366,U+101A U+1036,MYANMAR LETTER YA | MYANMAR SIGN ANUSVARA
ဝု,365,U+101D U+102F,MYANMAR LETTER WA | MYANMAR VOWEL SIGN U
၇၀,365,U+1047 U+1040,MYANMAR DIGIT SEVEN | MYANMAR DIGIT ZERO
ဗဵ,363,U+1017 U+1035,MYANMAR LETTER BA | MYANMAR VOWEL SIGN E ABOVE
ၚ့,363,U+105A U+1037,MYANMAR LETTER MON NGA | MYANMAR SIGN DOT BELOW
ၟါ,363,U+105F U+102B,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN TALL AA
မဇ,360,U+1019 U+1007,MYANMAR LETTER MA | MYANMAR LETTER JA
စၚ,358,U+1005 U+105A,MYANMAR LETTER CA | MYANMAR LETTER MON NGA
ပဟ,357,U+1015 U+101F,MYANMAR LETTER PA | MYANMAR LETTER HA
ဴဝ,356,U+1034 U+101D,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER WA
ဉ်,355,U+1009 U+103A,MYANMAR LETTER NYA | MYANMAR SIGN ASAT
၊ဖ,352,U+104A U+1016,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER PHA
စဏ,349,U+1005 U+100F,MYANMAR LETTER CA | MYANMAR LETTER NNA
ယတ,347,U+101A U+1010,MYANMAR LETTER YA | MYANMAR LETTER TA
ု်,345,U+102F U+103A,MYANMAR VOWEL SIGN U | MYANMAR SIGN ASAT
အဵ,345,U+1021 U+1035,MYANMAR LETTER A | MYANMAR VOWEL SIGN E ABOVE
ခံ,344,U+1001 U+1036,MYANMAR LETTER KHA | MYANMAR SIGN ANUSVARA
အဖ,342,U+1021 U+1016,MYANMAR LETTER A | MYANMAR LETTER PHA
။ဥ,341,U+104B U+1025,MYANMAR SIGN SECTION | MYANMAR LETTER U
၀ဏ,340,U+1040 U+100F,MYANMAR DIGIT ZERO | MYANMAR LETTER NNA
ဆၜ,340,U+1006 U+105C,MYANMAR LETTER CHA | MYANMAR LETTER MON BBA
၈၈,339,U+1048 U+1048,MYANMAR DIGIT EIGHT | MYANMAR DIGIT EIGHT
ဳခ,338,U+1033 U+1001,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KHA
သယ,338,U+101E U+101A,MYANMAR LETTER SA | MYANMAR LETTER YA
ဳ၂,337,U+1033 U+1042,MYANMAR VOWEL SIGN MON II | MYANMAR DIGIT TWO
ှဂ,337,U+103E U+1002,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER GA
ၜု,334,U+105C U+102F,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN U
စအ,334,U+1005 U+1021,MYANMAR LETTER CA | MYANMAR LETTER A
၊ထ,334,U+104A U+1011,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER THA
ခပ,334,U+1001 U+1015,MYANMAR LETTER KHA | MYANMAR LETTER PA
ယဂ,332,U+101A U+1002,MYANMAR LETTER YA | MYANMAR LETTER GA
ု၆,331,U+102F U+1046,MYANMAR VOWEL SIGN U | MYANMAR DIGIT SIX
စည,331,U+1005 U+100A,MYANMAR LETTER CA | MYANMAR LETTER NNYA
ဖါ,329,U+1016 U+102B,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN TALL AA
ှတ,326,U+103E U+1010,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER TA
ီဏ,325,U+102E U+100F,MYANMAR VOWEL SIGN II | MYANMAR LETTER NNA
ဏှ,325,U+100F U+103E,MYANMAR LETTER NNA | MYANMAR CONSONANT SIGN MEDIAL HA
ၞူ,323,U+105E U+1030,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN UU
ၞၚ,322,U+105E U+105A,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER MON NGA
ီည,321,U+102E U+100A,MYANMAR VOWEL SIGN II | MYANMAR LETTER NNYA
ဟု,320,U+101F U+102F,MYANMAR LETTER HA | MYANMAR VOWEL SIGN U
ာဥ,320,U+102C U+1025,MYANMAR VOWEL SIGN AA | MYANMAR LETTER U
ဌဂ,319,U+100C U+1002,MYANMAR LETTER TTHA | MYANMAR LETTER GA
ျက,319,U+103B U+1000,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER KA
ာ၃,319,U+102C U+1043,MYANMAR VOWEL SIGN AA | MYANMAR DIGIT THREE
ဍပ,318,U+100D U+1015,MYANMAR LETTER DDA | MYANMAR LETTER PA
မဏ,318,U+1019 U+100F,MYANMAR LETTER MA | MYANMAR LETTER NNA
၀၊,317,U+1040 U+104A,MYANMAR DIGIT ZERO | MYANMAR SIGN LITTLE SECTION
ဒီ,315,U+1012 U+102E,MYANMAR LETTER DA | MYANMAR VOWEL SIGN II
သူ,314,U+101E U+1030,MYANMAR LETTER SA | MYANMAR VOWEL SIGN UU
၂၉,314,U+1042 U+1049,MYANMAR DIGIT TWO | MYANMAR DIGIT NINE
နမ,314,U+1014 U+1019,MYANMAR LETTER NA | MYANMAR LETTER MA
၂သ,313,U+1042 U+101E,MYANMAR DIGIT TWO | MYANMAR LETTER SA
တသ,312,U+1010 U+101E,MYANMAR LETTER TA | MYANMAR LETTER SA
ီဒ,312,U+102E U+1012,MYANMAR VOWEL SIGN II | MYANMAR LETTER DA
်ဨ,311,U+103A U+1028,MYANMAR SIGN ASAT | MYANMAR LETTER MON E
၉၈,311,U+1049 U+1048,MYANMAR DIGIT NINE | MYANMAR DIGIT EIGHT
ါ၊,311,U+102B U+104A,MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN LITTLE SECTION
ကး,311,U+1000 U+1038,MYANMAR LETTER KA | MYANMAR SIGN VISARGA
ှပ,310,U+103E U+1015,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER PA
ဘု,310,U+1018 U+102F,MYANMAR LETTER BHA | MYANMAR VOWEL SIGN U
ဒၚ,310,U+1012 U+105A,MYANMAR LETTER DA | MYANMAR LETTER MON NGA
ုဿ,309,U+102F U+103F,MYANMAR VOWEL SIGN U | MYANMAR LETTER GREAT SA
ဒဂ,307,U+1012 U+1002,MYANMAR LETTER DA | MYANMAR LETTER GA
္ထ,307,U+1039 U+1011,MYANMAR SIGN VIRAMA | MYANMAR LETTER THA
သည,304,U+101E U+100A,MYANMAR LETTER SA | MYANMAR LETTER NNYA
ဒည,301,U+1012 U+100A,MYANMAR LETTER DA | MYANMAR LETTER NNYA
ညေ,300,U+100A U+1031,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN E
ဖာ,300,U+1016 U+102C,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN AA
ထၞ,300,U+1011 U+105E,MYANMAR LETTER THA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ဝမ,298,U+101D U+1019,MYANMAR LETTER WA | MYANMAR LETTER MA
ြတ,298,U+103C U+1010,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER TA
ရဍ,297,U+101B U+100D,MYANMAR LETTER RA | MYANMAR LETTER DDA
ါထ,297,U+102B U+1011,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER THA
၃သ,297,U+1043 U+101E,MYANMAR DIGIT THREE | MYANMAR LETTER SA
။ဘ,296,U+104B U+1018,MYANMAR SIGN SECTION | MYANMAR LETTER BHA
ဴဟ,295,U+1034 U+101F,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER HA
ဳၜ,294,U+1033 U+105C,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER MON BBA
၊၊,294,U+104A U+104A,MYANMAR SIGN LITTLE SECTION | MYANMAR SIGN LITTLE SECTION
၅ဏ,294,U+1045 U+100F,MYANMAR DIGIT FIVE | MYANMAR LETTER NNA
ျ၊,293,U+103B U+104A,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR SIGN LITTLE SECTION
၉၅,291,U+1049 U+1045,MYANMAR DIGIT NINE | MYANMAR DIGIT FIVE
ေ၂,289,U+1031 U+1042,MYANMAR VOWEL SIGN E | MYANMAR DIGIT TWO
ပဳ,289,U+1015 U+1033,MYANMAR LETTER PA | MYANMAR VOWEL SIGN MON II
ၠသ,288,U+1060 U+101E,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER SA
ါစ,288,U+102B U+1005,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER CA
ာၝ,288,U+102C U+105D,MYANMAR VOWEL SIGN AA | MYANMAR LETTER MON BBE
