file,characters_counted,all_text_length,nga_to_mon_nga_replacements,status
custom/fb_oooKnowledge_4sep2024.txt,17397,19206,326,ok
custom/fb_javana.mon.2025_30Aug2025.txt,22820,25586,7,ok
custom/fb_moneranews_15mar2024.txt,56544,62498,1080,ok
custom/corpus.txt,61460,73805,1683,ok
