trigram,count,codepoints,unicode_names
်ေၜ,3,U+103A U+1031 U+105C,MYANMAR SIGN ASAT | MYANMAR VOWEL SIGN E | MYANMAR LETTER MON BBA
ာအစ,3,U+102C U+1021 U+1005,MYANMAR VOWEL SIGN AA | MYANMAR LETTER A | MYANMAR LETTER CA
တူန,3,U+1010 U+1030 U+1014,MYANMAR LETTER TA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER NA
ဏံယ,3,U+100F U+1036 U+101A,MYANMAR LETTER NNA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER YA
်ရလ,3,U+103A U+101B U+101C,MYANMAR SIGN ASAT | MYANMAR LETTER RA | MYANMAR LETTER LA
ံယဝ,3,U+1036 U+101A U+101D,MYANMAR SIGN ANUSVARA | MYANMAR LETTER YA | MYANMAR LETTER WA
ာအမ,3,U+102C U+1021 U+1019,MYANMAR VOWEL SIGN AA | MYANMAR LETTER A | MYANMAR LETTER MA
ိကၠ,3,U+102D U+1000 U+1060,MYANMAR VOWEL SIGN I | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL LA
၈၊၂,3,U+1048 U+104A U+1042,MYANMAR DIGIT EIGHT | MYANMAR SIGN LITTLE SECTION | MYANMAR DIGIT TWO
ဇ်ဍ,3,U+1007 U+103A U+100D,MYANMAR LETTER JA | MYANMAR SIGN ASAT | MYANMAR LETTER DDA
တုခ,3,U+1010 U+102F U+1001,MYANMAR LETTER TA | MYANMAR VOWEL SIGN U | MYANMAR LETTER KHA
ုခ္,3,U+102F U+1001 U+1039,MYANMAR VOWEL SIGN U | MYANMAR LETTER KHA | MYANMAR SIGN VIRAMA
ဳပေ,3,U+1033 U+1015 U+1031,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER PA | MYANMAR VOWEL SIGN E
၊ဗဒ,3,U+104A U+1017 U+1012,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER BA | MYANMAR LETTER DA
်၂၇,3,U+103A U+1042 U+1047,MYANMAR SIGN ASAT | MYANMAR DIGIT TWO | MYANMAR DIGIT SEVEN
၂၇တ,3,U+1042 U+1047 U+1010,MYANMAR DIGIT TWO | MYANMAR DIGIT SEVEN | MYANMAR LETTER TA
စကၠ,3,U+1005 U+1000 U+1060,MYANMAR LETTER CA | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL LA
၁၃၁,3,U+1041 U+1043 U+1041,MYANMAR DIGIT ONE | MYANMAR DIGIT THREE | MYANMAR DIGIT ONE
၊မ္,3,U+104A U+1019 U+1039,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER MA | MYANMAR SIGN VIRAMA
ၚးဍ,3,U+105A U+1038 U+100D,MYANMAR LETTER MON NGA | MYANMAR SIGN VISARGA | MYANMAR LETTER DDA
ု၊တ,3,U+102F U+104A U+1010,MYANMAR VOWEL SIGN U | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER TA
းကီ,3,U+1038 U+1000 U+102E,MYANMAR SIGN VISARGA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN II
္ပစ,3,U+1039 U+1015 U+1005,MYANMAR SIGN VIRAMA | MYANMAR LETTER PA | MYANMAR LETTER CA
ရဴန,3,U+101B U+1034 U+1014,MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER NA
လမတ,3,U+101C U+1019 U+1010,MYANMAR LETTER LA | MYANMAR LETTER MA | MYANMAR LETTER TA
တးန,3,U+1010 U+1038 U+1014,MYANMAR LETTER TA | MYANMAR SIGN VISARGA | MYANMAR LETTER NA
ရဴသ,3,U+101B U+1034 U+101E,MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER SA
ညဳက,3,U+100A U+1033 U+1000,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KA
ုဂု,3,U+102F U+1002 U+102F,MYANMAR VOWEL SIGN U | MYANMAR LETTER GA | MYANMAR VOWEL SIGN U
ြးတ,3,U+103C U+1038 U+1010,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR SIGN VISARGA | MYANMAR LETTER TA
းတ္,3,U+1038 U+1010 U+1039,MYANMAR SIGN VISARGA | MYANMAR LETTER TA | MYANMAR SIGN VIRAMA
်တဂ,3,U+103A U+1010 U+1002,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR LETTER GA
ံဇေ,3,U+1036 U+1007 U+1031,MYANMAR SIGN ANUSVARA | MYANMAR LETTER JA | MYANMAR VOWEL SIGN E
နဲပ,3,U+1014 U+1032 U+1015,MYANMAR LETTER NA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER PA
။ရံ,3,U+104B U+101B U+1036,MYANMAR SIGN SECTION | MYANMAR LETTER RA | MYANMAR SIGN ANUSVARA
းရပ,3,U+1038 U+101B U+1015,MYANMAR SIGN VISARGA | MYANMAR LETTER RA | MYANMAR LETTER PA
၀၂၁,3,U+1040 U+1042 U+1041,MYANMAR DIGIT ZERO | MYANMAR DIGIT TWO | MYANMAR DIGIT ONE
ၞးဂ,3,U+105E U+1038 U+1002,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR SIGN VISARGA | MYANMAR LETTER GA
စာယ,3,U+1005 U+102C U+101A,MYANMAR LETTER CA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER YA
ၞာက,3,U+105E U+102C U+1000,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER KA
်၁၉,3,U+103A U+1041 U+1049,MYANMAR SIGN ASAT | MYANMAR DIGIT ONE | MYANMAR DIGIT NINE
၁၉အ,3,U+1041 U+1049 U+1021,MYANMAR DIGIT ONE | MYANMAR DIGIT NINE | MYANMAR LETTER A
ပယာ,3,U+1015 U+101A U+102C,MYANMAR LETTER PA | MYANMAR LETTER YA | MYANMAR VOWEL SIGN AA
ယးပ,3,U+101A U+1038 U+1015,MYANMAR LETTER YA | MYANMAR SIGN VISARGA | MYANMAR LETTER PA
လ်ဒ,3,U+101C U+103A U+1012,MYANMAR LETTER LA | MYANMAR SIGN ASAT | MYANMAR LETTER DA
်တပ,3,U+103A U+1010 U+1015,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR LETTER PA
သဂံ,3,U+101E U+1002 U+1036,MYANMAR LETTER SA | MYANMAR LETTER GA | MYANMAR SIGN ANUSVARA
ခရာ,3,U+1001 U+101B U+102C,MYANMAR LETTER KHA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN AA
ုမဳ,3,U+102F U+1019 U+1033,MYANMAR VOWEL SIGN U | MYANMAR LETTER MA | MYANMAR VOWEL SIGN MON II
ဳတာ,3,U+1033 U+1010 U+102C,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER TA | MYANMAR VOWEL SIGN AA
ံရမ,3,U+1036 U+101B U+1019,MYANMAR SIGN ANUSVARA | MYANMAR LETTER RA | MYANMAR LETTER MA
ုတှ,3,U+102F U+1010 U+103E,MYANMAR VOWEL SIGN U | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL HA
ေဍေ,3,U+1031 U+100D U+1031,MYANMAR VOWEL SIGN E | MYANMAR LETTER DDA | MYANMAR VOWEL SIGN E
ဲမၚ,3,U+1032 U+1019 U+105A,MYANMAR VOWEL SIGN AI | MYANMAR LETTER MA | MYANMAR LETTER MON NGA
်၊ဇ,3,U+103A U+104A U+1007,MYANMAR SIGN ASAT | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER JA
တဲက,3,U+1010 U+1032 U+1000,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER KA
ါဲဂ,3,U+102B U+1032 U+1002,MYANMAR VOWEL SIGN TALL AA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER GA
ံလဂ,3,U+1036 U+101C U+1002,MYANMAR SIGN ANUSVARA | MYANMAR LETTER LA | MYANMAR LETTER GA
ုဗတ,3,U+102F U+1017 U+1010,MYANMAR VOWEL SIGN U | MYANMAR LETTER BA | MYANMAR LETTER TA
ိတေ,3,U+102D U+1010 U+1031,MYANMAR VOWEL SIGN I | MYANMAR LETTER TA | MYANMAR VOWEL SIGN E
ၚတအ,3,U+105A U+1010 U+1021,MYANMAR LETTER MON NGA | MYANMAR LETTER TA | MYANMAR LETTER A
ယဵု,3,U+101A U+1035 U+102F,MYANMAR LETTER YA | MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U
ကညေ,3,U+1000 U+100A U+1031,MYANMAR LETTER KA | MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN E
ၠစိ,3,U+1060 U+1005 U+102D,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER CA | MYANMAR VOWEL SIGN I
ဂဗဆ,3,U+1002 U+1017 U+1006,MYANMAR LETTER GA | MYANMAR LETTER BA | MYANMAR LETTER CHA
ဗဆဵ,3,U+1017 U+1006 U+1035,MYANMAR LETTER BA | MYANMAR LETTER CHA | MYANMAR VOWEL SIGN E ABOVE
ဵုဥ,3,U+1035 U+102F U+1025,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER U
လစှ,3,U+101C U+1005 U+103E,MYANMAR LETTER LA | MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MEDIAL HA
ဂြတ,3,U+1002 U+103C U+1010,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER TA
ဂဗည,3,U+1002 U+1017 U+100A,MYANMAR LETTER GA | MYANMAR LETTER BA | MYANMAR LETTER NNYA
၊ကၠ,3,U+104A U+1000 U+1060,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ဏီဂ,3,U+100F U+102E U+1002,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN II | MYANMAR LETTER GA
ာဒဒ,3,U+102C U+1012 U+1012,MYANMAR VOWEL SIGN AA | MYANMAR LETTER DA | MYANMAR LETTER DA
မဂး,3,U+1019 U+1002 U+1038,MYANMAR LETTER MA | MYANMAR LETTER GA | MYANMAR SIGN VISARGA
းလဴ,3,U+1038 U+101C U+1034,MYANMAR SIGN VISARGA | MYANMAR LETTER LA | MYANMAR VOWEL SIGN MON O
ွံဘ,3,U+103D U+1036 U+1018,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER BHA
ု၊န,3,U+102F U+104A U+1014,MYANMAR VOWEL SIGN U | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER NA
ရလေ,3,U+101B U+101C U+1031,MYANMAR LETTER RA | MYANMAR LETTER LA | MYANMAR VOWEL SIGN E
ရ၊ဒ,3,U+101B U+104A U+1012,MYANMAR LETTER RA | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER DA
သာလ,3,U+101E U+102C U+101C,MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER LA
။အဃ,3,U+104B U+1021 U+1003,MYANMAR SIGN SECTION | MYANMAR LETTER A | MYANMAR LETTER GHA
ွာ်,3,U+103D U+102C U+103A,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN AA | MYANMAR SIGN ASAT
ဇကိ,3,U+1007 U+1000 U+102D,MYANMAR LETTER JA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN I
ပါက,3,U+1015 U+102B U+1000,MYANMAR LETTER PA | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER KA
ၠကဵ,3,U+1060 U+1000 U+1035,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN E ABOVE
းလီ,3,U+1038 U+101C U+102E,MYANMAR SIGN VISARGA | MYANMAR LETTER LA | MYANMAR VOWEL SIGN II
၊အဲ,3,U+104A U+1021 U+1032,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER A | MYANMAR VOWEL SIGN AI
၊ဒှ,3,U+104A U+1012 U+103E,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL HA
ိ၊ပ,3,U+102D U+104A U+1015,MYANMAR VOWEL SIGN I | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER PA
ယ်အ,3,U+101A U+103A U+1021,MYANMAR LETTER YA | MYANMAR SIGN ASAT | MYANMAR LETTER A
ကန်,3,U+1000 U+1014 U+103A,MYANMAR LETTER KA | MYANMAR LETTER NA | MYANMAR SIGN ASAT
၈နာ,3,U+1048 U+1014 U+102C,MYANMAR DIGIT EIGHT | MYANMAR LETTER NA | MYANMAR VOWEL SIGN AA
ဗတက,3,U+1017 U+1010 U+1000,MYANMAR LETTER BA | MYANMAR LETTER TA | MYANMAR LETTER KA
လဴပ,3,U+101C U+1034 U+1015,MYANMAR LETTER LA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER PA
ာဆၚ,3,U+102C U+1006 U+105A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER CHA | MYANMAR LETTER MON NGA
ာဂစ,3,U+102C U+1002 U+1005,MYANMAR VOWEL SIGN AA | MYANMAR LETTER GA | MYANMAR LETTER CA
ကပှ,3,U+1000 U+1015 U+103E,MYANMAR LETTER KA | MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL HA
ာစက,3,U+102C U+1005 U+1000,MYANMAR VOWEL SIGN AA | MYANMAR LETTER CA | MYANMAR LETTER KA
်ၜၚ,3,U+103A U+105C U+105A,MYANMAR SIGN ASAT | MYANMAR LETTER MON BBA | MYANMAR LETTER MON NGA
ဟရိ,3,U+101F U+101B U+102D,MYANMAR LETTER HA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN I
၆နာ,3,U+1046 U+1014 U+102C,MYANMAR DIGIT SIX | MYANMAR LETTER NA | MYANMAR VOWEL SIGN AA
တၠလ,3,U+1010 U+1060 U+101C,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER LA
ညာန,3,U+100A U+102C U+1014,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER NA
ာဍိ,3,U+102C U+100D U+102D,MYANMAR VOWEL SIGN AA | MYANMAR LETTER DDA | MYANMAR VOWEL SIGN I
ုဒဂ,3,U+102F U+1012 U+1002,MYANMAR VOWEL SIGN U | MYANMAR LETTER DA | MYANMAR LETTER GA
ူဂွ,3,U+1030 U+1002 U+103D,MYANMAR VOWEL SIGN UU | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL WA
ဂဝ်,3,U+1002 U+101D U+103A,MYANMAR LETTER GA | MYANMAR LETTER WA | MYANMAR SIGN ASAT
်သး,3,U+103A U+101E U+1038,MYANMAR SIGN ASAT | MYANMAR LETTER SA | MYANMAR SIGN VISARGA
ခၞာ,3,U+1001 U+105E U+102C,MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AA
ယးဂ,3,U+101A U+1038 U+1002,MYANMAR LETTER YA | MYANMAR SIGN VISARGA | MYANMAR LETTER GA
တၠမ,3,U+1010 U+1060 U+1019,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER MA
ုဒြ,3,U+102F U+1012 U+103C,MYANMAR VOWEL SIGN U | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL RA
တၟာ,3,U+1010 U+105F U+102C,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN AA
ွံဏ,3,U+103D U+1036 U+100F,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER NNA
ံဏီ,3,U+1036 U+100F U+102E,MYANMAR SIGN ANUSVARA | MYANMAR LETTER NNA | MYANMAR VOWEL SIGN II
၊ဆဂ,3,U+104A U+1006 U+1002,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER CHA | MYANMAR LETTER GA
မကံ,3,U+1019 U+1000 U+1036,MYANMAR LETTER MA | MYANMAR LETTER KA | MYANMAR SIGN ANUSVARA
ဂတမ,3,U+1002 U+1010 U+1019,MYANMAR LETTER GA | MYANMAR LETTER TA | MYANMAR LETTER MA
ံတာ,3,U+1036 U+1010 U+102C,MYANMAR SIGN ANUSVARA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN AA
ဝေက,3,U+101D U+1031 U+1000,MYANMAR LETTER WA | MYANMAR VOWEL SIGN E | MYANMAR LETTER KA
ံအမ,3,U+1036 U+1021 U+1019,MYANMAR SIGN ANUSVARA | MYANMAR LETTER A | MYANMAR LETTER MA
ပရာ,3,U+1015 U+101B U+102C,MYANMAR LETTER PA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN AA
းမု,3,U+1038 U+1019 U+102F,MYANMAR SIGN VISARGA | MYANMAR LETTER MA | MYANMAR VOWEL SIGN U
ေအဲ,3,U+1031 U+1021 U+1032,MYANMAR VOWEL SIGN E | MYANMAR LETTER A | MYANMAR VOWEL SIGN AI
ုပန,3,U+102F U+1015 U+1014,MYANMAR VOWEL SIGN U | MYANMAR LETTER PA | MYANMAR LETTER NA
ရ၊လ,3,U+101B U+104A U+101C,MYANMAR LETTER RA | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER LA
ံစက,3,U+1036 U+1005 U+1000,MYANMAR SIGN ANUSVARA | MYANMAR LETTER CA | MYANMAR LETTER KA
ျာဗ,3,U+103B U+102C U+1017,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER BA
ညာဇ,3,U+100A U+102C U+1007,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER JA
ဏံဟ,3,U+100F U+1036 U+101F,MYANMAR LETTER NNA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER HA
ံပပ,3,U+1036 U+1015 U+1015,MYANMAR SIGN ANUSVARA | MYANMAR LETTER PA | MYANMAR LETTER PA
ပုစ,3,U+1015 U+102F U+1005,MYANMAR LETTER PA | MYANMAR VOWEL SIGN U | MYANMAR LETTER CA
တီည,3,U+1010 U+102E U+100A,MYANMAR LETTER TA | MYANMAR VOWEL SIGN II | MYANMAR LETTER NNYA
ုခု,3,U+102F U+1001 U+102F,MYANMAR VOWEL SIGN U | MYANMAR LETTER KHA | MYANMAR VOWEL SIGN U
ခုမ,3,U+1001 U+102F U+1019,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN U | MYANMAR LETTER MA
မမန,3,U+1019 U+1019 U+1014,MYANMAR LETTER MA | MYANMAR LETTER MA | MYANMAR LETTER NA
ောဍ,3,U+1031 U+102C U+100D,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA | MYANMAR LETTER DDA
ေကေ,3,U+1031 U+1000 U+1031,MYANMAR VOWEL SIGN E | MYANMAR LETTER KA | MYANMAR VOWEL SIGN E
ူစး,3,U+1030 U+1005 U+1038,MYANMAR VOWEL SIGN UU | MYANMAR LETTER CA | MYANMAR SIGN VISARGA
စးခ,3,U+1005 U+1038 U+1001,MYANMAR LETTER CA | MYANMAR SIGN VISARGA | MYANMAR LETTER KHA
ွာရ,3,U+103D U+102C U+101B,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER RA
ထုမ,3,U+1011 U+102F U+1019,MYANMAR LETTER THA | MYANMAR VOWEL SIGN U | MYANMAR LETTER MA
ုဗျ,3,U+102F U+1017 U+103B,MYANMAR VOWEL SIGN U | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL YA
ဗျဉ,3,U+1017 U+103B U+1009,MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER NYA
ျဉ်,3,U+103B U+1009 U+103A,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER NYA | MYANMAR SIGN ASAT
ေသၟ,3,U+1031 U+101E U+105F,MYANMAR VOWEL SIGN E | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL MA
်၁က,3,U+103A U+1041 U+1000,MYANMAR SIGN ASAT | MYANMAR DIGIT ONE | MYANMAR LETTER KA
တုဒ,3,U+1010 U+102F U+1012,MYANMAR LETTER TA | MYANMAR VOWEL SIGN U | MYANMAR LETTER DA
၁၄စ,3,U+1041 U+1044 U+1005,MYANMAR DIGIT ONE | MYANMAR DIGIT FOUR | MYANMAR LETTER CA
ုဲ၂,3,U+102F U+1032 U+1042,MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AI | MYANMAR DIGIT TWO
၂ကွ,3,U+1042 U+1000 U+103D,MYANMAR DIGIT TWO | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL WA
၂၀မ,3,U+1042 U+1040 U+1019,MYANMAR DIGIT TWO | MYANMAR DIGIT ZERO | MYANMAR LETTER MA
ၜဳခ,3,U+105C U+1033 U+1001,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KHA
ြေဲ,3,U+103C U+1031 U+1032,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AI
ယ်ဒ,3,U+101A U+103A U+1012,MYANMAR LETTER YA | MYANMAR SIGN ASAT | MYANMAR LETTER DA
တ္ရ,3,U+1010 U+1039 U+101B,MYANMAR LETTER TA | MYANMAR SIGN VIRAMA | MYANMAR LETTER RA
္ရဲ,3,U+1039 U+101B U+1032,MYANMAR SIGN VIRAMA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN AI
တုအ,3,U+1010 U+102F U+1021,MYANMAR LETTER TA | MYANMAR VOWEL SIGN U | MYANMAR LETTER A
ိလီ,3,U+102D U+101C U+102E,MYANMAR VOWEL SIGN I | MYANMAR LETTER LA | MYANMAR VOWEL SIGN II
ုကၟ,3,U+102F U+1000 U+105F,MYANMAR VOWEL SIGN U | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL MA
၇မန,3,U+1047 U+1019 U+1014,MYANMAR DIGIT SEVEN | MYANMAR LETTER MA | MYANMAR LETTER NA
်စည,3,U+103A U+1005 U+100A,MYANMAR SIGN ASAT | MYANMAR LETTER CA | MYANMAR LETTER NNYA
ညိအ,3,U+100A U+102D U+1021,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN I | MYANMAR LETTER A
လ၀်,3,U+101C U+1040 U+103A,MYANMAR LETTER LA | MYANMAR DIGIT ZERO | MYANMAR SIGN ASAT
ုရန,3,U+102F U+101B U+1014,MYANMAR VOWEL SIGN U | MYANMAR LETTER RA | MYANMAR LETTER NA
ကၠဟ,3,U+1000 U+1060 U+101F,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER HA
ၠဟ်,3,U+1060 U+101F U+103A,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER HA | MYANMAR SIGN ASAT
ဴစိ,3,U+1034 U+1005 U+102D,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER CA | MYANMAR VOWEL SIGN I
်ဇွ,3,U+103A U+1007 U+103D,MYANMAR SIGN ASAT | MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL WA
ဇွေ,3,U+1007 U+103D U+1031,MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN E
မုဖ,3,U+1019 U+102F U+1016,MYANMAR LETTER MA | MYANMAR VOWEL SIGN U | MYANMAR LETTER PHA
ရဝေ,3,U+101B U+101D U+1031,MYANMAR LETTER RA | MYANMAR LETTER WA | MYANMAR VOWEL SIGN E
ုရမ,3,U+102F U+101B U+1019,MYANMAR VOWEL SIGN U | MYANMAR LETTER RA | MYANMAR LETTER MA
းသာ,3,U+1038 U+101E U+102C,MYANMAR SIGN VISARGA | MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA
ဲစန,3,U+1032 U+1005 U+1014,MYANMAR VOWEL SIGN AI | MYANMAR LETTER CA | MYANMAR LETTER NA
ၞးဇ,3,U+105E U+1038 U+1007,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR SIGN VISARGA | MYANMAR LETTER JA
းဇြ,3,U+1038 U+1007 U+103C,MYANMAR SIGN VISARGA | MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL RA
်ေည,3,U+103A U+1031 U+100A,MYANMAR SIGN ASAT | MYANMAR VOWEL SIGN E | MYANMAR LETTER NNYA
ပစၟ,3,U+1015 U+1005 U+105F,MYANMAR LETTER PA | MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ဟာဇ,3,U+101F U+102C U+1007,MYANMAR LETTER HA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER JA
ဲဟံ,3,U+1032 U+101F U+1036,MYANMAR VOWEL SIGN AI | MYANMAR LETTER HA | MYANMAR SIGN ANUSVARA
ုံဍ,3,U+102F U+1036 U+100D,MYANMAR VOWEL SIGN U | MYANMAR SIGN ANUSVARA | MYANMAR LETTER DDA
ုဂလ,3,U+102F U+1002 U+101C,MYANMAR VOWEL SIGN U | MYANMAR LETTER GA | MYANMAR LETTER LA
ိ။ဟ,3,U+102D U+104B U+101F,MYANMAR VOWEL SIGN I | MYANMAR SIGN SECTION | MYANMAR LETTER HA
။ဟီ,3,U+104B U+101F U+102E,MYANMAR SIGN SECTION | MYANMAR LETTER HA | MYANMAR VOWEL SIGN II
၁။အ,3,U+1041 U+104B U+1021,MYANMAR DIGIT ONE | MYANMAR SIGN SECTION | MYANMAR LETTER A
၃။က,3,U+1043 U+104B U+1000,MYANMAR DIGIT THREE | MYANMAR SIGN SECTION | MYANMAR LETTER KA
၄။တ,3,U+1044 U+104B U+1010,MYANMAR DIGIT FOUR | MYANMAR SIGN SECTION | MYANMAR LETTER TA
ံ၊က,3,U+1036 U+104A U+1000,MYANMAR SIGN ANUSVARA | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER KA
်။ဓ,3,U+103A U+104B U+1013,MYANMAR SIGN ASAT | MYANMAR SIGN SECTION | MYANMAR LETTER DHA
ွာက,3,U+103D U+102C U+1000,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER KA
ရဴဒ,3,U+101B U+1034 U+1012,MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER DA
ုရလ,3,U+102F U+101B U+101C,MYANMAR VOWEL SIGN U | MYANMAR LETTER RA | MYANMAR LETTER LA
လှေ,3,U+101C U+103E U+1031,MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN E
ပတပ,3,U+1015 U+1010 U+1015,MYANMAR LETTER PA | MYANMAR LETTER TA | MYANMAR LETTER PA
္ပည,3,U+1039 U+1015 U+100A,MYANMAR SIGN VIRAMA | MYANMAR LETTER PA | MYANMAR LETTER NNYA
းကသ,3,U+1038 U+1000 U+101E,MYANMAR SIGN VISARGA | MYANMAR LETTER KA | MYANMAR LETTER SA
ံ။ဇ,3,U+1036 U+104B U+1007,MYANMAR SIGN ANUSVARA | MYANMAR SIGN SECTION | MYANMAR LETTER JA
ာသဝ,3,U+102C U+101E U+101D,MYANMAR VOWEL SIGN AA | MYANMAR LETTER SA | MYANMAR LETTER WA
ှုၚ,3,U+103E U+102F U+105A,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN U | MYANMAR LETTER MON NGA
