bigram,count,codepoints,unicode_names
ူတ,40,U+1030 U+1010,MYANMAR VOWEL SIGN UU | MYANMAR LETTER TA
ှာ,40,U+103E U+102C,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN AA
မဟ,40,U+1019 U+101F,MYANMAR LETTER MA | MYANMAR LETTER HA
ံ၁,40,U+1036 U+1041,MYANMAR SIGN ANUSVARA | MYANMAR DIGIT ONE
ရှ,39,U+101B U+103E,MYANMAR LETTER RA | MYANMAR CONSONANT SIGN MEDIAL HA
ဓရ,39,U+1013 U+101B,MYANMAR LETTER DHA | MYANMAR LETTER RA
ဲဝ,39,U+1032 U+101D,MYANMAR VOWEL SIGN AI | MYANMAR LETTER WA
ုဝ,39,U+102F U+101D,MYANMAR VOWEL SIGN U | MYANMAR LETTER WA
ါဒ,39,U+102B U+1012,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER DA
ဂစ,39,U+1002 U+1005,MYANMAR LETTER GA | MYANMAR LETTER CA
ံဖ,39,U+1036 U+1016,MYANMAR SIGN ANUSVARA | MYANMAR LETTER PHA
ွဵ,39,U+103D U+1035,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN E ABOVE
ွး,38,U+103D U+1038,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN VISARGA
ဇမ,38,U+1007 U+1019,MYANMAR LETTER JA | MYANMAR LETTER MA
ံဍ,38,U+1036 U+100D,MYANMAR SIGN ANUSVARA | MYANMAR LETTER DDA
၊ရ,38,U+104A U+101B,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER RA
ျည,38,U+103B U+100A,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER NNYA
ါယ,37,U+102B U+101A,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER YA
ဲခ,37,U+1032 U+1001,MYANMAR VOWEL SIGN AI | MYANMAR LETTER KHA
ဴအ,37,U+1034 U+1021,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER A
ူသ,37,U+1030 U+101E,MYANMAR VOWEL SIGN UU | MYANMAR LETTER SA
တရ,37,U+1010 U+101B,MYANMAR LETTER TA | MYANMAR LETTER RA
ဲါ,37,U+1032 U+102B,MYANMAR VOWEL SIGN AI | MYANMAR VOWEL SIGN TALL AA
းဘ,37,U+1038 U+1018,MYANMAR SIGN VISARGA | MYANMAR LETTER BHA
ၚု,37,U+105A U+102F,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN U
၂၄,37,U+1042 U+1044,MYANMAR DIGIT TWO | MYANMAR DIGIT FOUR
ပာ,37,U+1015 U+102C,MYANMAR LETTER PA | MYANMAR VOWEL SIGN AA
ဒည,37,U+1012 U+100A,MYANMAR LETTER DA | MYANMAR LETTER NNYA
သှ,36,U+101E U+103E,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL HA
ဇာ,36,U+1007 U+102C,MYANMAR LETTER JA | MYANMAR VOWEL SIGN AA
းဇ,36,U+1038 U+1007,MYANMAR SIGN VISARGA | MYANMAR LETTER JA
ဇၟ,36,U+1007 U+105F,MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ရအ,36,U+101B U+1021,MYANMAR LETTER RA | MYANMAR LETTER A
နၚ,36,U+1014 U+105A,MYANMAR LETTER NA | MYANMAR LETTER MON NGA
အၚ,36,U+1021 U+105A,MYANMAR LETTER A | MYANMAR LETTER MON NGA
ူရ,36,U+1030 U+101B,MYANMAR VOWEL SIGN UU | MYANMAR LETTER RA
ြဲ,36,U+103C U+1032,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN AI
အန,35,U+1021 U+1014,MYANMAR LETTER A | MYANMAR LETTER NA
ၠတ,35,U+1060 U+1010,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER TA
မၚ,35,U+1019 U+105A,MYANMAR LETTER MA | MYANMAR LETTER MON NGA
၁၉,35,U+1041 U+1049,MYANMAR DIGIT ONE | MYANMAR DIGIT NINE
ံ၊,35,U+1036 U+104A,MYANMAR SIGN ANUSVARA | MYANMAR SIGN LITTLE SECTION
ဒ်,35,U+1012 U+103A,MYANMAR LETTER DA | MYANMAR SIGN ASAT
ြဒ,35,U+103C U+1012,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER DA
သဂ,34,U+101E U+1002,MYANMAR LETTER SA | MYANMAR LETTER GA
မရ,34,U+1019 U+101B,MYANMAR LETTER MA | MYANMAR LETTER RA
ထိ,34,U+1011 U+102D,MYANMAR LETTER THA | MYANMAR VOWEL SIGN I
ါအ,34,U+102B U+1021,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER A
်၄,34,U+103A U+1044,MYANMAR SIGN ASAT | MYANMAR DIGIT FOUR
စမ,34,U+1005 U+1019,MYANMAR LETTER CA | MYANMAR LETTER MA
စ်,34,U+1005 U+103A,MYANMAR LETTER CA | MYANMAR SIGN ASAT
ဴမ,33,U+1034 U+1019,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER MA
ကယ,33,U+1000 U+101A,MYANMAR LETTER KA | MYANMAR LETTER YA
ာစ,33,U+102C U+1005,MYANMAR VOWEL SIGN AA | MYANMAR LETTER CA
ေဒ,33,U+1031 U+1012,MYANMAR VOWEL SIGN E | MYANMAR LETTER DA
၊စ,33,U+104A U+1005,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER CA
်၅,33,U+103A U+1045,MYANMAR SIGN ASAT | MYANMAR DIGIT FIVE
။ဥ,33,U+104B U+1025,MYANMAR SIGN SECTION | MYANMAR LETTER U
်၇,32,U+103A U+1047,MYANMAR SIGN ASAT | MYANMAR DIGIT SEVEN
ဇရ,32,U+1007 U+101B,MYANMAR LETTER JA | MYANMAR LETTER RA
ြး,32,U+103C U+1038,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR SIGN VISARGA
၊ည,32,U+104A U+100A,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER NNYA
ၞက,32,U+105E U+1000,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER KA
ရံ,31,U+101B U+1036,MYANMAR LETTER RA | MYANMAR SIGN ANUSVARA
ယု,31,U+101A U+102F,MYANMAR LETTER YA | MYANMAR VOWEL SIGN U
။ဇ,31,U+104B U+1007,MYANMAR SIGN SECTION | MYANMAR LETTER JA
းဏ,31,U+1038 U+100F,MYANMAR SIGN VISARGA | MYANMAR LETTER NNA
ထဝ,31,U+1011 U+101D,MYANMAR LETTER THA | MYANMAR LETTER WA
တတ,31,U+1010 U+1010,MYANMAR LETTER TA | MYANMAR LETTER TA
ဳတ,31,U+1033 U+1010,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER TA
သပ,31,U+101E U+1015,MYANMAR LETTER SA | MYANMAR LETTER PA
ေဲ,31,U+1031 U+1032,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AI
သဝ,30,U+101E U+101D,MYANMAR LETTER SA | MYANMAR LETTER WA
ရတ,30,U+101B U+1010,MYANMAR LETTER RA | MYANMAR LETTER TA
ဳဒ,30,U+1033 U+1012,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER DA
စ္,30,U+1005 U+1039,MYANMAR LETTER CA | MYANMAR SIGN VIRAMA
၊န,30,U+104A U+1014,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER NA
၀န,30,U+1040 U+1014,MYANMAR DIGIT ZERO | MYANMAR LETTER NA
ဏေ,29,U+100F U+1031,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN E
ဟေ,29,U+101F U+1031,MYANMAR LETTER HA | MYANMAR VOWEL SIGN E
းဖ,29,U+1038 U+1016,MYANMAR SIGN VISARGA | MYANMAR LETTER PHA
၊ဂ,29,U+104A U+1002,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER GA
ဴလ,29,U+1034 U+101C,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER LA
ဒဵ,29,U+1012 U+1035,MYANMAR LETTER DA | MYANMAR VOWEL SIGN E ABOVE
။ရ,29,U+104B U+101B,MYANMAR SIGN SECTION | MYANMAR LETTER RA
ဴန,29,U+1034 U+1014,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER NA
ဴပ,29,U+1034 U+1015,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER PA
မခ,29,U+1019 U+1001,MYANMAR LETTER MA | MYANMAR LETTER KHA
ခြ,29,U+1001 U+103C,MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MEDIAL RA
ဂူ,29,U+1002 U+1030,MYANMAR LETTER GA | MYANMAR VOWEL SIGN UU
ဒြ,29,U+1012 U+103C,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL RA
ဝန,29,U+101D U+1014,MYANMAR LETTER WA | MYANMAR LETTER NA
ိဆ,29,U+102D U+1006,MYANMAR VOWEL SIGN I | MYANMAR LETTER CHA
မဝ,29,U+1019 U+101D,MYANMAR LETTER MA | MYANMAR LETTER WA
ယေ,28,U+101A U+1031,MYANMAR LETTER YA | MYANMAR VOWEL SIGN E
ူည,28,U+1030 U+100A,MYANMAR VOWEL SIGN UU | MYANMAR LETTER NNYA
ဇ်,28,U+1007 U+103A,MYANMAR LETTER JA | MYANMAR SIGN ASAT
နန,28,U+1014 U+1014,MYANMAR LETTER NA | MYANMAR LETTER NA
ွဝ,28,U+103D U+101D,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER WA
ိလ,28,U+102D U+101C,MYANMAR VOWEL SIGN I | MYANMAR LETTER LA
ဂယ,28,U+1002 U+101A,MYANMAR LETTER GA | MYANMAR LETTER YA
ယး,28,U+101A U+1038,MYANMAR LETTER YA | MYANMAR SIGN VISARGA
ၠဂ,28,U+1060 U+1002,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER GA
၊ယ,28,U+104A U+101A,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER YA
ာခ,28,U+102C U+1001,MYANMAR VOWEL SIGN AA | MYANMAR LETTER KHA
ိရ,28,U+102D U+101B,MYANMAR VOWEL SIGN I | MYANMAR LETTER RA
ဘဲ,28,U+1018 U+1032,MYANMAR LETTER BHA | MYANMAR VOWEL SIGN AI
၊ၚ,28,U+104A U+105A,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER MON NGA
ဖန,27,U+1016 U+1014,MYANMAR LETTER PHA | MYANMAR LETTER NA
းခ,27,U+1038 U+1001,MYANMAR SIGN VISARGA | MYANMAR LETTER KHA
ညဳ,27,U+100A U+1033,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN MON II
ီလ,27,U+102E U+101C,MYANMAR VOWEL SIGN II | MYANMAR LETTER LA
ကပ,27,U+1000 U+1015,MYANMAR LETTER KA | MYANMAR LETTER PA
ဓါ,27,U+1013 U+102B,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN TALL AA
လၚ,27,U+101C U+105A,MYANMAR LETTER LA | MYANMAR LETTER MON NGA
ၞၚ,27,U+105E U+105A,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER MON NGA
ာၜ,27,U+102C U+105C,MYANMAR VOWEL SIGN AA | MYANMAR LETTER MON BBA
စဳ,27,U+1005 U+1033,MYANMAR LETTER CA | MYANMAR VOWEL SIGN MON II
ကၚ,27,U+1000 U+105A,MYANMAR LETTER KA | MYANMAR LETTER MON NGA
ီဂ,26,U+102E U+1002,MYANMAR VOWEL SIGN II | MYANMAR LETTER GA
းည,26,U+1038 U+100A,MYANMAR SIGN VISARGA | MYANMAR LETTER NNYA
ံထ,26,U+1036 U+1011,MYANMAR SIGN ANUSVARA | MYANMAR LETTER THA
ဒရ,26,U+1012 U+101B,MYANMAR LETTER DA | MYANMAR LETTER RA
ထမ,26,U+1011 U+1019,MYANMAR LETTER THA | MYANMAR LETTER MA
ုထ,26,U+102F U+1011,MYANMAR VOWEL SIGN U | MYANMAR LETTER THA
ၟဳ,26,U+105F U+1033,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN MON II
အဆ,26,U+1021 U+1006,MYANMAR LETTER A | MYANMAR LETTER CHA
ဆဂ,26,U+1006 U+1002,MYANMAR LETTER CHA | MYANMAR LETTER GA
ဂံ,26,U+1002 U+1036,MYANMAR LETTER GA | MYANMAR SIGN ANUSVARA
၊ဍ,26,U+104A U+100D,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER DDA
သဒ,26,U+101E U+1012,MYANMAR LETTER SA | MYANMAR LETTER DA
ဏ္,26,U+100F U+1039,MYANMAR LETTER NNA | MYANMAR SIGN VIRAMA
ဗပ,26,U+1017 U+1015,MYANMAR LETTER BA | MYANMAR LETTER PA
်ဥ,26,U+103A U+1025,MYANMAR SIGN ASAT | MYANMAR LETTER U
ိည,25,U+102D U+100A,MYANMAR VOWEL SIGN I | MYANMAR LETTER NNYA
ူန,25,U+1030 U+1014,MYANMAR VOWEL SIGN UU | MYANMAR LETTER NA
ံ။,25,U+1036 U+104B,MYANMAR SIGN ANUSVARA | MYANMAR SIGN SECTION
ဳလ,25,U+1033 U+101C,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER LA
ဃေ,25,U+1003 U+1031,MYANMAR LETTER GHA | MYANMAR VOWEL SIGN E
လဴ,25,U+101C U+1034,MYANMAR LETTER LA | MYANMAR VOWEL SIGN MON O
ဖိ,25,U+1016 U+102D,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN I
ယိ,25,U+101A U+102D,MYANMAR LETTER YA | MYANMAR VOWEL SIGN I
ၜဳ,25,U+105C U+1033,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN MON II
ိဘ,25,U+102D U+1018,MYANMAR VOWEL SIGN I | MYANMAR LETTER BHA
ုဘ,25,U+102F U+1018,MYANMAR VOWEL SIGN U | MYANMAR LETTER BHA
ၞံ,25,U+105E U+1036,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR SIGN ANUSVARA
ၟး,25,U+105F U+1038,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR SIGN VISARGA
။၁,25,U+104B U+1041,MYANMAR SIGN SECTION | MYANMAR DIGIT ONE
။ဍ,25,U+104B U+100D,MYANMAR SIGN SECTION | MYANMAR LETTER DDA
ွမ,25,U+103D U+1019,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER MA
၃၀,25,U+1043 U+1040,MYANMAR DIGIT THREE | MYANMAR DIGIT ZERO
ဒစ,24,U+1012 U+1005,MYANMAR LETTER DA | MYANMAR LETTER CA
မှ,24,U+1019 U+103E,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL HA
ၠက,24,U+1060 U+1000,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER KA
မျ,24,U+1019 U+103B,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL YA
ီရ,24,U+102E U+101B,MYANMAR VOWEL SIGN II | MYANMAR LETTER RA
စံ,24,U+1005 U+1036,MYANMAR LETTER CA | MYANMAR SIGN ANUSVARA
ပၚ,24,U+1015 U+105A,MYANMAR LETTER PA | MYANMAR LETTER MON NGA
န္,24,U+1014 U+1039,MYANMAR LETTER NA | MYANMAR SIGN VIRAMA
နဒ,24,U+1014 U+1012,MYANMAR LETTER NA | MYANMAR LETTER DA
၁၅,24,U+1041 U+1045,MYANMAR DIGIT ONE | MYANMAR DIGIT FIVE
အမ,23,U+1021 U+1019,MYANMAR LETTER A | MYANMAR LETTER MA
ဴတ,23,U+1034 U+1010,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER TA
ဂရ,23,U+1002 U+101B,MYANMAR LETTER GA | MYANMAR LETTER RA
။၃,23,U+104B U+1043,MYANMAR SIGN SECTION | MYANMAR DIGIT THREE
။ဝ,23,U+104B U+101D,MYANMAR SIGN SECTION | MYANMAR LETTER WA
ါမ,23,U+102B U+1019,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER MA
ေမ,23,U+1031 U+1019,MYANMAR VOWEL SIGN E | MYANMAR LETTER MA
တဵ,23,U+1010 U+1035,MYANMAR LETTER TA | MYANMAR VOWEL SIGN E ABOVE
ၞန,23,U+105E U+1014,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER NA
ါဟ,23,U+102B U+101F,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER HA
ဂဗ,23,U+1002 U+1017,MYANMAR LETTER GA | MYANMAR LETTER BA
ါပ,23,U+102B U+1015,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER PA
ရဝ,23,U+101B U+101D,MYANMAR LETTER RA | MYANMAR LETTER WA
ပဟ,23,U+1015 U+101F,MYANMAR LETTER PA | MYANMAR LETTER HA
ဲ။,23,U+1032 U+104B,MYANMAR VOWEL SIGN AI | MYANMAR SIGN SECTION
ု။,23,U+102F U+104B,MYANMAR VOWEL SIGN U | MYANMAR SIGN SECTION
၁၁,23,U+1041 U+1041,MYANMAR DIGIT ONE | MYANMAR DIGIT ONE
၄၊,23,U+1044 U+104A,MYANMAR DIGIT FOUR | MYANMAR SIGN LITTLE SECTION
ဗဂ,23,U+1017 U+1002,MYANMAR LETTER BA | MYANMAR LETTER GA
။၂,22,U+104B U+1042,MYANMAR SIGN SECTION | MYANMAR DIGIT TWO
ကဝ,22,U+1000 U+101D,MYANMAR LETTER KA | MYANMAR LETTER WA
်း,22,U+103A U+1038,MYANMAR SIGN ASAT | MYANMAR SIGN VISARGA
ဝု,22,U+101D U+102F,MYANMAR LETTER WA | MYANMAR VOWEL SIGN U
သဘ,22,U+101E U+1018,MYANMAR LETTER SA | MYANMAR LETTER BHA
လး,22,U+101C U+1038,MYANMAR LETTER LA | MYANMAR SIGN VISARGA
ခတ,22,U+1001 U+1010,MYANMAR LETTER KHA | MYANMAR LETTER TA
ကန,22,U+1000 U+1014,MYANMAR LETTER KA | MYANMAR LETTER NA
ျပ,22,U+103B U+1015,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER PA
ံၜ,22,U+1036 U+105C,MYANMAR SIGN ANUSVARA | MYANMAR LETTER MON BBA
ဗှ,22,U+1017 U+103E,MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL HA
ေရ,22,U+1031 U+101B,MYANMAR VOWEL SIGN E | MYANMAR LETTER RA
ပဓ,22,U+1015 U+1013,MYANMAR LETTER PA | MYANMAR LETTER DHA
ယွ,21,U+101A U+103D,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL WA
ုခ,21,U+102F U+1001,MYANMAR VOWEL SIGN U | MYANMAR LETTER KHA
ရသ,21,U+101B U+101E,MYANMAR LETTER RA | MYANMAR LETTER SA
ံ၂,21,U+1036 U+1042,MYANMAR SIGN ANUSVARA | MYANMAR DIGIT TWO
။၄,21,U+104B U+1044,MYANMAR SIGN SECTION | MYANMAR DIGIT FOUR
အဃ,21,U+1021 U+1003,MYANMAR LETTER A | MYANMAR LETTER GHA
ဒွ,21,U+1012 U+103D,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL WA
ယၟ,21,U+101A U+105F,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ိဍ,21,U+102D U+100D,MYANMAR VOWEL SIGN I | MYANMAR LETTER DDA
ူစ,21,U+1030 U+1005,MYANMAR VOWEL SIGN UU | MYANMAR LETTER CA
၊ဟ,21,U+104A U+101F,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER HA
ံဏ,21,U+1036 U+100F,MYANMAR SIGN ANUSVARA | MYANMAR LETTER NNA
၁၂,21,U+1041 U+1042,MYANMAR DIGIT ONE | MYANMAR DIGIT TWO
ဘု,21,U+1018 U+102F,MYANMAR LETTER BHA | MYANMAR VOWEL SIGN U
ါရ,21,U+102B U+101B,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER RA
ဝပ,21,U+101D U+1015,MYANMAR LETTER WA | MYANMAR LETTER PA
၀တ,21,U+1040 U+1010,MYANMAR DIGIT ZERO | MYANMAR LETTER TA
ၠဳ,20,U+1060 U+1033,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN MON II
ူဇ,20,U+1030 U+1007,MYANMAR VOWEL SIGN UU | MYANMAR LETTER JA
ဓဝ,20,U+1013 U+101D,MYANMAR LETTER DHA | MYANMAR LETTER WA
တဝ,20,U+1010 U+101D,MYANMAR LETTER TA | MYANMAR LETTER WA
ိအ,20,U+102D U+1021,MYANMAR VOWEL SIGN I | MYANMAR LETTER A
ဘၚ,20,U+1018 U+105A,MYANMAR LETTER BHA | MYANMAR LETTER MON NGA
ဂျ,20,U+1002 U+103B,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL YA
၁၃,20,U+1041 U+1043,MYANMAR DIGIT ONE | MYANMAR DIGIT THREE
ဗၚ,20,U+1017 U+105A,MYANMAR LETTER BA | MYANMAR LETTER MON NGA
ပယ,20,U+1015 U+101A,MYANMAR LETTER PA | MYANMAR LETTER YA
ဲထ,20,U+1032 U+1011,MYANMAR VOWEL SIGN AI | MYANMAR LETTER THA
လစ,20,U+101C U+1005,MYANMAR LETTER LA | MYANMAR LETTER CA
ခမ,20,U+1001 U+1019,MYANMAR LETTER KHA | MYANMAR LETTER MA
မဖ,20,U+1019 U+1016,MYANMAR LETTER MA | MYANMAR LETTER PHA
ရဳ,20,U+101B U+1033,MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON II
အဂ,20,U+1021 U+1002,MYANMAR LETTER A | MYANMAR LETTER GA
မဲ,20,U+1019 U+1032,MYANMAR LETTER MA | MYANMAR VOWEL SIGN AI
ဖေ,19,U+1016 U+1031,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN E
ဒဂ,19,U+1012 U+1002,MYANMAR LETTER DA | MYANMAR LETTER GA
ဟံ,19,U+101F U+1036,MYANMAR LETTER HA | MYANMAR SIGN ANUSVARA
ဳသ,19,U+1033 U+101E,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER SA
ပထ,19,U+1015 U+1011,MYANMAR LETTER PA | MYANMAR LETTER THA
ယှ,19,U+101A U+103E,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL HA
နဲ,19,U+1014 U+1032,MYANMAR LETTER NA | MYANMAR VOWEL SIGN AI
းဆ,19,U+1038 U+1006,MYANMAR SIGN VISARGA | MYANMAR LETTER CHA
နသ,19,U+1014 U+101E,MYANMAR LETTER NA | MYANMAR LETTER SA
ျက,19,U+103B U+1000,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER KA
်၆,19,U+103A U+1046,MYANMAR SIGN ASAT | MYANMAR DIGIT SIX
ဒဴ,19,U+1012 U+1034,MYANMAR LETTER DA | MYANMAR VOWEL SIGN MON O
ဆံ,19,U+1006 U+1036,MYANMAR LETTER CHA | MYANMAR SIGN ANUSVARA
မမ,19,U+1019 U+1019,MYANMAR LETTER MA | MYANMAR LETTER MA
ဲၜ,19,U+1032 U+105C,MYANMAR VOWEL SIGN AI | MYANMAR LETTER MON BBA
။ဆ,19,U+104B U+1006,MYANMAR SIGN SECTION | MYANMAR LETTER CHA
းယ,19,U+1038 U+101A,MYANMAR SIGN VISARGA | MYANMAR LETTER YA
ၝေ,19,U+105D U+1031,MYANMAR LETTER MON BBE | MYANMAR VOWEL SIGN E
သ်,19,U+101E U+103A,MYANMAR LETTER SA | MYANMAR SIGN ASAT
တလ,19,U+1010 U+101C,MYANMAR LETTER TA | MYANMAR LETTER LA
ံဝ,18,U+1036 U+101D,MYANMAR SIGN ANUSVARA | MYANMAR LETTER WA
စန,18,U+1005 U+1014,MYANMAR LETTER CA | MYANMAR LETTER NA
သံ,18,U+101E U+1036,MYANMAR LETTER SA | MYANMAR SIGN ANUSVARA
မဗ,18,U+1019 U+1017,MYANMAR LETTER MA | MYANMAR LETTER BA
တပ,18,U+1010 U+1015,MYANMAR LETTER TA | MYANMAR LETTER PA
ြက,18,U+103C U+1000,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER KA
ၟဟ,18,U+105F U+101F,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER HA
ပပ,18,U+1015 U+1015,MYANMAR LETTER PA | MYANMAR LETTER PA
ဖ္,18,U+1016 U+1039,MYANMAR LETTER PHA | MYANMAR SIGN VIRAMA
ဝၚ,18,U+101D U+105A,MYANMAR LETTER WA | MYANMAR LETTER MON NGA
ေလ,18,U+1031 U+101C,MYANMAR VOWEL SIGN E | MYANMAR LETTER LA
ဖဵ,18,U+1016 U+1035,MYANMAR LETTER PHA | MYANMAR VOWEL SIGN E ABOVE
၊၂,18,U+104A U+1042,MYANMAR SIGN LITTLE SECTION | MYANMAR DIGIT TWO
၃၊,18,U+1043 U+104A,MYANMAR DIGIT THREE | MYANMAR SIGN LITTLE SECTION
းဝ,17,U+1038 U+101D,MYANMAR SIGN VISARGA | MYANMAR LETTER WA
ပူ,17,U+1015 U+1030,MYANMAR LETTER PA | MYANMAR VOWEL SIGN UU
ၠဒ,17,U+1060 U+1012,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER DA
လန,17,U+101C U+1014,MYANMAR LETTER LA | MYANMAR LETTER NA
်၈,17,U+103A U+1048,MYANMAR SIGN ASAT | MYANMAR DIGIT EIGHT
ကဴ,17,U+1000 U+1034,MYANMAR LETTER KA | MYANMAR VOWEL SIGN MON O
ဲ၁,17,U+1032 U+1041,MYANMAR VOWEL SIGN AI | MYANMAR DIGIT ONE
ဨက,17,U+1028 U+1000,MYANMAR LETTER MON E | MYANMAR LETTER KA
ူဍ,17,U+1030 U+100D,MYANMAR VOWEL SIGN UU | MYANMAR LETTER DDA
မး,17,U+1019 U+1038,MYANMAR LETTER MA | MYANMAR SIGN VISARGA
ဇန,17,U+1007 U+1014,MYANMAR LETTER JA | MYANMAR LETTER NA
ရခ,17,U+101B U+1001,MYANMAR LETTER RA | MYANMAR LETTER KHA
ပသ,17,U+1015 U+101E,MYANMAR LETTER PA | MYANMAR LETTER SA
နှ,17,U+1014 U+103E,MYANMAR LETTER NA | MYANMAR CONSONANT SIGN MEDIAL HA
ျတ,17,U+103B U+1010,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER TA
ျမ,17,U+103B U+1019,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER MA
ဒဝ,17,U+1012 U+101D,MYANMAR LETTER DA | MYANMAR LETTER WA
ါဗ,17,U+102B U+1017,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER BA
၁၊,17,U+1041 U+104A,MYANMAR DIGIT ONE | MYANMAR SIGN LITTLE SECTION
သသ,17,U+101E U+101E,MYANMAR LETTER SA | MYANMAR LETTER SA
၇ဂ,17,U+1047 U+1002,MYANMAR DIGIT SEVEN | MYANMAR LETTER GA
ာဏ,16,U+102C U+100F,MYANMAR VOWEL SIGN AA | MYANMAR LETTER NNA
ပဍ,16,U+1015 U+100D,MYANMAR LETTER PA | MYANMAR LETTER DDA
ေစ,16,U+1031 U+1005,MYANMAR VOWEL SIGN E | MYANMAR LETTER CA
ခါ,16,U+1001 U+102B,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN TALL AA
း၊,16,U+1038 U+104A,MYANMAR SIGN VISARGA | MYANMAR SIGN LITTLE SECTION
ျဳ,16,U+103B U+1033,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN MON II
ေဇ,16,U+1031 U+1007,MYANMAR VOWEL SIGN E | MYANMAR LETTER JA
