bigram,count,codepoints,unicode_names
တူ,114,U+1010 U+1030,MYANMAR LETTER TA | MYANMAR VOWEL SIGN UU
ျေ,110,U+103B U+1031,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN E
ဒက,110,U+1012 U+1000,MYANMAR LETTER DA | MYANMAR LETTER KA
ပွ,110,U+1015 U+103D,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL WA
ြဟ,110,U+103C U+101F,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER HA
တြ,109,U+1010 U+103C,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL RA
တီ,109,U+1010 U+102E,MYANMAR LETTER TA | MYANMAR VOWEL SIGN II
းပ,108,U+1038 U+1015,MYANMAR SIGN VISARGA | MYANMAR LETTER PA
ုဗ,107,U+102F U+1017,MYANMAR VOWEL SIGN U | MYANMAR LETTER BA
တက,107,U+1010 U+1000,MYANMAR LETTER TA | MYANMAR LETTER KA
ဒၞ,106,U+1012 U+105E,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL NA
အပ,106,U+1021 U+1015,MYANMAR LETTER A | MYANMAR LETTER PA
စွ,105,U+1005 U+103D,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MEDIAL WA
လာ,104,U+101C U+102C,MYANMAR LETTER LA | MYANMAR VOWEL SIGN AA
းဍ,104,U+1038 U+100D,MYANMAR SIGN VISARGA | MYANMAR LETTER DDA
ဆက,104,U+1006 U+1000,MYANMAR LETTER CHA | MYANMAR LETTER KA
စက,104,U+1005 U+1000,MYANMAR LETTER CA | MYANMAR LETTER KA
ဝွ,103,U+101D U+103D,MYANMAR LETTER WA | MYANMAR CONSONANT SIGN MEDIAL WA
ါ်,103,U+102B U+103A,MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN ASAT
ပံ,103,U+1015 U+1036,MYANMAR LETTER PA | MYANMAR SIGN ANUSVARA
သိ,102,U+101E U+102D,MYANMAR LETTER SA | MYANMAR VOWEL SIGN I
ေက,102,U+1031 U+1000,MYANMAR VOWEL SIGN E | MYANMAR LETTER KA
ကအ,102,U+1000 U+1021,MYANMAR LETTER KA | MYANMAR LETTER A
နိ,102,U+1014 U+102D,MYANMAR LETTER NA | MYANMAR VOWEL SIGN I
။က,101,U+104B U+1000,MYANMAR SIGN SECTION | MYANMAR LETTER KA
ကံ,101,U+1000 U+1036,MYANMAR LETTER KA | MYANMAR SIGN ANUSVARA
ဗိ,101,U+1017 U+102D,MYANMAR LETTER BA | MYANMAR VOWEL SIGN I
ိပ,100,U+102D U+1015,MYANMAR VOWEL SIGN I | MYANMAR LETTER PA
ဲစ,99,U+1032 U+1005,MYANMAR VOWEL SIGN AI | MYANMAR LETTER CA
အဝ,99,U+1021 U+101D,MYANMAR LETTER A | MYANMAR LETTER WA
ပလ,99,U+1015 U+101C,MYANMAR LETTER PA | MYANMAR LETTER LA
လတ,99,U+101C U+1010,MYANMAR LETTER LA | MYANMAR LETTER TA
ပမ,98,U+1015 U+1019,MYANMAR LETTER PA | MYANMAR LETTER MA
ၟု,98,U+105F U+102F,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN U
်ယ,98,U+103A U+101A,MYANMAR SIGN ASAT | MYANMAR LETTER YA
ါဲ,97,U+102B U+1032,MYANMAR VOWEL SIGN TALL AA | MYANMAR VOWEL SIGN AI
ၠံ,97,U+1060 U+1036,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR SIGN ANUSVARA
းဗ,97,U+1038 U+1017,MYANMAR SIGN VISARGA | MYANMAR LETTER BA
ကတ,97,U+1000 U+1010,MYANMAR LETTER KA | MYANMAR LETTER TA
ရ်,96,U+101B U+103A,MYANMAR LETTER RA | MYANMAR SIGN ASAT
ၠအ,95,U+1060 U+1021,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER A
ြေ,94,U+103C U+1031,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN E
ဂီ,93,U+1002 U+102E,MYANMAR LETTER GA | MYANMAR VOWEL SIGN II
ၜး,93,U+105C U+1038,MYANMAR LETTER MON BBA | MYANMAR SIGN VISARGA
်ဘ,93,U+103A U+1018,MYANMAR SIGN ASAT | MYANMAR LETTER BHA
ၚိ,93,U+105A U+102D,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN I
်၁,93,U+103A U+1041,MYANMAR SIGN ASAT | MYANMAR DIGIT ONE
ဲရ,93,U+1032 U+101B,MYANMAR VOWEL SIGN AI | MYANMAR LETTER RA
တး,91,U+1010 U+1038,MYANMAR LETTER TA | MYANMAR SIGN VISARGA
လ်,91,U+101C U+103A,MYANMAR LETTER LA | MYANMAR SIGN ASAT
။သ,91,U+104B U+101E,MYANMAR SIGN SECTION | MYANMAR LETTER SA
၊က,90,U+104A U+1000,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER KA
ဗၠ,90,U+1017 U+1060,MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ရဂ,90,U+101B U+1002,MYANMAR LETTER RA | MYANMAR LETTER GA
စေ,90,U+1005 U+1031,MYANMAR LETTER CA | MYANMAR VOWEL SIGN E
ဝဵ,89,U+101D U+1035,MYANMAR LETTER WA | MYANMAR VOWEL SIGN E ABOVE
ုစ,88,U+102F U+1005,MYANMAR VOWEL SIGN U | MYANMAR LETTER CA
မတ,88,U+1019 U+1010,MYANMAR LETTER MA | MYANMAR LETTER TA
။တ,88,U+104B U+1010,MYANMAR SIGN SECTION | MYANMAR LETTER TA
တာ,87,U+1010 U+102C,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AA
ေဟ,87,U+1031 U+101F,MYANMAR VOWEL SIGN E | MYANMAR LETTER HA
ျူ,87,U+103B U+1030,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN UU
ပု,87,U+1015 U+102F,MYANMAR LETTER PA | MYANMAR VOWEL SIGN U
ုဏ,86,U+102F U+100F,MYANMAR VOWEL SIGN U | MYANMAR LETTER NNA
တၚ,86,U+1010 U+105A,MYANMAR LETTER TA | MYANMAR LETTER MON NGA
ုဖ,86,U+102F U+1016,MYANMAR VOWEL SIGN U | MYANMAR LETTER PHA
စု,85,U+1005 U+102F,MYANMAR LETTER CA | MYANMAR VOWEL SIGN U
ပက,85,U+1015 U+1000,MYANMAR LETTER PA | MYANMAR LETTER KA
္သ,85,U+1039 U+101E,MYANMAR SIGN VIRAMA | MYANMAR LETTER SA
ညာ,84,U+100A U+102C,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN AA
ံဗ,84,U+1036 U+1017,MYANMAR SIGN ANUSVARA | MYANMAR LETTER BA
အေ,84,U+1021 U+1031,MYANMAR LETTER A | MYANMAR VOWEL SIGN E
ဗတ,84,U+1017 U+1010,MYANMAR LETTER BA | MYANMAR LETTER TA
ါၚ,83,U+102B U+105A,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER MON NGA
ာဍ,83,U+102C U+100D,MYANMAR VOWEL SIGN AA | MYANMAR LETTER DDA
ှေ,83,U+103E U+1031,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN E
ာဒ,82,U+102C U+1012,MYANMAR VOWEL SIGN AA | MYANMAR LETTER DA
၊ပ,82,U+104A U+1015,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER PA
ဗု,81,U+1017 U+102F,MYANMAR LETTER BA | MYANMAR VOWEL SIGN U
ဒ္,81,U+1012 U+1039,MYANMAR LETTER DA | MYANMAR SIGN VIRAMA
ရဴ,81,U+101B U+1034,MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON O
ဝေ,81,U+101D U+1031,MYANMAR LETTER WA | MYANMAR VOWEL SIGN E
ဇိ,81,U+1007 U+102D,MYANMAR LETTER JA | MYANMAR VOWEL SIGN I
ၞဟ,81,U+105E U+101F,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER HA
ၜၚ,81,U+105C U+105A,MYANMAR LETTER MON BBA | MYANMAR LETTER MON NGA
ဥပ,81,U+1025 U+1015,MYANMAR LETTER U | MYANMAR LETTER PA
ာဇ,80,U+102C U+1007,MYANMAR VOWEL SIGN AA | MYANMAR LETTER JA
းသ,80,U+1038 U+101E,MYANMAR SIGN VISARGA | MYANMAR LETTER SA
္မ,80,U+1039 U+1019,MYANMAR SIGN VIRAMA | MYANMAR LETTER MA
စၞ,80,U+1005 U+105E,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ံစ,79,U+1036 U+1005,MYANMAR SIGN ANUSVARA | MYANMAR LETTER CA
ြဳ,79,U+103C U+1033,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN MON II
လဵ,79,U+101C U+1035,MYANMAR LETTER LA | MYANMAR VOWEL SIGN E ABOVE
ၟဝ,78,U+105F U+101D,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER WA
အသ,78,U+1021 U+101E,MYANMAR LETTER A | MYANMAR LETTER SA
မြ,78,U+1019 U+103C,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL RA
တဴ,77,U+1010 U+1034,MYANMAR LETTER TA | MYANMAR VOWEL SIGN MON O
၀၀,77,U+1040 U+1040,MYANMAR DIGIT ZERO | MYANMAR DIGIT ZERO
သတ,76,U+101E U+1010,MYANMAR LETTER SA | MYANMAR LETTER TA
ဲည,76,U+1032 U+100A,MYANMAR VOWEL SIGN AI | MYANMAR LETTER NNYA
ဖျ,76,U+1016 U+103B,MYANMAR LETTER PHA | MYANMAR CONSONANT SIGN MEDIAL YA
ေအ,76,U+1031 U+1021,MYANMAR VOWEL SIGN E | MYANMAR LETTER A
ဗေ,76,U+1017 U+1031,MYANMAR LETTER BA | MYANMAR VOWEL SIGN E
ေပ,76,U+1031 U+1015,MYANMAR VOWEL SIGN E | MYANMAR LETTER PA
ခရ,75,U+1001 U+101B,MYANMAR LETTER KHA | MYANMAR LETTER RA
ာဗ,75,U+102C U+1017,MYANMAR VOWEL SIGN AA | MYANMAR LETTER BA
ၟေ,75,U+105F U+1031,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN E
လပ,75,U+101C U+1015,MYANMAR LETTER LA | MYANMAR LETTER PA
အလ,74,U+1021 U+101C,MYANMAR LETTER A | MYANMAR LETTER LA
ိ၊,74,U+102D U+104A,MYANMAR VOWEL SIGN I | MYANMAR SIGN LITTLE SECTION
ဆဵ,74,U+1006 U+1035,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN E ABOVE
အု,74,U+1021 U+102F,MYANMAR LETTER A | MYANMAR VOWEL SIGN U
ူအ,73,U+1030 U+1021,MYANMAR VOWEL SIGN UU | MYANMAR LETTER A
ၜါ,73,U+105C U+102B,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN TALL AA
ဒဒ,73,U+1012 U+1012,MYANMAR LETTER DA | MYANMAR LETTER DA
ရပ,73,U+101B U+1015,MYANMAR LETTER RA | MYANMAR LETTER PA
ဖဝ,73,U+1016 U+101D,MYANMAR LETTER PHA | MYANMAR LETTER WA
၊သ,72,U+104A U+101E,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER SA
ဂၞ,71,U+1002 U+105E,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ဲဍ,71,U+1032 U+100D,MYANMAR VOWEL SIGN AI | MYANMAR LETTER DDA
ဲန,70,U+1032 U+1014,MYANMAR VOWEL SIGN AI | MYANMAR LETTER NA
ထ္,70,U+1011 U+1039,MYANMAR LETTER THA | MYANMAR SIGN VIRAMA
ံန,70,U+1036 U+1014,MYANMAR SIGN ANUSVARA | MYANMAR LETTER NA
ါက,70,U+102B U+1000,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER KA
မေ,69,U+1019 U+1031,MYANMAR LETTER MA | MYANMAR VOWEL SIGN E
ွေ,69,U+103D U+1031,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN E
ဲဏ,68,U+1032 U+100F,MYANMAR VOWEL SIGN AI | MYANMAR LETTER NNA
။မ,68,U+104B U+1019,MYANMAR SIGN SECTION | MYANMAR LETTER MA
ၞး,68,U+105E U+1038,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR SIGN VISARGA
ဒိ,68,U+1012 U+102D,MYANMAR LETTER DA | MYANMAR VOWEL SIGN I
ူလ,68,U+1030 U+101C,MYANMAR VOWEL SIGN UU | MYANMAR LETTER LA
ရ၊,68,U+101B U+104A,MYANMAR LETTER RA | MYANMAR SIGN LITTLE SECTION
သဳ,67,U+101E U+1033,MYANMAR LETTER SA | MYANMAR VOWEL SIGN MON II
လီ,67,U+101C U+102E,MYANMAR LETTER LA | MYANMAR VOWEL SIGN II
သရ,67,U+101E U+101B,MYANMAR LETTER SA | MYANMAR LETTER RA
ဆာ,66,U+1006 U+102C,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN AA
ာ။,66,U+102C U+104B,MYANMAR VOWEL SIGN AA | MYANMAR SIGN SECTION
ုဇ,66,U+102F U+1007,MYANMAR VOWEL SIGN U | MYANMAR LETTER JA
ဗက,65,U+1017 U+1000,MYANMAR LETTER BA | MYANMAR LETTER KA
သမ,65,U+101E U+1019,MYANMAR LETTER SA | MYANMAR LETTER MA
ဲ၊,65,U+1032 U+104A,MYANMAR VOWEL SIGN AI | MYANMAR SIGN LITTLE SECTION
ဒတ,65,U+1012 U+1010,MYANMAR LETTER DA | MYANMAR LETTER TA
စပ,64,U+1005 U+1015,MYANMAR LETTER CA | MYANMAR LETTER PA
လက,64,U+101C U+1000,MYANMAR LETTER LA | MYANMAR LETTER KA
ေန,64,U+1031 U+1014,MYANMAR VOWEL SIGN E | MYANMAR LETTER NA
ဂု,64,U+1002 U+102F,MYANMAR LETTER GA | MYANMAR VOWEL SIGN U
ံဆ,63,U+1036 U+1006,MYANMAR SIGN ANUSVARA | MYANMAR LETTER CHA
စာ,63,U+1005 U+102C,MYANMAR LETTER CA | MYANMAR VOWEL SIGN AA
ု၊,63,U+102F U+104A,MYANMAR VOWEL SIGN U | MYANMAR SIGN LITTLE SECTION
ကသ,63,U+1000 U+101E,MYANMAR LETTER KA | MYANMAR LETTER SA
သြ,62,U+101E U+103C,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL RA
တဳ,62,U+1010 U+1033,MYANMAR LETTER TA | MYANMAR VOWEL SIGN MON II
ဳဂ,62,U+1033 U+1002,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER GA
်ၚ,62,U+103A U+105A,MYANMAR SIGN ASAT | MYANMAR LETTER MON NGA
ဖအ,62,U+1016 U+1021,MYANMAR LETTER PHA | MYANMAR LETTER A
ဏာ,61,U+100F U+102C,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN AA
မလ,61,U+1019 U+101C,MYANMAR LETTER MA | MYANMAR LETTER LA
ြံ,60,U+103C U+1036,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR SIGN ANUSVARA
ကၞ,60,U+1000 U+105E,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL NA
တှ,60,U+1010 U+103E,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL HA
စရ,60,U+1005 U+101B,MYANMAR LETTER CA | MYANMAR LETTER RA
ဌာ,60,U+100C U+102C,MYANMAR LETTER TTHA | MYANMAR VOWEL SIGN AA
ါတ,60,U+102B U+1010,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER TA
ဳစ,59,U+1033 U+1005,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER CA
ဂေ,58,U+1002 U+1031,MYANMAR LETTER GA | MYANMAR VOWEL SIGN E
၊ဒ,58,U+104A U+1012,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER DA
ကၟ,58,U+1000 U+105F,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ဓု,57,U+1013 U+102F,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN U
ဝတ,56,U+101D U+1010,MYANMAR LETTER WA | MYANMAR LETTER TA
ဒါ,56,U+1012 U+102B,MYANMAR LETTER DA | MYANMAR VOWEL SIGN TALL AA
းရ,56,U+1038 U+101B,MYANMAR SIGN VISARGA | MYANMAR LETTER RA
ြု,56,U+103C U+102F,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN U
ၠး,56,U+1060 U+1038,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR SIGN VISARGA
၂၀,56,U+1042 U+1040,MYANMAR DIGIT TWO | MYANMAR DIGIT ZERO
။ဂ,56,U+104B U+1002,MYANMAR SIGN SECTION | MYANMAR LETTER GA
ပည,56,U+1015 U+100A,MYANMAR LETTER PA | MYANMAR LETTER NNYA
၊တ,56,U+104A U+1010,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER TA
အစ,56,U+1021 U+1005,MYANMAR LETTER A | MYANMAR LETTER CA
္ခ,56,U+1039 U+1001,MYANMAR SIGN VIRAMA | MYANMAR LETTER KHA
သု,55,U+101E U+102F,MYANMAR LETTER SA | MYANMAR VOWEL SIGN U
္စ,55,U+1039 U+1005,MYANMAR SIGN VIRAMA | MYANMAR LETTER CA
ပၟ,55,U+1015 U+105F,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ာဟ,55,U+102C U+101F,MYANMAR VOWEL SIGN AA | MYANMAR LETTER HA
ဗျ,55,U+1017 U+103B,MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL YA
္ဇ,55,U+1039 U+1007,MYANMAR SIGN VIRAMA | MYANMAR LETTER JA
၊မ,55,U+104A U+1019,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER MA
ဳက,55,U+1033 U+1000,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KA
ြပ,55,U+103C U+1015,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER PA
ဴဂ,55,U+1034 U+1002,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER GA
ူပ,55,U+1030 U+1015,MYANMAR VOWEL SIGN UU | MYANMAR LETTER PA
ပဒ,55,U+1015 U+1012,MYANMAR LETTER PA | MYANMAR LETTER DA
မသ,55,U+1019 U+101E,MYANMAR LETTER MA | MYANMAR LETTER SA
ုံ,54,U+102F U+1036,MYANMAR VOWEL SIGN U | MYANMAR SIGN ANUSVARA
ီက,54,U+102E U+1000,MYANMAR VOWEL SIGN II | MYANMAR LETTER KA
ဏီ,54,U+100F U+102E,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN II
ာ၊,54,U+102C U+104A,MYANMAR VOWEL SIGN AA | MYANMAR SIGN LITTLE SECTION
ဂလ,53,U+1002 U+101C,MYANMAR LETTER GA | MYANMAR LETTER LA
ိမ,53,U+102D U+1019,MYANMAR VOWEL SIGN I | MYANMAR LETTER MA
ဗဒ,53,U+1017 U+1012,MYANMAR LETTER BA | MYANMAR LETTER DA
ဓမ,53,U+1013 U+1019,MYANMAR LETTER DHA | MYANMAR LETTER MA
်္,53,U+103A U+1039,MYANMAR SIGN ASAT | MYANMAR SIGN VIRAMA
းဟ,52,U+1038 U+101F,MYANMAR SIGN VISARGA | MYANMAR LETTER HA
။ဟ,52,U+104B U+101F,MYANMAR SIGN SECTION | MYANMAR LETTER HA
နေ,52,U+1014 U+1031,MYANMAR LETTER NA | MYANMAR VOWEL SIGN E
အတ,52,U+1021 U+1010,MYANMAR LETTER A | MYANMAR LETTER TA
၊၊,52,U+104A U+104A,MYANMAR SIGN LITTLE SECTION | MYANMAR SIGN LITTLE SECTION
လအ,51,U+101C U+1021,MYANMAR LETTER LA | MYANMAR LETTER A
ဝိ,51,U+101D U+102D,MYANMAR LETTER WA | MYANMAR VOWEL SIGN I
ါဝ,51,U+102B U+101D,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER WA
ရၚ,51,U+101B U+105A,MYANMAR LETTER RA | MYANMAR LETTER MON NGA
လလ,51,U+101C U+101C,MYANMAR LETTER LA | MYANMAR LETTER LA
။န,51,U+104B U+1014,MYANMAR SIGN SECTION | MYANMAR LETTER NA
းစ,51,U+1038 U+1005,MYANMAR SIGN VISARGA | MYANMAR LETTER CA
ုယ,51,U+102F U+101A,MYANMAR VOWEL SIGN U | MYANMAR LETTER YA
ိဗ,51,U+102D U+1017,MYANMAR VOWEL SIGN I | MYANMAR LETTER BA
ွတ,51,U+103D U+1010,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER TA
မအ,50,U+1019 U+1021,MYANMAR LETTER MA | MYANMAR LETTER A
ဲဟ,50,U+1032 U+101F,MYANMAR VOWEL SIGN AI | MYANMAR LETTER HA
ံဟ,50,U+1036 U+101F,MYANMAR SIGN ANUSVARA | MYANMAR LETTER HA
ရီ,50,U+101B U+102E,MYANMAR LETTER RA | MYANMAR VOWEL SIGN II
တဲ,50,U+1010 U+1032,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AI
ဗမ,50,U+1017 U+1019,MYANMAR LETTER BA | MYANMAR LETTER MA
ံခ,49,U+1036 U+1001,MYANMAR SIGN ANUSVARA | MYANMAR LETTER KHA
သၚ,49,U+101E U+105A,MYANMAR LETTER SA | MYANMAR LETTER MON NGA
ရဲ,49,U+101B U+1032,MYANMAR LETTER RA | MYANMAR VOWEL SIGN AI
။ဒ,49,U+104B U+1012,MYANMAR SIGN SECTION | MYANMAR LETTER DA
။လ,49,U+104B U+101C,MYANMAR SIGN SECTION | MYANMAR LETTER LA
ွဳ,49,U+103D U+1033,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN MON II
ိသ,49,U+102D U+101E,MYANMAR VOWEL SIGN I | MYANMAR LETTER SA
ပှ,49,U+1015 U+103E,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL HA
ြၚ,49,U+103C U+105A,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER MON NGA
လှ,49,U+101C U+103E,MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MEDIAL HA
။ဗ,48,U+104B U+1017,MYANMAR SIGN SECTION | MYANMAR LETTER BA
ံည,48,U+1036 U+100A,MYANMAR SIGN ANUSVARA | MYANMAR LETTER NNYA
ံဇ,48,U+1036 U+1007,MYANMAR SIGN ANUSVARA | MYANMAR LETTER JA
ာယ,47,U+102C U+101A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER YA
ဆေ,47,U+1006 U+1031,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN E
ည်,47,U+100A U+103A,MYANMAR LETTER NNYA | MYANMAR SIGN ASAT
်၂,47,U+103A U+1042,MYANMAR SIGN ASAT | MYANMAR DIGIT TWO
ဂြ,47,U+1002 U+103C,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL RA
ၚဵ,47,U+105A U+1035,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN E ABOVE
ဳမ,46,U+1033 U+1019,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER MA
ၟအ,46,U+105F U+1021,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER A
အဓ,46,U+1021 U+1013,MYANMAR LETTER A | MYANMAR LETTER DHA
ဟတ,46,U+101F U+1010,MYANMAR LETTER HA | MYANMAR LETTER TA
။ည,46,U+104B U+100A,MYANMAR SIGN SECTION | MYANMAR LETTER NNYA
ာည,45,U+102C U+100A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER NNYA
ၚတ,45,U+105A U+1010,MYANMAR LETTER MON NGA | MYANMAR LETTER TA
တွ,45,U+1010 U+103D,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL WA
ၚေ,45,U+105A U+1031,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN E
စှ,45,U+1005 U+103E,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MEDIAL HA
ါလ,45,U+102B U+101C,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER LA
မစ,45,U+1019 U+1005,MYANMAR LETTER MA | MYANMAR LETTER CA
၁၀,45,U+1041 U+1040,MYANMAR DIGIT ONE | MYANMAR DIGIT ZERO
ဴက,45,U+1034 U+1000,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER KA
ိစ,45,U+102D U+1005,MYANMAR VOWEL SIGN I | MYANMAR LETTER CA
၊အ,45,U+104A U+1021,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER A
းၜ,44,U+1038 U+105C,MYANMAR SIGN VISARGA | MYANMAR LETTER MON BBA
ဒဳ,44,U+1012 U+1033,MYANMAR LETTER DA | MYANMAR VOWEL SIGN MON II
ဒမ,44,U+1012 U+1019,MYANMAR LETTER DA | MYANMAR LETTER MA
၊ဗ,44,U+104A U+1017,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER BA
လမ,44,U+101C U+1019,MYANMAR LETTER LA | MYANMAR LETTER MA
အံ,44,U+1021 U+1036,MYANMAR LETTER A | MYANMAR SIGN ANUSVARA
်ှ,44,U+103A U+103E,MYANMAR SIGN ASAT | MYANMAR CONSONANT SIGN MEDIAL HA
်၃,44,U+103A U+1043,MYANMAR SIGN ASAT | MYANMAR DIGIT THREE
ဏ်,43,U+100F U+103A,MYANMAR LETTER NNA | MYANMAR SIGN ASAT
ရန,43,U+101B U+1014,MYANMAR LETTER RA | MYANMAR LETTER NA
ဓိ,43,U+1013 U+102D,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN I
တမ,43,U+1010 U+1019,MYANMAR LETTER TA | MYANMAR LETTER MA
။စ,43,U+104B U+1005,MYANMAR SIGN SECTION | MYANMAR LETTER CA
ရက,42,U+101B U+1000,MYANMAR LETTER RA | MYANMAR LETTER KA
ုဍ,42,U+102F U+100D,MYANMAR VOWEL SIGN U | MYANMAR LETTER DDA
ဲဇ,42,U+1032 U+1007,MYANMAR VOWEL SIGN AI | MYANMAR LETTER JA
၊ဖ,42,U+104A U+1016,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER PHA
သန,41,U+101E U+1014,MYANMAR LETTER SA | MYANMAR LETTER NA
လံ,41,U+101C U+1036,MYANMAR LETTER LA | MYANMAR SIGN ANUSVARA
၀၂,41,U+1040 U+1042,MYANMAR DIGIT ZERO | MYANMAR DIGIT TWO
၊လ,41,U+104A U+101C,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER LA
ူဗ,41,U+1030 U+1017,MYANMAR VOWEL SIGN UU | MYANMAR LETTER BA
ၞု,41,U+105E U+102F,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN U
ထံ,41,U+1011 U+1036,MYANMAR LETTER THA | MYANMAR SIGN ANUSVARA
စဵ,41,U+1005 U+1035,MYANMAR LETTER CA | MYANMAR VOWEL SIGN E ABOVE
ဍဳ,41,U+100D U+1033,MYANMAR LETTER DDA | MYANMAR VOWEL SIGN MON II
သၠ,41,U+101E U+1060,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ူဒ,41,U+1030 U+1012,MYANMAR VOWEL SIGN UU | MYANMAR LETTER DA
လျ,40,U+101C U+103B,MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MEDIAL YA
ထပ,40,U+1011 U+1015,MYANMAR LETTER THA | MYANMAR LETTER PA
ယဝ,40,U+101A U+101D,MYANMAR LETTER YA | MYANMAR LETTER WA
လဒ,40,U+101C U+1012,MYANMAR LETTER LA | MYANMAR LETTER DA
