file,cluster_count,raw_text_length,nga_to_mon_nga_replacements,mon_half_stop_removed,mon_full_stop_removed,status
monnews/monnews_20260120_223250_1116.txt,477,1198,0,0,0,ok
monnews/monnews_20260120_223250_3107.txt,665,1641,0,0,0,ok
monnews/monnews_20260120_223250_2933.txt,1142,2889,0,0,0,ok
monnews/monnews_20260120_223250_607.txt,877,2408,0,0,0,ok
monnews/monnews_20260120_223250_1624.txt,1012,2545,0,0,0,ok
monnews/monnews_20260120_223250_3352.txt,965,2356,0,0,0,ok
monnews/monnews_20260120_223250_345.txt,819,2021,40,0,0,ok
monnews/monnews_20260120_223250_1485.txt,756,1938,0,0,0,ok
monnews/monnews_20260120_223250_43.txt,824,2102,0,0,0,ok
monnews/monnews_20260120_223250_1778.txt,848,2131,0,0,0,ok
monnews/monnews_20260120_223250_1195.txt,1132,2834,0,0,0,ok
monnews/monnews_20260120_223250_2310.txt,1024,2502,0,0,0,ok
monnews/monnews_20260120_223250_581.txt,2991,7170,0,0,0,ok
monnews/monnews_20260120_223250_3535.txt,798,1982,0,0,0,ok
monnews/monnews_20260120_223250_2930.txt,1728,4377,0,0,0,ok
monnews/monnews_20260120_223250_2680.txt,1128,2718,0,0,0,ok
monnews/monnews_20260120_223250_3164.txt,1066,2486,0,0,0,ok
monnews/monnews_20260120_223250_2430.txt,847,2069,0,0,0,ok
monnews/monnews_20260120_223250_1108.txt,599,1497,0,0,0,ok
monnews/monnews_20260120_223250_2419.txt,847,2073,0,0,0,ok
monnews/monnews_20260120_223250_377.txt,2255,5283,0,0,0,ok
monnews/monnews_20260120_223250_3452.txt,2010,4991,0,0,0,ok
monnews/monnews_20260120_223250_93.txt,691,1885,0,0,0,ok
monnews/monnews_20260120_223250_1406.txt,1254,3225,0,0,0,ok
monnews/monnews_20260120_223250_315.txt,1839,4433,157,0,0,ok
monnews/monnews_20260120_223250_18.txt,877,2246,0,0,0,ok
monnews/monnews_20260120_223250_824.txt,3155,7788,0,0,0,ok
monnews/monnews_20260120_223250_3012.txt,1087,2687,0,0,0,ok
monnews/monnews_20260120_223250_73.txt,811,1995,0,0,0,ok
monnews/monnews_20260120_223250_1875.txt,1597,3864,0,0,0,ok
monnews/monnews_20260120_223250_304.txt,735,1802,71,0,0,ok
monnews/monnews_20260120_223250_2406.txt,770,1962,0,0,0,ok
monnews/monnews_20260120_223250_1405.txt,2949,7820,0,0,0,ok
monnews/monnews_20260120_223250_3223.txt,1680,4317,0,0,0,ok
monnews/monnews_20260120_223250_3492.txt,702,1751,0,0,0,ok
monnews/monnews_20260120_223250_1041.txt,1617,3771,0,0,0,ok
monnews/monnews_20260120_223250_2309.txt,827,1985,0,0,0,ok
monnews/monnews_20260120_223250_1252.txt,742,1842,0,0,0,ok
monnews/monnews_20260120_223250_2967.txt,866,2077,0,0,0,ok
monnews/monnews_20260120_223250_131.txt,796,1946,75,0,0,ok
monnews/monnews_20260120_223250_113.txt,650,1608,0,0,0,ok
monnews/monnews_20260120_223250_1372.txt,945,2467,0,0,0,ok
monnews/monnews_20260120_223250_1855.txt,1162,2770,0,0,0,ok
monnews/monnews_20260120_223250_2953.txt,827,2055,0,0,0,ok
monnews/monnews_20260120_223250_1769.txt,863,2136,0,0,0,ok
monnews/monnews_20260120_223250_1400.txt,716,1788,0,0,0,ok
monnews/monnews_20260120_223250_2659.txt,1242,3018,0,0,0,ok
monnews/monnews_20260120_223250_3047.txt,2930,6844,0,0,0,ok
monnews/monnews_20260120_223250_408.txt,3660,8876,0,0,0,ok
monnews/monnews_20260120_223250_2787.txt,685,1738,0,0,0,ok
monnews/monnews_20260120_223250_2960.txt,1588,4129,0,0,0,ok
monnews/monnews_20260120_223250_1653.txt,644,1576,0,0,0,ok
monnews/monnews_20260120_223250_247.txt,714,1743,59,0,0,ok
monnews/monnews_20260120_223250_3315.txt,597,1522,0,0,0,ok
monnews/monnews_20260120_223250_69.txt,702,1733,0,0,0,ok
monnews/monnews_20260120_223250_553.txt,691,1678,0,0,0,ok
monnews/monnews_20260120_223250_2499.txt,1034,2504,0,0,0,ok
monnews/monnews_20260120_223250_27.txt,1860,4529,155,0,0,ok
monnews/monnews_20260120_223250_3087.txt,752,1852,0,0,0,ok
monnews/monnews_20260120_223250_2392.txt,692,1727,0,0,0,ok
monnews/monnews_20260120_223250_2903.txt,3146,7780,0,0,0,ok
monnews/monnews_20260120_223250_658.txt,1136,2836,0,0,0,ok
monnews/monnews_20260120_223250_3280.txt,695,1720,0,0,0,ok
monnews/monnews_20260120_223250_3027.txt,2932,7132,0,0,0,ok
monnews/monnews_20260120_223250_536.txt,4739,11410,0,0,0,ok
monnews/monnews_20260120_223250_2692.txt,967,2517,0,0,0,ok
monnews/monnews_20260120_223250_1906.txt,1200,3148,0,0,0,ok
monnews/monnews_20260120_223250_2427.txt,633,1674,0,0,0,ok
monnews/monnews_20260120_223250_375.txt,822,2064,0,0,0,ok
monnews/monnews_20260120_223250_995.txt,719,1733,0,0,0,ok
monnews/monnews_20260120_223250_3195.txt,3726,8718,0,0,0,ok
monnews/monnews_20260120_223250_620.txt,2749,6868,0,0,0,ok
monnews/monnews_20260120_223250_3372.txt,851,2111,0,0,0,ok
monnews/monnews_20260120_223250_1970.txt,884,2238,0,0,0,ok
monnews/monnews_20260120_223250_2882.txt,24,68,0,0,0,ok
monnews/monnews_20260120_223250_212.txt,896,2351,0,0,0,ok
monnews/monnews_20260120_223250_1987.txt,731,1738,0,0,0,ok
monnews/monnews_20260120_223250_2402.txt,828,2135,0,0,0,ok
monnews/monnews_20260120_223250_1520.txt,972,2506,0,0,0,ok
monnews/monnews_20260120_223250_140.txt,2786,7100,295,0,0,ok
monnews/monnews_20260120_223250_1574.txt,1932,4576,0,0,0,ok
monnews/monnews_20260120_223250_1549.txt,560,1476,0,0,0,ok
monnews/monnews_20260120_223250_3462.txt,674,1668,0,0,0,ok
monnews/monnews_20260120_223250_609.txt,514,1282,0,0,0,ok
monnews/monnews_20260120_223250_1819.txt,1471,3665,0,0,0,ok
monnews/monnews_20260120_223250_3208.txt,871,2180,0,0,0,ok
monnews/monnews_20260120_223250_2612.txt,984,2469,4,0,0,ok
monnews/monnews_20260120_223250_3136.txt,730,1832,0,0,0,ok
monnews/monnews_20260120_223250_2866.txt,1203,2823,0,0,0,ok
monnews/monnews_20260120_223250_2139.txt,920,2356,0,0,0,ok
monnews/monnews_20260120_223250_229.txt,990,2354,83,0,0,ok
monnews/monnews_20260120_223250_2174.txt,913,2237,0,0,0,ok
monnews/monnews_20260120_223250_325.txt,2232,5524,175,0,0,ok
monnews/monnews_20260120_223250_1649.txt,2223,5741,0,0,0,ok
monnews/monnews_20260120_223250_2908.txt,2380,6043,0,0,0,ok
monnews/monnews_20260120_223250_1827.txt,1246,3069,0,0,0,ok
monnews/monnews_20260120_223250_2503.txt,885,2233,0,0,0,ok
monnews/monnews_20260120_223250_3572.txt,3359,7922,0,0,0,ok
monnews/monnews_20260120_223250_1931.txt,1000,2578,0,0,0,ok
monnews/monnews_20260120_223250_2140.txt,910,2295,0,0,0,ok
monnews/monnews_20260120_223250_2808.txt,782,2034,0,0,0,ok
monnews/monnews_20260120_223250_2596.txt,776,1913,0,0,0,ok
